"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SAN MARCOS (000)",13821,12977,80,2586,2670,2045,2779,1730,831,256,844,47146
"De 12 a 14 años (001)",39,16,,10,6,,,,,,23,22
"De 15 a 19 años (002)",506,396,6,337,43,6,4,,,,110,457
"De 20 a 24 años (003)",1501,1254,13,749,373,89,26,4,,,247,1900
"De 25 a 29 años (004)",1694,1521,4,551,531,298,124,11,2,,173,3115
"De 30 a 34 años (005)",1651,1564,10,305,525,397,263,57,7,,87,4100
"De 35 a 39 años (006)",1600,1529,7,186,402,354,414,129,32,5,71,5014
"De 40 a 44 años (007)",1317,1269,7,99,223,260,376,231,59,14,48,5103
"De 45 a 49 años (008)",1138,1119,4,77,152,174,368,207,111,26,19,5047
"De 50 y más años (009)",4375,4309,29,272,415,467,1204,1091,620,211,66,22388
"PEA (010)",2372,2108,22,523,542,356,382,174,87,22,264,6421
"De 12 a 14 años (011)",7,3,,1,2,,,,,,4,5
"De 15 a 19 años (012)",71,52,1,41,7,3,,,,,19,64
"De 20 a 24 años (013)",261,191,4,122,52,13,,,,,70,265
"De 25 a 29 años (014)",304,234,2,109,77,29,15,2,,,70,424
"De 30 a 34 años (015)",342,305,2,76,107,64,43,12,1,,37,751
"De 35 a 39 años (016)",363,334,4,73,100,66,77,8,6,,29,908
"De 40 a 44 años (017)",287,267,1,31,83,62,54,26,8,2,20,871
"De 45 a 49 años (018)",227,222,3,25,47,39,63,27,16,2,5,835
"De 50 y más años (019)",510,500,5,45,67,80,130,99,56,18,10,2298
"Ocupada (020)",2303,2067,21,507,530,354,379,170,84,22,236,6309
"De 12 a 14 años (021)",5,3,,1,2,,,,,,2,5
