"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia PARURO (000)",8832,39,349,72,90,535,4602,152,325,2250,36,382
"Agric., ganadería, caza y silvicultura (001)",6339,,,13,,,4601,2,9,1714,,
"Pesca (002)",1,,,,,,1,,,,,
"Explotación de minas y canteras (003)",46,,3,1,1,,,22,,19,,
"Industrias manufactureras (004)",120,1,,1,,1,,103,13,1,,
"Suministro de electricidad, gas y agua (005)",13,,,5,,,,,,8,,
"Construcción (006)",366,,4,,,,,6,202,154,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",375,,1,6,1,295,,12,4,56,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",14,,,1,,3,,7,2,1,,
"Comercio al por mayor (009)",11,,,1,1,9,,,,,,
"Comercio al por menor (010)",350,,1,4,,283,,5,2,55,,
"Hoteles y restaurantes (011)",272,,,1,1,216,,,,54,,
"Trans., almac. y comunicaciones (012)",99,,,2,4,2,,1,77,13,,
"Activid.inmobil., empres. y alquileres (014)",66,,14,11,6,17,,2,3,13,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",261,31,14,7,63,2,,2,6,100,36,
"Enseñanza (016)",295,6,281,2,1,,,,,5,,
"Servicios sociales y de salud (017)",42,,20,15,2,,,2,,3,,
"Otras activ. serv.comun.soc y personales (018)",83,,9,7,4,2,,,11,50,,
"Hogares privados con servicio doméstico (019)",60,,,,,,,,,60,,
"Actividad economica no especificada (021)",394,1,3,1,7,,,,,,,382
"Hombres (022)",6594,32,183,49,58,111,4178,119,319,1351,36,158
"Agric., ganadería, caza y silvicultura (023)",5194,,,11,,,4177,2,9,995,,
"Pesca (024)",1,,,,,,1,,,,,
"Explotación de minas y canteras (025)",43,,2,1,1,,,21,,18,,
"Industrias manufactureras (026)",84,1,,1,,,,72,9,1,,
"Suministro de electricidad, gas y agua (027)",13,,,5,,,,,,8,,
"Construcción (028)",360,,3,,,,,6,201,150,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",121,,,5,1,79,,11,4,21,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",13,,,1,,3,,6,2,1,,
"Comercio al por mayor (031)",6,,,,1,5,,,,,,
"Comercio al por menor (032)",102,,,4,,71,,5,2,20,,
"Hoteles y restaurantes (033)",15,,,,,12,,,,3,,
"Trans., almac. y comunicaciones (034)",95,,,2,3,,,1,76,13,,
"Activid.inmobil., empres. y alquileres (036)",57,,9,8,6,17,,2,3,12,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",224,24,12,7,38,2,,2,6,97,36,
"Enseñanza (038)",151,6,141,1,1,,,,,2,,
"Servicios sociales y de salud (039)",11,,6,2,,,,2,,1,,
"Otras activ. serv.comun.soc y personales (040)",42,,7,5,3,1,,,11,15,,
"Hogares privados con servicio doméstico (041)",15,,,,,,,,,15,,
"Actividad economica no especificada (043)",168,1,3,1,5,,,,,,,158
"Mujeres (044)",2238,7,166,23,32,424,424,33,6,899,,224
"Agric., ganadería, caza y silvicultura (045)",1145,,,2,,,424,,,719,,
"Explotación de minas y canteras (047)",3,,1,,,,,1,,1,,
"Industrias manufactureras (048)",36,,,,,1,,31,4,,,
"Construcción (050)",6,,1,,,,,,1,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",254,,1,1,,216,,1,,35,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",1,,,,,,,1,,,,
"Comercio al por mayor (053)",5,,,1,,4,,,,,,
"Comercio al por menor (054)",248,,1,,,212,,,,35,,
"Hoteles y restaurantes (055)",257,,,1,1,204,,,,51,,
"Trans., almac. y comunicaciones (056)",4,,,,1,2,,,1,,,
"Activid.inmobil., empres. y alquileres (058)",9,,5,3,,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",37,7,2,,25,,,,,3,,
"Enseñanza (060)",144,,140,1,,,,,,3,,
"Servicios sociales y de salud (061)",31,,14,13,2,,,,,2,,
"Otras activ. serv.comun.soc y personales (062)",41,,2,2,1,1,,,,35,,
"Hogares privados con servicio doméstico (063)",45,,,,,,,,,45,,
"Actividad economica no especificada (065)",226,,,,2,,,,,,,224
,,,,,,,,,,,,
"URBANA (066)",3532,30,267,52,70,348,1542,84,186,787,35,131
"Agric., ganadería, caza y silvicultura (067)",2069,,,12,,,1541,2,7,507,,
"Pesca (068)",1,,,,,,1,,,,,
"Explotación de minas y canteras (069)",2,,1,,,,,,,1,,
"Industrias manufactureras (070)",76,,,,,1,,64,10,1,,
"Suministro de electricidad, gas y agua (071)",8,,,4,,,,,,4,,
"Construcción (072)",185,,2,,,,,4,100,79,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",288,,1,5,1,231,,7,2,41,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",9,,,,,3,,5,,1,,
"Comercio al por mayor (075)",9,,,1,1,7,,,,,,
"Comercio al por menor (076)",270,,1,4,,221,,2,2,40,,
"Hoteles y restaurantes (077)",147,,,,1,109,,,,37,,
"Trans., almac. y comunicaciones (078)",74,,,2,2,1,,1,59,9,,
"Activid.inmobil., empres. y alquileres (080)",33,,11,7,5,2,,2,2,4,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",171,24,9,5,50,2,,2,6,38,35,
"Enseñanza (082)",234,6,220,2,1,,,,,5,,
"Servicios sociales y de salud (083)",36,,18,11,2,,,2,,3,,
"Otras activ. serv.comun.soc y personales (084)",25,,5,4,2,2,,,,12,,
"Hogares privados con servicio doméstico (085)",46,,,,,,,,,46,,
"Actividad economica no especificada (087)",137,,,,6,,,,,,,131
"Hombres (088)",2428,24,137,35,45,72,1351,61,182,427,35,59
"Agric., ganadería, caza y silvicultura (089)",1634,,,10,,,1350,2,7,265,,
"Pesca (090)",1,,,,,,1,,,,,
"Explotación de minas y canteras (091)",2,,1,,,,,,,1,,
"Industrias manufactureras (092)",49,,,,,,,42,6,1,,
"Suministro de electricidad, gas y agua (093)",8,,,4,,,,,,4,,
"Construcción (094)",181,,1,,,,,4,100,76,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",84,,,4,1,60,,6,2,11,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",8,,,,,3,,4,,1,,
"Comercio al por mayor (097)",5,,,,1,4,,,,,,
"Comercio al por menor (098)",71,,,4,,53,,2,2,10,,
"Hoteles y restaurantes (099)",7,,,,,7,,,,,,
"Trans., almac. y comunicaciones (100)",73,,,2,2,,,1,59,9,,
"Activid.inmobil., empres. y alquileres (102)",25,,7,4,5,2,,2,2,3,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",141,18,8,5,30,2,,2,6,35,35,
"Enseñanza (104)",120,6,110,1,1,,,,,2,,
"Servicios sociales y de salud (105)",10,,5,2,,,,2,,1,,
"Otras activ. serv.comun.soc y personales (106)",17,,5,3,2,1,,,,6,,
"Hogares privados con servicio doméstico (107)",13,,,,,,,,,13,,
"Actividad economica no especificada (109)",63,,,,4,,,,,,,59
"Mujeres (110)",1104,6,130,17,25,276,191,23,4,360,,72
"Agric., ganadería, caza y silvicultura (111)",435,,,2,,,191,,,242,,
"Industrias manufactureras (114)",27,,,,,1,,22,4,,,
"Construcción (116)",4,,1,,,,,,,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",204,,1,1,,171,,1,,30,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",1,,,,,,,1,,,,
"Comercio al por mayor (119)",4,,,1,,3,,,,,,
"Comercio al por menor (120)",199,,1,,,168,,,,30,,
