"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUANTA (000)",1345,26,722,392,162,43
"Sin nivel (001)",103,4,17,35,29,18
"Educación inicial (002)",1,,1,,,
"Primaria (003)",432,12,156,159,83,22
"Secundaria (004)",536,10,379,113,32,2
"Superior no univ. incompleta (005)",61,,41,14,5,1
"Superior no univ. completa (006)",119,,71,44,4,
"Superior univ. incompleta (007)",35,,25,7,3,
"Superior univ. completa (008)",58,,32,20,6,
"Hombres (010)",946,20,483,283,131,29
"Sin nivel (011)",54,4,11,14,18,7
"Primaria (013)",327,8,106,124,70,19
"Secundaria (014)",403,8,267,97,29,2
"Superior no univ. incompleta (015)",39,,26,8,4,1
"Superior no univ. completa (016)",66,,39,23,4,
"Superior univ. incompleta (017)",25,,16,7,2,
"Superior univ. completa (018)",32,,18,10,4,
"Mujeres (020)",399,6,239,109,31,14
"Sin nivel (021)",49,,6,21,11,11
"Educación inicial (022)",1,,1,,,
"Primaria (023)",105,4,50,35,13,3
"Secundaria (024)",133,2,112,16,3,
"Superior no univ. incompleta (025)",22,,15,6,1,
"Superior no univ. completa (026)",53,,32,21,,
"Superior univ. incompleta (027)",10,,9,,1,
"Superior univ. completa (028)",26,,14,10,2,
,,,,,,
"Area Urbana (030)",810,12,434,251,97,16
"Sin nivel (031)",55,2,8,20,16,9
"Educación inicial (032)",1,,1,,,
"Primaria (033)",192,5,56,85,40,6
"Secundaria (034)",323,5,218,72,27,1
"Superior no univ. incompleta (035)",49,,37,9,3,
"Superior no univ. completa (036)",105,,62,39,4,
"Superior univ. incompleta (037)",32,,24,7,1,
"Superior univ. completa (038)",53,,28,19,6,
"Hombres (040)",526,11,274,163,72,6
"Sin nivel (041)",19,2,3,6,7,1
"Primaria (043)",135,5,37,58,31,4
"Secundaria (044)",237,4,148,60,24,1
"Superior no univ. incompleta (045)",27,,22,3,2,
"Superior no univ. completa (046)",56,,33,19,4,
"Superior univ. incompleta (047)",23,,16,7,,
"Superior univ. completa (048)",29,,15,10,4,
"Mujeres (050)",284,1,160,88,25,10
"Sin nivel (051)",36,,5,14,9,8
"Educación inicial (052)",1,,1,,,
"Primaria (053)",57,,19,27,9,2
"Secundaria (054)",86,1,70,12,3,
"Superior no univ. incompleta (055)",22,,15,6,1,
"Superior no univ. completa (056)",49,,29,20,,
"Superior univ. incompleta (057)",9,,8,,1,
"Superior univ. completa (058)",24,,13,9,2,
,,,,,,
"Area Rural (060)",535,14,288,141,65,27
"Sin nivel (061)",48,2,9,15,13,9
"Primaria (063)",240,7,100,74,43,16
"Secundaria (064)",213,5,161,41,5,1
"Superior no univ. incompleta (065)",12,,4,5,2,1
"Superior no univ. completa (066)",14,,9,5,,
"Superior univ. incompleta (067)",3,,1,,2,
"Superior univ. completa (068)",5,,4,1,,
"Hombres (070)",420,9,209,120,59,23
"Sin nivel (071)",35,2,8,8,11,6
"Primaria (073)",192,3,69,66,39,15
"Secundaria (074)",166,4,119,37,5,1
"Superior no univ. incompleta (075)",12,,4,5,2,1
"Superior no univ. completa (076)",10,,6,4,,
"Superior univ. incompleta (077)",2,,,,2,
"Superior univ. completa (078)",3,,3,,,
"Mujeres (080)",115,5,79,21,6,4
"Sin nivel (081)",13,,1,7,2,3
"Primaria (083)",48,4,31,8,4,1
"Secundaria (084)",47,1,42,4,,
"Superior no univ. completa (086)",4,,3,1,,
"Superior univ. incompleta (087)",1,,1,,,
"Superior univ. completa (088)",2,,1,1,,
