"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia TARATA (000)",7056,1122,1851,1587,1502,994
"Hombres (001)",3639,584,955,861,760,479
"Mujeres (002)",3417,538,896,726,742,515
"PEA (003)",4267,89,1114,1298,1181,585
"Hombres (004)",2486,58,646,775,680,327
"Mujeres (005)",1781,31,468,523,501,258
"Ocupada (006)",4048,87,1011,1224,1153,573
"Hombres (007)",2332,57,577,722,659,317
"Mujeres (008)",1716,30,434,502,494,256
"Desocupada (009)",219,2,103,74,28,12
"Hombres (010)",154,1,69,53,21,10
"Mujeres (011)",65,1,34,21,7,2
"No PEA (012)",2789,1033,737,289,321,409
"Hombres (013)",1153,526,309,86,80,152
"Mujeres (014)",1636,507,428,203,241,257
,,,,,,
"URBANA (018)",5502,888,1448,1240,1157,769
"Hombres (019)",2814,457,753,658,577,369
"Mujeres (020)",2688,431,695,582,580,400
"PEA (021)",3217,72,840,986,888,431
"Hombres (022)",1851,47,484,576,505,239
"Mujeres (023)",1366,25,356,410,383,192
"Ocupada (024)",3041,70,759,926,866,420
"Hombres (025)",1736,46,434,536,490,230
"Mujeres (026)",1305,24,325,390,376,190
"Desocupada (027)",176,2,81,60,22,11
"Hombres (028)",115,1,50,40,15,9
"Mujeres (029)",61,1,31,20,7,2
"No PEA (030)",2285,816,608,254,269,338
"Hombres (031)",963,410,269,82,72,130
"Mujeres (032)",1322,406,339,172,197,208
,,,,,,
"RURAL (036)",1554,234,403,347,345,225
"Hombres (037)",825,127,202,203,183,110
"Mujeres (038)",729,107,201,144,162,115
"PEA (039)",1050,17,274,312,293,154
"Hombres (040)",635,11,162,199,175,88
"Mujeres (041)",415,6,112,113,118,66
"Ocupada (042)",1007,17,252,298,287,153
"Hombres (043)",596,11,143,186,169,87
"Mujeres (044)",411,6,109,112,118,66
"Desocupada (045)",43,,22,14,6,1
"Hombres (046)",39,,19,13,6,1
"Mujeres (047)",4,,3,1,,
"No PEA (048)",504,217,129,35,52,71
"Hombres (049)",190,116,40,4,8,22
"Mujeres (050)",314,101,89,31,44,49
