"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia HUANCA SANCOS (000)",3747,495,812,1645,14,576,31,174
"Agric., ganadería, caza y silvicultura (001)",2167,5,452,1213,2,495,,
"Explotación de minas y canteras (003)",36,3,32,1,,,,
"Industrias manufactureras (004)",80,,25,50,1,4,,
"Suministro de electricidad, gas y agua (005)",9,,6,3,,,,
"Construcción (006)",261,10,215,25,2,9,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",239,6,4,193,3,33,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",3,,2,1,,,,
"Comercio al por mayor (009)",7,2,,4,,1,,
"Comercio al por menor (010)",229,4,2,188,3,32,,
"Hoteles y restaurantes (011)",64,3,6,43,2,10,,
"Trans., almac. y comunicaciones (012)",62,19,16,24,3,,,
"Intermediación financiera (013)",3,3,,,,,,
"Activid.inmobil., empres. y alquileres (014)",30,21,2,7,,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",131,103,28,,,,,
"Enseñanza (016)",283,243,2,38,,,,
"Servicios sociales y de salud (017)",64,59,1,4,,,,
"Otras activ. serv.comun.soc y personales (018)",22,7,2,12,1,,,
"Hogares privados con servicio doméstico (019)",31,,,,,,31,
"Actividad economica no especificada (021)",91,13,21,32,,25,,
"Desocupado (022)",174,,,,,,,174
"Hombres (023)",2342,324,638,998,10,218,1,153
"Agric., ganadería, caza y silvicultura (024)",1326,4,319,807,1,195,,
"Explotación de minas y canteras (026)",36,3,32,1,,,,
"Industrias manufactureras (027)",60,,20,37,1,2,,
"Suministro de electricidad, gas y agua (028)",8,,6,2,,,,
"Construcción (029)",238,10,196,23,2,7,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",77,1,4,65,1,6,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",3,,2,1,,,,
"Comercio al por mayor (032)",3,,,3,,,,
"Comercio al por menor (033)",71,1,2,61,1,6,,
"Hoteles y restaurantes (034)",10,,1,6,1,2,,
"Trans., almac. y comunicaciones (035)",51,15,12,21,3,,,
"Intermediación financiera (036)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (037)",25,16,2,7,,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",110,83,27,,,,,
"Enseñanza (039)",159,150,2,7,,,,
"Servicios sociales y de salud (040)",31,27,,4,,,,
"Otras activ. serv.comun.soc y personales (041)",13,5,1,6,1,,,
"Hogares privados con servicio doméstico (042)",1,,,,,,1,
"Actividad economica no especificada (044)",42,8,16,12,,6,,
"Desocupado (045)",153,,,,,,,153
"Mujeres (046)",1405,171,174,647,4,358,30,21
"Agric., ganadería, caza y silvicultura (047)",841,1,133,406,1,300,,
"Industrias manufactureras (050)",20,,5,13,,2,,
"Suministro de electricidad, gas y agua (051)",1,,,1,,,,
"Construcción (052)",23,,19,2,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",162,5,,128,2,27,,
"Comercio al por mayor (055)",4,2,,1,,1,,
"Comercio al por menor (056)",158,3,,127,2,26,,
"Hoteles y restaurantes (057)",54,3,5,37,1,8,,
"Trans., almac. y comunicaciones (058)",11,4,4,3,,,,
"Intermediación financiera (059)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (060)",5,5,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",21,20,1,,,,,
"Enseñanza (062)",124,93,,31,,,,
"Servicios sociales y de salud (063)",33,32,1,,,,,
"Otras activ. serv.comun.soc y personales (064)",9,2,1,6,,,,
"Hogares privados con servicio doméstico (065)",30,,,,,,30,
"Actividad economica no especificada (067)",49,5,5,20,,19,,
"Desocupado (068)",21,,,,,,,21
,,,,,,,,
"URBANA (069)",2416,462,513,1042,12,282,28,77
"Agric., ganadería, caza y silvicultura (070)",1110,4,257,633,1,215,,
"Explotación de minas y canteras (072)",18,2,15,1,,,,
"Industrias manufactureras (073)",71,,18,48,1,4,,
"Suministro de electricidad, gas y agua (074)",9,,6,3,,,,
"Construcción (075)",194,6,158,24,1,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",220,6,3,180,3,28,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",2,,1,1,,,,
"Comercio al por mayor (078)",6,2,,3,,1,,
"Comercio al por menor (079)",212,4,2,176,3,27,,
"Hoteles y restaurantes (080)",59,3,4,42,2,8,,
"Trans., almac. y comunicaciones (081)",59,18,15,23,3,,,
"Intermediación financiera (082)",3,3,,,,,,
"Activid.inmobil., empres. y alquileres (083)",28,20,1,7,,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",114,98,16,,,,,
"Enseñanza (085)",263,226,2,35,,,,
"Servicios sociales y de salud (086)",61,56,1,4,,,,
"Otras activ. serv.comun.soc y personales (087)",21,7,2,11,1,,,
"Hogares privados con servicio doméstico (088)",28,,,,,,28,
"Actividad economica no especificada (090)",81,13,15,31,,22,,
"Desocupado (091)",77,,,,,,,77
"Hombres (092)",1511,296,428,602,8,110,,67
"Agric., ganadería, caza y silvicultura (093)",718,3,201,421,,93,,
"Explotación de minas y canteras (095)",18,2,15,1,,,,
"Industrias manufactureras (096)",52,,14,35,1,2,,
"Suministro de electricidad, gas y agua (097)",8,,6,2,,,,
"Construcción (098)",179,6,146,22,1,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",70,1,3,61,1,4,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",2,,1,1,,,,
"Comercio al por mayor (101)",3,,,3,,,,
"Comercio al por menor (102)",65,1,2,57,1,4,,
"Hoteles y restaurantes (103)",10,,1,6,1,2,,
"Trans., almac. y comunicaciones (104)",48,14,11,20,3,,,
"Intermediación financiera (105)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (106)",23,15,1,7,,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",93,78,15,,,,,
"Enseñanza (108)",146,138,2,6,,,,
"Servicios sociales y de salud (109)",28,24,,4,,,,
"Otras activ. serv.comun.soc y personales (110)",12,5,1,5,1,,,
"Actividad economica no especificada (113)",37,8,12,12,,5,,
"Desocupado (114)",67,,,,,,,67
"Mujeres (115)",905,166,85,440,4,172,28,10
"Agric., ganadería, caza y silvicultura (116)",392,1,56,212,1,122,,
"Industrias manufactureras (119)",19,,4,13,,2,,
"Suministro de electricidad, gas y agua (120)",1,,,1,,,,
"Construcción (121)",15,,12,2,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",150,5,,119,2,24,,
"Comercio al por mayor (124)",3,2,,,,1,,
"Comercio al por menor (125)",147,3,,119,2,23,,
"Hoteles y restaurantes (126)",49,3,3,36,1,6,,
"Trans., almac. y comunicaciones (127)",11,4,4,3,,,,
"Intermediación financiera (128)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (129)",5,5,,,,,,
