"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia LIMA",,,,,
"Viviendas particulares (001)",75779,23545,14936,18972,18326
"Ocupantes presentes (002)",331808,94869,62860,86292,87787
"Casa independiente",,,,,
"Viviendas particulares (004)",63798,18950,12700,16391,15757
"Ocupantes presentes (005)",288350,79185,54654,76328,78183
"Departamento en edificio",,,,,
"Viviendas particulares (007)",4608,2059,374,692,1483
"Ocupantes presentes (008)",16404,6891,1334,2560,5619
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",1713,925,173,244,371
"Ocupantes presentes (011)",5911,3135,571,932,1273
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",899,349,167,160,223
"Ocupantes presentes (014)",3374,1201,637,661,875
"Choza o cabaña",,,,,
"Viviendas particulares (016)",10,1,7,2,
"Ocupantes presentes (017)",41,3,28,10,
"Vivienda improvisada",,,,,
"Viviendas particulares (019)",4549,1176,1485,1442,446
"Ocupantes presentes (020)",17105,4184,5544,5656,1721
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",160,61,21,32,46
"Ocupantes presentes (023)",503,206,65,116,116
"Otro tipo",,,,,
"Viviendas particulares (025)",42,24,9,9,
"Ocupantes presentes (026)",120,64,27,29,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",75606,23518,14859,18919,18310
"Ocupantes presentes (029)",331100,94769,62524,86084,87723
"Casa independiente",,,,,
"Viviendas particulares (031)",63635,18924,12630,16340,15741
"Ocupantes presentes (032)",287683,79088,54346,76130,78119
"Departamento en edificio",,,,,
"Viviendas particulares (034)",4608,2059,374,692,1483
"Ocupantes presentes (035)",16404,6891,1334,2560,5619
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",1713,925,173,244,371
"Ocupantes presentes (038)",5911,3135,571,932,1273
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",899,349,167,160,223
"Ocupantes presentes (041)",3374,1201,637,661,875
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (046)",4549,1176,1485,1442,446
"Ocupantes presentes (047)",17105,4184,5544,5656,1721
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (049)",160,61,21,32,46
"Ocupantes presentes (050)",503,206,65,116,116
"Otro tipo",,,,,
"Viviendas particulares (052)",42,24,9,9,
"Ocupantes presentes (053)",120,64,27,29,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",173,27,77,53,16
"Ocupantes presentes (056)",708,100,336,208,64
"Casa independiente",,,,,
"Viviendas particulares (058)",163,26,70,51,16
"Ocupantes presentes (059)",667,97,308,198,64
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (070)",10,1,7,2,
"Ocupantes presentes (071)",41,3,28,10,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
