"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CASTILLA (000)",29334,3917,4579,6083,5361,3853,5541
"Conviviente (001)",7295,70,1390,2805,1755,772,503
"Separado(a) (002)",711,6,50,115,193,161,186
"Casado(a) (003)",10248,12,158,1566,2754,2398,3360
"Viudo(a) (004)",1330,,2,20,65,164,1079
"Divorciado(a) (005)",142,,5,10,22,52,53
"Soltero(a) (006)",9608,3829,2974,1567,572,306,360
"Hombres (008)",15696,2030,2409,3331,2886,2152,2888
"Conviviente (009)",3838,26,495,1548,1011,468,290
"Separado(a) (010)",277,3,11,37,75,71,80
"Casado(a) (011)",5469,7,49,724,1425,1332,1932
"Viudo(a) (012)",412,,1,8,19,51,333
"Divorciado(a) (013)",80,,1,6,8,28,37
"Soltero(a) (014)",5620,1994,1852,1008,348,202,216
"Mujeres (016)",13638,1887,2170,2752,2475,1701,2653
"Conviviente (017)",3457,44,895,1257,744,304,213
"Separado(a) (018)",434,3,39,78,118,90,106
"Casado(a) (019)",4779,5,109,842,1329,1066,1428
"Viudo(a) (020)",918,,1,12,46,113,746
"Divorciado(a) (021)",62,,4,4,14,24,16
"Soltero(a) (022)",3988,1835,1122,559,224,104,144
,,,,,,,
"URBANA (024)",16578,2318,2561,3619,3080,2154,2846
"Conviviente (025)",3949,46,761,1597,906,383,256
"Separado(a) (026)",437,6,38,76,125,93,99
"Casado(a) (027)",5805,10,106,980,1637,1389,1683
"Viudo(a) (028)",690,,1,8,30,85,566
"Divorciado(a) (029)",87,,4,6,18,29,30
"Soltero(a) (030)",5610,2256,1651,952,364,175,212
"Hombres (032)",8635,1214,1282,1888,1600,1193,1458
"Conviviente (033)",2037,22,250,867,515,234,149
"Separado(a) (034)",162,3,10,22,47,40,40
"Casado(a) (035)",3040,5,32,430,834,777,962
"Viudo(a) (036)",205,,1,2,3,25,174
"Divorciado(a) (037)",44,,1,3,5,13,22
"Soltero(a) (038)",3147,1184,988,564,196,104,111
"Mujeres (040)",7943,1104,1279,1731,1480,961,1388
"Conviviente (041)",1912,24,511,730,391,149,107
"Separado(a) (042)",275,3,28,54,78,53,59
"Casado(a) (043)",2765,5,74,550,803,612,721
"Viudo(a) (044)",485,,,6,27,60,392
"Divorciado(a) (045)",43,,3,3,13,16,8
"Soltero(a) (046)",2463,1072,663,388,168,71,101
,,,,,,,
"RURAL (048)",12756,1599,2018,2464,2281,1699,2695
"Conviviente (049)",3346,24,629,1208,849,389,247
"Separado(a) (050)",274,,12,39,68,68,87
"Casado(a) (051)",4443,2,52,586,1117,1009,1677
"Viudo(a) (052)",640,,1,12,35,79,513
"Divorciado(a) (053)",55,,1,4,4,23,23
"Soltero(a) (054)",3998,1573,1323,615,208,131,148
"Hombres (056)",7061,816,1127,1443,1286,959,1430
"Conviviente (057)",1801,4,245,681,496,234,141
"Separado(a) (058)",115,,1,15,28,31,40
"Casado(a) (059)",2429,2,17,294,591,555,970
"Viudo(a) (060)",207,,,6,16,26,159
"Divorciado(a) (061)",36,,,3,3,15,15
"Soltero(a) (062)",2473,810,864,444,152,98,105
"Mujeres (064)",5695,783,891,1021,995,740,1265
"Conviviente (065)",1545,20,384,527,353,155,106
"Separado(a) (066)",159,,11,24,40,37,47
"Casado(a) (067)",2014,,35,292,526,454,707
"Viudo(a) (068)",433,,1,6,19,53,354
"Divorciado(a) (069)",19,,1,1,1,8,8
"Soltero(a) (070)",1525,763,459,171,56,33,43
