"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CANCHIS (000)",96937,29562,9479,2114,55895
"Menos de 1 año (001)",1526,1122,94,31,279
"De 1 a 14 años (002)",32909,19492,3052,752,9648
"De 15 a 29 años (003)",23607,4372,1288,433,17531
"De 30 a 44 años (004)",17844,1950,2425,484,13019
"De 45 a 64 años (005)",13976,1659,1967,314,10060
"De 65 y mas años (006)",7075,967,653,100,5358
"Hombres (008)",47071,13883,4723,1192,27342
"Menos de 1 año (009)",788,575,44,17,152
"De 1 a 14 años (010)",16831,9911,1577,378,4980
"De 15 a 29 años (011)",11461,1811,626,256,8778
"De 30 a 44 años (012)",8322,628,1115,289,6311
"De 45 a 64 años (013)",6686,610,994,197,4906
"De 65 y mas años (014)",2983,348,367,55,2215
"Mujeres (016)",49866,15679,4756,922,28553
"Menos de 1 año (017)",738,547,50,14,127
"De 1 a 14 años (018)",16078,9581,1475,374,4668
"De 15 a 29 años (019)",12146,2561,662,177,8753
"De 30 a 44 años (020)",9522,1322,1310,195,6708
"De 45 a 64 años (021)",7290,1049,973,117,5154
"De 65 y mas años (022)",4092,619,286,45,3143
,,,,,
"URBANA (024)",58355,14400,8539,1737,33778
"Menos de 1 año (025)",934,622,87,28,197
"De 1 a 14 años (026)",19715,9883,2807,583,6473
"De 15 a 29 años (027)",15438,2215,1164,377,11693
"De 30 a 44 años (028)",11431,818,2235,426,7985
"De 45 a 64 años (029)",7749,575,1752,255,5188
"De 65 y mas años (030)",3088,287,494,68,2242
"Hombres (032)",28410,6829,4228,990,16427
"Menos de 1 año (033)",487,320,41,15,111
"De 1 a 14 años (034)",10092,5029,1449,291,3338
"De 15 a 29 años (035)",7467,937,563,224,5751
"De 30 a 44 años (036)",5323,245,1018,263,3818
"De 45 a 64 años (037)",3756,207,882,161,2524
"De 65 y mas años (038)",1285,91,275,36,885
"Mujeres (040)",29945,7571,4311,747,17351
"Menos de 1 año (041)",447,302,46,13,86
"De 1 a 14 años (042)",9623,4854,1358,292,3135
"De 15 a 29 años (043)",7971,1278,601,153,5942
"De 30 a 44 años (044)",6108,573,1217,163,4167
"De 45 a 64 años (045)",3993,368,870,94,2664
"De 65 y mas años (046)",1803,196,219,32,1357
,,,,,
"RURAL (048)",38582,15162,940,377,22117
"Menos de 1 año (049)",592,500,7,3,82
"De 1 a 14 años (050)",13194,9609,245,169,3175
"De 15 a 29 años (051)",8169,2157,124,56,5838
"De 30 a 44 años (052)",6413,1132,190,58,5034
"De 45 a 64 años (053)",6227,1084,215,59,4872
"De 65 y mas años (054)",3987,680,159,32,3116
"Hombres (056)",18661,7054,495,202,10915
"Menos de 1 año (057)",301,255,3,2,41
"De 1 a 14 años (058)",6739,4882,128,87,1642
"De 15 a 29 años (059)",3994,874,63,32,3027
"De 30 a 44 años (060)",2999,383,97,26,2493
"De 45 a 64 años (061)",2930,403,112,36,2382
"De 65 y mas años (062)",1698,257,92,19,1330
"Mujeres (064)",19921,8108,445,175,11202
"Menos de 1 año (065)",291,245,4,1,41
"De 1 a 14 años (066)",6455,4727,117,82,1533
"De 15 a 29 años (067)",4175,1283,61,24,2811
"De 30 a 44 años (068)",3414,749,93,32,2541
"De 45 a 64 años (069)",3297,681,103,23,2490
"De 65 y mas años (070)",2289,423,67,13,1786
