"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CANAS (000)",26359,4937,4350,4344,4260,3165,5303
"Conviviente (001)",4709,60,1180,1959,946,320,244
"Separado(a) (002)",522,6,79,142,106,86,103
"Casado(a) (003)",10074,18,180,1479,2812,2343,3242
"Viudo(a) (004)",1955,1,6,24,121,265,1538
"Divorciado(a) (005)",52,,2,10,9,6,25
"Soltero(a) (006)",9047,4852,2903,730,266,145,151
"Hombres (008)",13016,2592,2206,2157,2075,1537,2449
"Conviviente (009)",2256,23,393,1018,521,174,127
"Separado(a) (010)",87,1,6,14,15,20,31
"Casado(a) (011)",4962,10,57,630,1340,1178,1747
"Viudo(a) (012)",573,,,8,29,77,459
"Divorciado(a) (013)",20,,,2,4,2,12
"Soltero(a) (014)",5118,2558,1750,485,166,86,73
"Mujeres (016)",13343,2345,2144,2187,2185,1628,2854
"Conviviente (017)",2453,37,787,941,425,146,117
"Separado(a) (018)",435,5,73,128,91,66,72
"Casado(a) (019)",5112,8,123,849,1472,1165,1495
"Viudo(a) (020)",1382,1,6,16,92,188,1079
"Divorciado(a) (021)",32,,2,8,5,4,13
"Soltero(a) (022)",3929,2294,1153,245,100,59,78
,,,,,,,
"URBANA (024)",4445,793,818,821,854,483,676
"Conviviente (025)",1043,16,219,471,246,59,32
"Separado(a) (026)",105,,13,31,32,20,9
"Casado(a) (027)",1415,6,26,149,494,334,406
"Viudo(a) (028)",267,1,,6,24,41,195
"Divorciado(a) (029)",12,,,2,4,1,5
"Soltero(a) (030)",1603,770,560,162,54,28,29
"Hombres (032)",2211,410,420,412,421,233,315
"Conviviente (033)",509,8,70,241,133,39,18
"Separado(a) (034)",19,,1,2,8,4,4
"Casado(a) (035)",709,3,7,61,245,172,221
"Viudo(a) (036)",64,,,2,5,5,52
"Divorciado(a) (037)",7,,,,3,,4
"Soltero(a) (038)",903,399,342,106,27,13,16
"Mujeres (040)",2234,383,398,409,433,250,361
"Conviviente (041)",534,8,149,230,113,20,14
"Separado(a) (042)",86,,12,29,24,16,5
"Casado(a) (043)",706,3,19,88,249,162,185
"Viudo(a) (044)",203,1,,4,19,36,143
"Divorciado(a) (045)",5,,,2,1,1,1
"Soltero(a) (046)",700,371,218,56,27,15,13
,,,,,,,
"RURAL (048)",21914,4144,3532,3523,3406,2682,4627
"Conviviente (049)",3666,44,961,1488,700,261,212
"Separado(a) (050)",417,6,66,111,74,66,94
"Casado(a) (051)",8659,12,154,1330,2318,2009,2836
"Viudo(a) (052)",1688,,6,18,97,224,1343
"Divorciado(a) (053)",40,,2,8,5,5,20
"Soltero(a) (054)",7444,4082,2343,568,212,117,122
"Hombres (056)",10805,2182,1786,1745,1654,1304,2134
"Conviviente (057)",1747,15,323,777,388,135,109
"Separado(a) (058)",68,1,5,12,7,16,27
"Casado(a) (059)",4253,7,50,569,1095,1006,1526
"Viudo(a) (060)",509,,,6,24,72,407
"Divorciado(a) (061)",13,,,2,1,2,8
"Soltero(a) (062)",4215,2159,1408,379,139,73,57
"Mujeres (064)",11109,1962,1746,1778,1752,1378,2493
"Conviviente (065)",1919,29,638,711,312,126,103
"Separado(a) (066)",349,5,61,99,67,50,67
"Casado(a) (067)",4406,5,104,761,1223,1003,1310
"Viudo(a) (068)",1179,,6,12,73,152,936
"Divorciado(a) (069)",27,,2,6,4,3,12
"Soltero(a) (070)",3229,1923,935,189,73,44,65
