"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CUTERVO (000)",128874,81935,7450,945,38658
"Quechua (001)",65,40,6,1,20
"Aymara (002)",26,18,3,6,6
"Asháninka (003)",12,11,,7,1
"Otra lengua nativa (004)",11,5,,1,6
"Castellano (005)",128288,81641,7434,929,38381
"Es Sordomudo/a (007)",472,220,7,1,244
"Hombres (009)",64685,39642,3714,504,20892
"Quechua (010)",31,17,3,,11
"Aymara (011)",12,10,1,4,1
"Asháninka (012)",6,5,,3,1
"Otra lengua nativa (013)",5,3,,1,2
"Castellano (014)",64368,39490,3705,496,20736
"Es Sordomudo/a (016)",263,117,5,,141
"Mujeres (018)",64189,42293,3736,441,17766
"Quechua (019)",34,23,3,1,9
"Aymara (020)",14,8,2,2,5
"Asháninka (021)",6,6,,4,
"Otra lengua nativa (022)",6,2,,,4
"Castellano (023)",63920,42151,3729,433,17645
"Es Sordomudo/a (025)",209,103,2,1,103
,,,,,
"URBANA (027)",25364,7447,5344,513,12114
"Quechua (028)",21,5,6,,11
"Aymara (029)",9,5,2,2,2
"Asháninka (030)",5,4,,2,1
"Otra lengua nativa (031)",6,3,,,3
"Castellano (032)",25288,7422,5332,508,12075
"Es Sordomudo/a (034)",35,8,4,1,22
"Hombres (036)",12457,3457,2638,282,6108
"Quechua (037)",11,1,3,,7
"Aymara (038)",6,5,1,2,
"Asháninka (039)",3,2,,1,1
"Otra lengua nativa (040)",1,1,,,
"Castellano (041)",12418,3445,2631,279,6088
"Es Sordomudo/a (043)",18,3,3,,12
"Mujeres (045)",12907,3990,2706,231,6006
"Quechua (046)",10,4,3,,4
"Aymara (047)",3,,1,,2
"Asháninka (048)",2,2,,1,
"Otra lengua nativa (049)",5,2,,,3
"Castellano (050)",12870,3977,2701,229,5987
"Es Sordomudo/a (052)",17,5,1,1,10
,,,,,
"RURAL (054)",103510,74488,2106,432,26544
"Quechua (055)",44,35,,1,9
"Aymara (056)",17,13,1,4,4
"Asháninka (057)",7,7,,5,
"Otra lengua nativa (058)",5,2,,1,3
"Castellano (059)",103000,74219,2102,421,26306
"Es Sordomudo/a (061)",437,212,3,,222
"Hombres (063)",52228,36185,1076,222,14784
"Quechua (064)",20,16,,,4
"Aymara (065)",6,5,,2,1
"Asháninka (066)",3,3,,2,
"Otra lengua nativa (067)",4,2,,1,2
"Castellano (068)",51950,36045,1074,217,14648
"Es Sordomudo/a (070)",245,114,2,,129
"Mujeres (072)",51282,38303,1030,210,11760
"Quechua (073)",24,19,,1,5
"Aymara (074)",11,8,1,2,3
"Asháninka (075)",4,4,,3,
"Otra lengua nativa (076)",1,,,,1
"Castellano (077)",51050,38174,1028,204,11658
"Es Sordomudo/a (079)",192,98,1,,93
