"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CANTA (000)",12007,2307,918,435,8360
"Hombres (001)",6312,1114,496,279,4430
"Mujeres (002)",5695,1193,422,156,3930
"PEA (003)",6156,332,516,260,5055
"Hombres (004)",4189,200,330,197,3467
"Mujeres (005)",1967,132,186,63,1588
"Ocupada (006)",6008,325,511,253,4926
"Hombres (007)",4072,197,325,190,3365
"Mujeres (008)",1936,128,186,63,1561
"Desocupada (009)",148,7,5,7,129
"Hombres (010)",117,3,5,7,102
"Mujeres (011)",31,4,,,27
"No PEA (012)",5851,1975,402,175,3305
"Hombres (013)",2123,914,166,82,963
"Mujeres (014)",3728,1061,236,93,2342
,,,,,
"URBANA (018)",5817,1209,596,223,3799
"Hombres (019)",2986,573,302,146,1970
"Mujeres (020)",2831,636,294,77,1829
"PEA (021)",2956,208,332,136,2286
"Hombres (022)",1897,118,185,97,1501
"Mujeres (023)",1059,90,147,39,785
"Ocupada (024)",2887,205,330,130,2228
"Hombres (025)",1845,117,183,91,1458
"Mujeres (026)",1042,88,147,39,770
"Desocupada (027)",69,3,2,6,58
"Hombres (028)",52,1,2,6,43
"Mujeres (029)",17,2,,,15
"No PEA (030)",2861,1001,264,87,1513
"Hombres (031)",1089,455,117,49,469
"Mujeres (032)",1772,546,147,38,1044
,,,,,
"RURAL (036)",6190,1098,322,212,4561
"Hombres (037)",3326,541,194,133,2460
"Mujeres (038)",2864,557,128,79,2101
"PEA (039)",3200,124,184,124,2769
"Hombres (040)",2292,82,145,100,1966
"Mujeres (041)",908,42,39,24,803
"Ocupada (042)",3121,120,181,123,2698
"Hombres (043)",2227,80,142,99,1907
"Mujeres (044)",894,40,39,24,791
"Desocupada (045)",79,4,3,1,71
"Hombres (046)",65,2,3,1,59
"Mujeres (047)",14,2,,,12
"No PEA (048)",2990,974,138,88,1792
"Hombres (049)",1034,459,49,33,494
"Mujeres (050)",1956,515,89,55,1298
