"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia TAMBOPATA (000)",34985,9726,7157,13666,1086,1689,681,980
"Agric., ganadería, caza y silvicultura (001)",5411,80,1395,3064,227,645,,
"Pesca (002)",119,2,81,25,2,9,,
"Explotación de minas y canteras (003)",2021,142,1408,301,147,23,,
"Industrias manufactureras (004)",2371,102,1018,1086,116,49,,
"Suministro de electricidad, gas y agua (005)",86,39,43,4,,,,
"Construcción (006)",2636,360,1688,514,57,17,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",6111,1332,231,3690,272,586,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",858,136,155,454,67,46,,
"Comercio al por mayor (009)",291,116,32,107,17,19,,
"Comercio al por menor (010)",4962,1080,44,3129,188,521,,
"Hoteles y restaurantes (011)",2601,1032,142,1170,99,158,,
"Trans., almac. y comunicaciones (012)",3890,938,449,2408,62,33,,
"Intermediación financiera (013)",132,130,,2,,,,
"Activid.inmobil., empres. y alquileres (014)",1189,827,92,239,25,6,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1314,1222,92,,,,,
"Enseñanza (016)",1581,1423,3,143,5,7,,
"Servicios sociales y de salud (017)",730,651,,67,10,2,,
"Otras activ. serv.comun.soc y personales (018)",1274,503,239,493,12,27,,
"Hogares privados con servicio doméstico (019)",681,,,,,,681,
"Actividad economica no especificada (021)",1858,943,276,460,52,127,,
"Desocupado (022)",980,,,,,,,980
"Hombres (023)",23097,5192,6374,9278,791,768,82,612
"Agric., ganadería, caza y silvicultura (024)",4537,64,1188,2706,202,377,,
"Pesca (025)",106,2,74,23,1,6,,
"Explotación de minas y canteras (026)",1808,27,1356,277,128,20,,
"Industrias manufactureras (027)",1934,71,863,872,96,32,,
"Suministro de electricidad, gas y agua (028)",75,33,38,4,,,,
"Construcción (029)",2523,311,1637,504,55,16,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",2761,573,217,1623,168,180,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",785,105,154,433,64,29,,
"Comercio al por mayor (032)",159,68,23,51,12,5,,
"Comercio al por menor (033)",1817,400,40,1139,92,146,,
"Hoteles y restaurantes (034)",525,267,42,144,27,45,,
"Trans., almac. y comunicaciones (035)",3620,746,438,2353,54,29,,
"Intermediación financiera (036)",80,80,,,,,,
"Activid.inmobil., empres. y alquileres (037)",824,546,68,188,19,3,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",947,894,53,,,,,
"Enseñanza (039)",719,636,3,73,4,3,,
"Servicios sociales y de salud (040)",317,264,,45,6,2,,
"Otras activ. serv.comun.soc y personales (041)",703,262,194,229,5,13,,
"Hogares privados con servicio doméstico (042)",82,,,,,,82,
"Actividad economica no especificada (044)",924,416,203,237,26,42,,
"Desocupado (045)",612,,,,,,,612
"Mujeres (046)",11888,4534,783,4388,295,921,599,368
"Agric., ganadería, caza y silvicultura (047)",874,16,207,358,25,268,,
"Pesca (048)",13,,7,2,1,3,,
"Explotación de minas y canteras (049)",213,115,52,24,19,3,,
"Industrias manufactureras (050)",437,31,155,214,20,17,,
"Suministro de electricidad, gas y agua (051)",11,6,5,,,,,
"Construcción (052)",113,49,51,10,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",3350,759,14,2067,104,406,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",73,31,1,21,3,17,,
"Comercio al por mayor (055)",132,48,9,56,5,14,,
"Comercio al por menor (056)",3145,680,4,1990,96,375,,
"Hoteles y restaurantes (057)",2076,765,100,1026,72,113,,
"Trans., almac. y comunicaciones (058)",270,192,11,55,8,4,,
"Intermediación financiera (059)",52,50,,2,,,,
"Activid.inmobil., empres. y alquileres (060)",365,281,24,51,6,3,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",367,328,39,,,,,
"Enseñanza (062)",862,787,,70,1,4,,
"Servicios sociales y de salud (063)",413,387,,22,4,,,
"Otras activ. serv.comun.soc y personales (064)",571,241,45,264,7,14,,
"Hogares privados con servicio doméstico (065)",599,,,,,,599,
"Actividad economica no especificada (067)",934,527,73,223,26,85,,
"Desocupado (068)",368,,,,,,,368
,,,,,,,,
"URBANA (069)",28512,9014,5082,10969,846,1150,563,888
"Agric., ganadería, caza y silvicultura (070)",2500,67,772,1315,131,215,,
"Pesca (071)",88,2,58,19,2,7,,
"Explotación de minas y canteras (072)",1084,73,737,210,57,7,,
"Industrias manufactureras (073)",2115,93,860,1001,112,49,,
"Suministro de electricidad, gas y agua (074)",81,39,38,4,,,,
"Construcción (075)",2182,236,1385,489,56,16,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",5657,1270,207,3378,245,557,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",794,118,140,428,63,45,,
"Comercio al por mayor (078)",271,115,31,91,17,17,,
"Comercio al por menor (079)",4592,1037,36,2859,165,495,,
"Hoteles y restaurantes (080)",2281,913,101,1036,89,142,,
"Trans., almac. y comunicaciones (081)",3423,825,328,2190,56,24,,
"Intermediación financiera (082)",131,129,,2,,,,
"Activid.inmobil., empres. y alquileres (083)",1135,789,81,234,25,6,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",1293,1206,87,,,,,
"Enseñanza (085)",1499,1346,3,139,5,6,,
"Servicios sociales y de salud (086)",703,626,,65,10,2,,
"Otras activ. serv.comun.soc y personales (087)",1220,486,222,477,12,23,,
"Hogares privados con servicio doméstico (088)",563,,,,,,563,
"Actividad economica no especificada (090)",1669,914,203,410,46,96,,
"Desocupado (091)",888,,,,,,,888
"Hombres (092)",18005,4795,4457,7092,579,477,58,547
"Agric., ganadería, caza y silvicultura (093)",2003,53,618,1102,111,119,,
"Pesca (094)",79,2,53,17,1,6,,
"Explotación de minas y canteras (095)",973,24,711,189,42,7,,
"Industrias manufactureras (096)",1697,64,712,797,92,32,,
"Suministro de electricidad, gas y agua (097)",70,33,33,4,,,,
"Construcción (098)",2095,206,1338,480,55,16,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",2552,545,194,1492,147,174,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",732,93,139,411,61,28,,
"Comercio al por mayor (101)",149,68,22,42,12,5,,
"Comercio al por menor (102)",1671,384,33,1039,74,141,,
"Hoteles y restaurantes (103)",460,231,30,131,25,43,,
"Trans., almac. y comunicaciones (104)",3177,652,319,2137,49,20,,
"Intermediación financiera (105)",80,80,,,,,,
"Activid.inmobil., empres. y alquileres (106)",784,519,59,184,19,3,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",929,880,49,,,,,
"Enseñanza (108)",683,601,3,73,4,2,,
"Servicios sociales y de salud (109)",302,251,,43,6,2,,
"Otras activ. serv.comun.soc y personales (110)",666,249,181,220,5,11,,
"Hogares privados con servicio doméstico (111)",58,,,,,,58,
