"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia DATEM DEL MARAÑON",,,,,,,
"Viviendas particulares (001)",8723,370,371,88,5287,250,2357
"Ocupantes presentes (002)",48859,1510,2078,462,29673,1213,13923
"Casa independiente",,,,,,,
"Viviendas particulares (004)",8055,288,369,82,4984,186,2146
"Ocupantes presentes (005)",45218,1207,2067,429,27913,844,12758
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",67,51,,2,7,6,1
"Ocupantes presentes (011)",234,171,,7,44,11,1
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",21,8,,,4,,9
"Ocupantes presentes (014)",87,32,,,16,,39
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",551,13,2,4,289,50,193
"Ocupantes presentes (017)",3190,67,11,26,1681,321,1084
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",15,7,,,3,4,1
"Ocupantes presentes (020)",70,25,,,19,24,2
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",7,3,,,,4,
"Ocupantes presentes (023)",21,8,,,,13,
"Otro tipo",,,,,,,
"Viviendas particulares (025)",7,,,,,,7
"Ocupantes presentes (026)",39,,,,,,39
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",2565,279,59,49,1997,75,106
"Ocupantes presentes (029)",13371,1117,349,219,10812,321,553
"Casa independiente",,,,,,,
"Viviendas particulares (031)",2459,210,59,47,1983,65,95
"Ocupantes presentes (032)",12972,881,349,212,10733,286,511
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",67,51,,2,7,6,1
"Ocupantes presentes (038)",234,171,,7,44,11,1
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",21,8,,,4,,9
"Ocupantes presentes (041)",87,32,,,16,,39
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",15,7,,,3,4,1
"Ocupantes presentes (047)",70,25,,,19,24,2
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",3,3,,,,,
"Ocupantes presentes (050)",8,8,,,,,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",6158,91,312,39,3290,175,2251
"Ocupantes presentes (056)",35488,393,1729,243,18861,892,13370
"Casa independiente",,,,,,,
"Viviendas particulares (058)",5596,78,310,35,3001,121,2051
"Ocupantes presentes (059)",32246,326,1718,217,17180,558,12247
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",551,13,2,4,289,50,193
"Ocupantes presentes (071)",3190,67,11,26,1681,321,1084
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",4,,,,,4,
"Ocupantes presentes (077)",13,,,,,13,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",7,,,,,,7
"Ocupantes presentes (080)",39,,,,,,39
