"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUANUCO (000)",5383,149,2945,1457,662,170
"Conviviente (001)",1266,2,544,528,176,16
"Separado(a) (002)",251,,84,108,53,6
"Casado(a) (003)",872,,121,355,301,95
"Viudo(a) (004)",112,,10,23,42,37
"Divorciado(a) (005)",31,,3,11,15,2
"Soltero(a) (006)",2851,147,2183,432,75,14
"Hombres (008)",3426,89,1794,926,478,139
"Conviviente (009)",848,,336,358,139,15
"Separado(a) (010)",109,,30,47,28,4
"Casado(a) (011)",595,,68,218,229,80
"Viudo(a) (012)",59,,5,8,21,25
"Divorciado(a) (013)",22,,3,8,10,1
"Soltero(a) (014)",1793,89,1352,287,51,14
"Mujeres (016)",1957,60,1151,531,184,31
"Conviviente (017)",418,2,208,170,37,1
"Separado(a) (018)",142,,54,61,25,2
"Casado(a) (019)",277,,53,137,72,15
"Viudo(a) (020)",53,,5,15,21,12
"Divorciado(a) (021)",9,,,3,5,1
"Soltero(a) (022)",1058,58,831,145,24,
,,,,,,
"AREA URBANA (024)",3662,59,1916,1059,506,122
"Conviviente (025)",883,1,374,372,124,12
"Separado(a) (026)",154,,50,61,40,3
"Casado(a) (027)",698,,92,286,245,75
"Viudo(a) (028)",64,,5,12,28,19
"Divorciado(a) (029)",23,,3,7,11,2
"Soltero(a) (030)",1840,58,1392,321,58,11
"Hombres (032)",2207,37,1094,617,356,103
"Conviviente (033)",549,,203,237,97,12
"Separado(a) (034)",45,,12,14,18,1
"Casado(a) (035)",451,,44,162,181,64
"Viudo(a) (036)",33,,2,2,15,14
"Divorciado(a) (037)",15,,3,4,7,1
"Soltero(a) (038)",1114,37,830,198,38,11
"Mujeres (040)",1455,22,822,442,150,19
"Conviviente (041)",334,1,171,135,27,
"Separado(a) (042)",109,,38,47,22,2
"Casado(a) (043)",247,,48,124,64,11
"Viudo(a) (044)",31,,3,10,13,5
"Divorciado(a) (045)",8,,,3,4,1
"Soltero(a) (046)",726,21,562,123,20,
,,,,,,
"AREA RURAL (048)",1721,90,1029,398,156,48
"Conviviente (049)",383,1,170,156,52,4
"Separado(a) (050)",97,,34,47,13,3
"Casado(a) (051)",174,,29,69,56,20
"Viudo(a) (052)",48,,5,11,14,18
"Divorciado(a) (053)",8,,,4,4,
"Soltero(a) (054)",1011,89,791,111,17,3
"Hombres (056)",1219,52,700,309,122,36
"Conviviente (057)",299,,133,121,42,3
"Separado(a) (058)",64,,18,33,10,3
"Casado(a) (059)",144,,24,56,48,16
"Viudo(a) (060)",26,,3,6,6,11
"Divorciado(a) (061)",7,,,4,3,
"Soltero(a) (062)",679,52,522,89,13,3
"Mujeres (064)",502,38,329,89,34,12
"Conviviente (065)",84,1,37,35,10,1
"Separado(a) (066)",33,,16,14,3,
"Casado(a) (067)",30,,5,13,8,4
"Viudo(a) (068)",22,,2,5,8,7
"Divorciado(a) (069)",1,,,,1,
"Soltero(a) (070)",332,37,269,22,4,
