"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia ABANCAY (000)",70533,12817,14170,13379,11319,7732,11116
"Conviviente (001)",16137,316,3736,6571,3582,1175,757
"Separado(a) (002)",1934,16,255,499,463,371,330
"Casado(a) (003)",21830,37,384,3008,6118,5360,6923
"Viudo(a) (004)",3317,6,11,73,199,399,2629
"Divorciado(a) (005)",369,,19,36,88,90,136
"Soltero(a) (006)",26946,12442,9765,3192,869,337,341
"Hombres (008)",34493,6612,6937,6346,5493,3818,5287
"Conviviente (009)",7708,132,1312,3169,1991,686,418
"Separado(a) (010)",474,6,25,89,109,129,116
"Casado(a) (011)",10701,15,122,1126,2830,2710,3898
"Viudo(a) (012)",778,4,1,18,38,84,633
"Divorciado(a) (013)",151,,7,11,35,42,56
"Soltero(a) (014)",14681,6455,5470,1933,490,167,166
"Mujeres (016)",36040,6205,7233,7033,5826,3914,5829
"Conviviente (017)",8429,184,2424,3402,1591,489,339
"Separado(a) (018)",1460,10,230,410,354,242,214
"Casado(a) (019)",11129,22,262,1882,3288,2650,3025
"Viudo(a) (020)",2539,2,10,55,161,315,1996
"Divorciado(a) (021)",218,,12,25,53,48,80
"Soltero(a) (022)",12265,5987,4295,1259,379,170,175
,,,,,,,
"URBANA (024)",45745,8340,10405,9182,7427,4762,5629
"Conviviente (025)",10536,195,2403,4358,2439,784,357
"Separado(a) (026)",1447,14,161,380,369,301,222
"Casado(a) (027)",12257,24,202,1757,3754,3123,3397
"Viudo(a) (028)",1721,1,4,38,106,232,1340
"Divorciado(a) (029)",272,,11,23,68,70,100
"Soltero(a) (030)",19512,8106,7624,2626,691,252,213
"Hombres (032)",21891,4154,4987,4249,3548,2335,2618
"Conviviente (033)",4962,87,859,2000,1338,468,210
"Separado(a) (034)",328,6,18,65,80,97,62
"Casado(a) (035)",5919,10,68,628,1728,1582,1903
"Viudo(a) (036)",385,,1,5,15,48,316
"Divorciado(a) (037)",102,,3,7,26,30,36
"Soltero(a) (038)",10195,4051,4038,1544,361,110,91
"Mujeres (040)",23854,4186,5418,4933,3879,2427,3011
"Conviviente (041)",5574,108,1544,2358,1101,316,147
"Separado(a) (042)",1119,8,143,315,289,204,160
"Casado(a) (043)",6338,14,134,1129,2026,1541,1494
"Viudo(a) (044)",1336,1,3,33,91,184,1024
"Divorciado(a) (045)",170,,8,16,42,40,64
"Soltero(a) (046)",9317,4055,3586,1082,330,142,122
,,,,,,,
"RURAL (048)",24788,4477,3765,4197,3892,2970,5487
"Conviviente (049)",5601,121,1333,2213,1143,391,400
"Separado(a) (050)",487,2,94,119,94,70,108
"Casado(a) (051)",9573,13,182,1251,2364,2237,3526
"Viudo(a) (052)",1596,5,7,35,93,167,1289
"Divorciado(a) (053)",97,,8,13,20,20,36
"Soltero(a) (054)",7434,4336,2141,566,178,85,128
"Hombres (056)",12602,2458,1950,2097,1945,1483,2669
"Conviviente (057)",2746,45,453,1169,653,218,208
"Separado(a) (058)",146,,7,24,29,32,54
"Casado(a) (059)",4782,5,54,498,1102,1128,1995
"Viudo(a) (060)",393,4,,13,23,36,317
"Divorciado(a) (061)",49,,4,4,9,12,20
"Soltero(a) (062)",4486,2404,1432,389,129,57,75
"Mujeres (064)",12186,2019,1815,2100,1947,1487,2818
"Conviviente (065)",2855,76,880,1044,490,173,192
"Separado(a) (066)",341,2,87,95,65,38,54
"Casado(a) (067)",4791,8,128,753,1262,1109,1531
"Viudo(a) (068)",1203,1,7,22,70,131,972
"Divorciado(a) (069)",48,,4,9,11,8,16
"Soltero(a) (070)",2948,1932,709,177,49,28,53
