"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia AYMARAES",,,,
"Viviendas particulares (001)",3197,2320,766,111
"Ocupantes presentes (002)",10929,7864,2649,416
"Casa independiente",,,,
"Viviendas particulares (004)",3084,2278,696,110
"Ocupantes presentes (005)",10615,7741,2461,413
"Departamento en edificio",,,,
"Viviendas particulares (007)",7,5,2,
"Ocupantes presentes (008)",17,8,9,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",14,11,3,
"Ocupantes presentes (011)",44,34,10,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",91,25,65,1
"Ocupantes presentes (014)",252,80,169,3
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",1,1,,
"Ocupantes presentes (023)",1,1,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",2649,1937,643,69
"Ocupantes presentes (029)",9102,6617,2235,250
"Casa independiente",,,,
"Viviendas particulares (031)",2549,1899,582,68
"Ocupantes presentes (032)",8818,6513,2058,247
"Departamento en edificio",,,,
"Viviendas particulares (034)",7,5,2,
"Ocupantes presentes (035)",17,8,9,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",14,11,3,
"Ocupantes presentes (038)",44,34,10,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",78,21,56,1
"Ocupantes presentes (041)",222,61,158,3
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",1,1,,
"Ocupantes presentes (050)",1,1,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",548,383,123,42
"Ocupantes presentes (056)",1827,1247,414,166
"Casa independiente",,,,
"Viviendas particulares (058)",535,379,114,42
"Ocupantes presentes (059)",1797,1228,403,166
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",13,4,9,
"Ocupantes presentes (068)",30,19,11,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",2035,1547,466,22
"Ocupantes presentes (110)",6723,5134,1516,73
"Casa independiente",,,,
"Viviendas particulares (112)",1922,1505,396,21
"Ocupantes presentes (113)",6409,5011,1328,70
"Departamento en edificio",,,,
"Viviendas particulares (115)",7,5,2,
"Ocupantes presentes (116)",17,8,9,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",14,11,3,
"Ocupantes presentes (119)",44,34,10,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",91,25,65,1
"Ocupantes presentes (122)",252,80,169,3
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",1,1,,
"Ocupantes presentes (131)",1,1,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",1684,1283,382,19
"Ocupantes presentes (137)",5584,4285,1236,63
"Casa independiente",,,,
"Viviendas particulares (139)",1584,1245,321,18
"Ocupantes presentes (140)",5300,4181,1059,60
"Departamento en edificio",,,,
"Viviendas particulares (142)",7,5,2,
"Ocupantes presentes (143)",17,8,9,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",14,11,3,
"Ocupantes presentes (146)",44,34,10,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",78,21,56,1
"Ocupantes presentes (149)",222,61,158,3
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",1,1,,
"Ocupantes presentes (158)",1,1,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",351,264,84,3
"Ocupantes presentes (164)",1139,849,280,10
"Casa independiente",,,,
"Viviendas particulares (166)",338,260,75,3
"Ocupantes presentes (167)",1109,830,269,10
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",13,4,9,
"Ocupantes presentes (176)",30,19,11,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",1162,773,300,89
"Ocupantes presentes (218)",4206,2730,1133,343
"Casa independiente",,,,
"Viviendas particulares (220)",1162,773,300,89
"Ocupantes presentes (221)",4206,2730,1133,343
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",965,654,261,50
"Ocupantes presentes (245)",3518,2332,999,187
"Casa independiente",,,,
"Viviendas particulares (247)",965,654,261,50
"Ocupantes presentes (248)",3518,2332,999,187
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",197,119,39,39
"Ocupantes presentes (272)",688,398,134,156
"Casa independiente",,,,
"Viviendas particulares (274)",197,119,39,39
"Ocupantes presentes (275)",688,398,134,156
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
