"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia HUARAZ",,,,,
"Viviendas particulares (001)",2299,210,314,591,1184
"Ocupantes presentes (002)",9810,803,1293,2540,5174
"Casa independiente",,,,,
"Viviendas particulares (004)",2237,200,304,582,1151
"Ocupantes presentes (005)",9572,756,1264,2503,5049
"Departamento en edificio",,,,,
"Viviendas particulares (007)",24,,7,2,15
"Ocupantes presentes (008)",75,,21,6,48
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",18,4,2,2,10
"Ocupantes presentes (011)",85,22,5,16,42
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",18,6,1,3,8
"Ocupantes presentes (014)",71,25,3,8,35
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (019)",1,,,1,
"Ocupantes presentes (020)",6,,,6,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",1,,,1,
"Ocupantes presentes (023)",1,,,1,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",1736,162,205,406,963
"Ocupantes presentes (029)",7452,613,865,1740,4234
"Casa independiente",,,,,
"Viviendas particulares (031)",1674,152,195,397,930
"Ocupantes presentes (032)",7214,566,836,1703,4109
"Departamento en edificio",,,,,
"Viviendas particulares (034)",24,,7,2,15
"Ocupantes presentes (035)",75,,21,6,48
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",18,4,2,2,10
"Ocupantes presentes (038)",85,22,5,16,42
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",18,6,1,3,8
"Ocupantes presentes (041)",71,25,3,8,35
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (046)",1,,,1,
"Ocupantes presentes (047)",6,,,6,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (049)",1,,,1,
"Ocupantes presentes (050)",1,,,1,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",563,48,109,185,221
"Ocupantes presentes (056)",2358,190,428,800,940
"Casa independiente",,,,,
"Viviendas particulares (058)",563,48,109,185,221
"Ocupantes presentes (059)",2358,190,428,800,940
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
