"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CANDARAVE (000)",4063,400,990,1841,35,783,14
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",18,18,,,,,
"Profes., científicos e intelectuales (002)",210,171,,39,,,
"Técnicos de nivel medio y trab. asimilados (003)",37,29,,8,,,
"Jefes y empleados de oficina (004)",74,74,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",161,18,5,125,3,10,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",1546,6,2,1511,27,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",116,,31,29,3,53,
"Obreros construc.,conf.,papel, fab., instr. (008)",204,21,144,30,1,8,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",1588,29,793,52,,700,14
"Otra (010)",13,13,,,,,
"Ocupación no especificada (011)",96,21,15,47,1,12,
"Hombres (012)",2550,253,794,1224,24,252,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",15,15,,,,,
"Profes., científicos e intelectuales (014)",80,73,,7,,,
"Técnicos de nivel medio y trab. asimilados (015)",27,21,,6,,,
"Jefes y empleados de oficina (016)",53,53,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",63,14,2,44,1,2,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",1114,5,2,1088,19,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",58,,28,22,3,5,
"Obreros construc.,conf.,papel, fab., instr. (020)",192,21,140,28,1,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",892,21,611,16,,241,3
"Otra (022)",13,13,,,,,
"Ocupación no especificada (023)",43,17,11,13,,2,
"Mujeres (024)",1513,147,196,617,11,531,11
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",3,3,,,,,
"Profes., científicos e intelectuales (026)",130,98,,32,,,
"Técnicos de nivel medio y trab. asimilados (027)",10,8,,2,,,
"Jefes y empleados de oficina (028)",21,21,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",98,4,3,81,2,8,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",432,1,,423,8,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",58,,3,7,,48,
"Obreros construc.,conf.,papel, fab., instr. (032)",12,,4,2,,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",696,8,182,36,,459,11
"Ocupación no especificada (035)",53,4,4,34,1,10,
,,,,,,,
"URBANA (036)",2639,324,626,1147,31,501,10
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",16,16,,,,,
"Profes., científicos e intelectuales (038)",164,139,,25,,,
"Técnicos de nivel medio y trab. asimilados (039)",31,23,,8,,,
"Jefes y empleados de oficina (040)",58,58,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",136,13,5,105,3,10,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",903,6,2,871,24,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",93,,15,27,2,49,
"Obreros construc.,conf.,papel, fab., instr. (044)",152,17,111,21,1,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",991,20,482,49,,430,10
"Otra (046)",13,13,,,,,
"Ocupación no especificada (047)",82,19,11,41,1,10,
"Hombres (048)",1628,198,509,739,20,160,2
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",13,13,,,,,
"Profes., científicos e intelectuales (050)",61,58,,3,,,
"Técnicos de nivel medio y trab. asimilados (051)",21,15,,6,,,
"Jefes y empleados de oficina (052)",38,38,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",51,10,2,36,1,2,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",652,5,2,629,16,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",39,,14,20,2,3,
"Obreros construc.,conf.,papel, fab., instr. (056)",147,17,107,20,1,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",556,14,375,14,,151,2
"Otra (058)",13,13,,,,,
"Ocupación no especificada (059)",37,15,9,11,,2,
"Mujeres (060)",1011,126,117,408,11,341,8
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,3,,,,,
"Profes., científicos e intelectuales (062)",103,81,,22,,,
"Técnicos de nivel medio y trab. asimilados (063)",10,8,,2,,,
"Jefes y empleados de oficina (064)",20,20,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",85,3,3,69,2,8,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",251,1,,242,8,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",54,,1,7,,46,
"Obreros construc.,conf.,papel, fab., instr. (068)",5,,4,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",435,6,107,35,,279,8
"Ocupación no especificada (071)",45,4,2,30,1,8,
,,,,,,,
"RURAL (072)",1424,76,364,694,4,282,4
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",2,2,,,,,
"Profes., científicos e intelectuales (074)",46,32,,14,,,
"Técnicos de nivel medio y trab. asimilados (075)",6,6,,,,,
"Jefes y empleados de oficina (076)",16,16,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",25,5,,20,,,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",643,,,640,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",23,,16,2,1,4,
"Obreros construc.,conf.,papel, fab., instr. (080)",52,4,33,9,,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",597,9,311,3,,270,4
"Ocupación no especificada (083)",14,2,4,6,,2,
"Hombres (084)",922,55,285,485,4,92,1
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,2,,,,,
"Profes., científicos e intelectuales (086)",19,15,,4,,,
"Técnicos de nivel medio y trab. asimilados (087)",6,6,,,,,
"Jefes y empleados de oficina (088)",15,15,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",12,4,,8,,,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",462,,,459,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",19,,14,2,1,2,
"Obreros construc.,conf.,papel, fab., instr. (092)",45,4,33,8,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",336,7,236,2,,90,1
"Ocupación no especificada (095)",6,2,2,2,,,
"Mujeres (096)",502,21,79,209,,190,3
"Profes., científicos e intelectuales (098)",27,17,,10,,,
"Jefes y empleados de oficina (100)",1,1,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",13,1,,12,,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",181,,,181,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",4,,2,,,2,
"Obreros construc.,conf.,papel, fab., instr. (104)",7,,,1,,6,
