"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia SANCHEZ CARRION",,,,,,,,,
"Viviendas particulares (001)",687,351,113,29,73,9,3,16,93
"Ocupantes presentes (002)",3207,1571,559,135,343,40,17,87,455
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",674,340,113,27,73,9,3,16,93
"Ocupantes presentes (005)",3145,1514,559,130,343,40,17,87,455
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",10,10,,,,,,,
"Ocupantes presentes (008)",55,55,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",3,1,,2,,,,,
"Ocupantes presentes (017)",7,2,,5,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",145,85,33,7,15,,,3,2
"Ocupantes presentes (029)",734,421,170,42,62,,,20,19
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",135,75,33,7,15,,,3,2
"Ocupantes presentes (032)",679,366,170,42,62,,,20,19
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",10,10,,,,,,,
"Ocupantes presentes (035)",55,55,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",542,266,80,22,58,9,3,13,91
"Ocupantes presentes (056)",2473,1150,389,93,281,40,17,67,436
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",539,265,80,20,58,9,3,13,91
"Ocupantes presentes (059)",2466,1148,389,88,281,40,17,67,436
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",3,1,,2,,,,,
"Ocupantes presentes (071)",7,2,,5,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
