"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CUTERVO (000)",48750,146345,131711,,2409,90,1.6
"De 12 a 14 años (001)",5702,28,28,,5,100,17.9
"De 15 a 19 años (002)",6794,1162,1138,308,97.9,26.5,
"De 20 a 24 años (003)",5341,5050,4944,578,97.9,11.4,
"De 25 a 29 años (004)",5024,8988,8720,553,97,6.2,
"De 30 a 34 años (005)",4470,12324,11849,433,96.1,3.5,
"De 35 a 39 años (006)",4339,15472,14746,342,95.3,2.2,
"De 40 a 44 años (007)",3608,16054,15029,148,93.6,0.9,
"De 45 a 49 años (008)",3101,16793,15439,41,91.9,0.2,
"De 50 y más años (009)",10371,70474,59818,1,84.9,,
"PEA (010)",7818,20635,18967,286,91.9,1.4,
"De 12 a 14 años (011)",183,2,2,,100,,
"De 15 a 19 años (012)",824,125,125,25,100,20,
"De 20 a 24 años (013)",968,666,655,47,98.3,7.1,
"De 25 a 29 años (014)",1054,1333,1293,61,97,4.6,
"De 30 a 34 años (015)",967,2031,1962,71,96.6,3.5,
"De 35 a 39 años (016)",997,2778,2646,58,95.2,2.1,
"De 40 a 44 años (017)",810,2847,2665,21,93.6,0.7,
"De 45 a 49 años (018)",651,2821,2610,3,92.5,0.1,
"De 50 y más años (019)",1364,8032,7009,,87.3,,
"Ocupada (020)",7400,20290,18638,274,91.9,1.4,
"De 12 a 14 años (021)",153,1,1,,100,,
"De 15 a 19 años (022)",711,116,116,22,100,19,
"De 20 a 24 años (023)",873,639,628,43,98.3,6.7,
"De 25 a 29 años (024)",980,1273,1234,57,96.9,4.5,
"De 30 a 34 años (025)",927,1965,1901,70,96.7,3.6,
"De 35 a 39 años (026)",968,2730,2601,58,95.3,2.1,
"De 40 a 44 años (027)",787,2783,2603,21,93.5,0.8,
"De 45 a 49 años (028)",648,2807,2598,3,92.6,0.1,
"De 50 y más años (029)",1353,7976,6956,,87.2,,
"Desocupada (030)",418,345,329,12,95.4,3.5,
"De 12 a 14 años (031)",30,1,1,,100,,
"De 15 a 19 años (032)",113,9,9,3,100,33.3,
"De 20 a 24 años (033)",95,27,27,4,100,14.8,
"De 25 a 29 años (034)",74,60,59,4,98.3,6.7,
"De 30 a 34 años (035)",40,66,61,1,92.4,1.5,
"De 35 a 39 años (036)",29,48,45,,93.8,,
