"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia GENERAL SANCHEZ CERRO (000)",993,283,710
"Sin nivel (001)",27,1,26
"Educación inicial (002)",1,,1
"Primaria (003)",165,31,134
"Secundaria (004)",457,136,321
"Superior no univ. incompleta (005)",104,40,64
"Superior no univ. completa (006)",133,44,89
"Superior univ. incompleta (007)",46,17,29
"Superior univ. completa (008)",60,14,46
"Hombres (010)",733,178,555
"Sin nivel (011)",17,,17
"Primaria (013)",130,19,111
"Secundaria (014)",342,89,253
"Superior no univ. incompleta (015)",78,29,49
"Superior no univ. completa (016)",91,25,66
"Superior univ. incompleta (017)",33,8,25
"Superior univ. completa (018)",42,8,34
"Mujeres (020)",260,105,155
"Sin nivel (021)",10,1,9
"Educación inicial (022)",1,,1
"Primaria (023)",35,12,23
"Secundaria (024)",115,47,68
"Superior no univ. incompleta (025)",26,11,15
"Superior no univ. completa (026)",42,19,23
"Superior univ. incompleta (027)",13,9,4
"Superior univ. completa (028)",18,6,12
,,,
"AREA URBANA (030)",327,125,202
"Sin nivel (031)",6,,6
"Primaria (033)",40,14,26
"Secundaria (034)",137,56,81
"Superior no univ. incompleta (035)",35,14,21
"Superior no univ. completa (036)",60,24,36
"Superior univ. incompleta (037)",20,10,10
"Superior univ. completa (038)",29,7,22
"Hombres (040)",224,68,156
"Sin nivel (041)",4,,4
"Primaria (043)",25,5,20
"Secundaria (044)",103,33,70
"Superior no univ. incompleta (045)",21,7,14
"Superior no univ. completa (046)",42,15,27
"Superior univ. incompleta (047)",11,3,8
"Superior univ. completa (048)",18,5,13
"Mujeres (050)",103,57,46
"Sin nivel (051)",2,,2
"Primaria (053)",15,9,6
"Secundaria (054)",34,23,11
"Superior no univ. incompleta (055)",14,7,7
"Superior no univ. completa (056)",18,9,9
"Superior univ. incompleta (057)",9,7,2
"Superior univ. completa (058)",11,2,9
,,,
"AREA RURAL (060)",666,158,508
"Sin nivel (061)",21,1,20
"Educación inicial (062)",1,,1
"Primaria (063)",125,17,108
"Secundaria (064)",320,80,240
"Superior no univ. incompleta (065)",69,26,43
"Superior no univ. completa (066)",73,20,53
"Superior univ. incompleta (067)",26,7,19
"Superior univ. completa (068)",31,7,24
"Hombres (070)",509,110,399
"Sin nivel (071)",13,,13
"Primaria (073)",105,14,91
"Secundaria (074)",239,56,183
"Superior no univ. incompleta (075)",57,22,35
"Superior no univ. completa (076)",49,10,39
"Superior univ. incompleta (077)",22,5,17
"Superior univ. completa (078)",24,3,21
"Mujeres (080)",157,48,109
"Sin nivel (081)",8,1,7
"Educación inicial (082)",1,,1
"Primaria (083)",20,3,17
"Secundaria (084)",81,24,57
"Superior no univ. incompleta (085)",12,4,8
"Superior no univ. completa (086)",24,10,14
"Superior univ. incompleta (087)",4,2,2
"Superior univ. completa (088)",7,4,3
