"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia QUISPICANCHI",,,
"Viviendas particulares (001)",12608,11244,1364
"Ocupantes presentes (002)",52764,47199,5565
"Casa independiente",,,
"Viviendas particulares (004)",12292,10946,1346
"Ocupantes presentes (005)",51611,46093,5518
"Departamento en edificio",,,
"Viviendas particulares (007)",22,19,3
"Ocupantes presentes (008)",86,76,10
"Vivienda en quinta",,,
"Viviendas particulares (010)",33,25,8
"Ocupantes presentes (011)",105,95,10
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",55,53,2
"Ocupantes presentes (014)",199,191,8
"Choza o cabaña",,,
"Viviendas particulares (016)",195,191,4
"Ocupantes presentes (017)",741,725,16
"Vivienda improvisada",,,
"Viviendas particulares (019)",2,2,
"Ocupantes presentes (020)",5,5,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",9,8,1
"Ocupantes presentes (023)",17,14,3
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",6060,5275,785
"Ocupantes presentes (029)",24710,21724,2986
"Casa independiente",,,
"Viviendas particulares (031)",5940,5169,771
"Ocupantes presentes (032)",24301,21346,2955
"Departamento en edificio",,,
"Viviendas particulares (034)",22,19,3
"Ocupantes presentes (035)",86,76,10
"Vivienda en quinta",,,
"Viviendas particulares (037)",33,25,8
"Ocupantes presentes (038)",105,95,10
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",55,53,2
"Ocupantes presentes (041)",199,191,8
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",2,2,
"Ocupantes presentes (047)",5,5,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",8,7,1
"Ocupantes presentes (050)",14,11,3
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",6548,5969,579
"Ocupantes presentes (056)",28054,25475,2579
"Casa independiente",,,
"Viviendas particulares (058)",6352,5777,575
"Ocupantes presentes (059)",27310,24747,2563
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",195,191,4
"Ocupantes presentes (071)",741,725,16
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,1,
"Ocupantes presentes (077)",3,3,
"Otro tipo",,,
