"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SAN PABLO (000)",8775,8548,2567,1182,1066,790,1095,757,596,495,227,26031
"De 12 a 14 años (001)",893,888,886,2,,,,,,,5,2
"De 15 a 19 años (002)",1165,1146,924,194,24,2,2,,,,19,256
"De 20 a 24 años (003)",964,897,324,338,173,43,17,2,,,67,895
"De 25 a 29 años (004)",826,771,110,233,247,123,51,7,,,55,1353
"De 30 a 34 años (005)",756,734,68,143,201,143,142,31,6,,22,1838
"De 35 a 39 años (006)",817,795,55,80,171,172,195,85,32,5,22,2648
"De 40 a 44 años (007)",652,637,45,60,82,92,188,105,46,19,15,2601
"De 45 a 49 años (008)",543,535,30,23,45,66,156,99,72,44,8,2742
"De 50 y más años (009)",2159,2145,125,109,123,149,344,428,440,427,14,13696
"PEA (010)",1485,1417,447,247,206,146,178,89,66,38,68,3441
"De 12 a 14 años (011)",63,63,63,,,,,,,,,
"De 15 a 19 años (012)",171,170,155,13,2,,,,,,1,17
"De 20 a 24 años (013)",203,182,101,54,17,5,5,,,,21,123
"De 25 a 29 años (014)",173,156,39,51,42,14,9,1,,,17,222
"De 30 a 34 años (015)",167,157,28,40,38,28,20,1,2,,10,314
"De 35 a 39 años (016)",191,187,19,32,39,36,42,11,8,,4,535
"De 40 a 44 años (017)",159,151,15,20,33,23,35,13,10,2,8,498
"De 45 a 49 años (018)",120,116,9,5,18,18,31,21,11,3,4,496
"De 50 y más años (019)",238,235,18,32,17,22,36,42,35,33,3,1236
"Ocupada (020)",1288,1235,298,230,199,142,175,88,65,38,53,3370
"De 12 a 14 años (021)",46,46,46,,,,,,,,,
"De 15 a 19 años (022)",100,99,84,13,2,,,,,,1,17
"De 20 a 24 años (023)",154,141,67,49,16,4,5,,,,13,113
