"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia FERREÑAFE (000)",96142,34790,10416,2672,48361
"Menos de 1 año (001)",2103,1538,133,42,390
"De 1 a 14 años (002)",32068,19259,2597,660,9582
"De 15 a 29 años (003)",24128,6937,1333,576,15296
"De 30 a 44 años (004)",17718,4058,1927,514,11249
"De 45 a 64 años (005)",14204,2299,2570,588,8767
"De 65 y mas años (006)",5921,699,1856,292,3077
"Hombres (008)",47669,16246,5051,1467,24967
"Menos de 1 año (009)",1062,789,70,18,185
"De 1 a 14 años (010)",16388,9789,1345,354,4916
"De 15 a 29 años (011)",11957,2829,649,310,8180
"De 30 a 44 años (012)",8273,1485,807,276,5724
"De 45 a 64 años (013)",6990,1018,1188,332,4467
"De 65 y mas años (014)",2999,336,992,177,1495
"Mujeres (016)",48473,18544,5365,1205,23394
"Menos de 1 año (017)",1041,749,63,24,205
"De 1 a 14 años (018)",15680,9470,1252,306,4666
"De 15 a 29 años (019)",12171,4108,684,266,7116
"De 30 a 44 años (020)",9445,2573,1120,238,5525
"De 45 a 64 años (021)",7214,1281,1382,256,4300
"De 65 y mas años (022)",2922,363,864,115,1582
,,,,,
"URBANA (024)",51661,12451,8805,2419,28069
"Menos de 1 año (025)",978,607,119,39,213
"De 1 a 14 años (026)",15083,6822,2266,621,5400
"De 15 a 29 años (027)",13278,2505,1137,536,9109
"De 30 a 44 años (028)",10273,1479,1696,486,6640
"De 45 a 64 años (029)",8425,797,2129,505,5011
"De 65 y mas años (030)",3624,241,1458,232,1696
"Hombres (032)",25287,5640,4218,1309,14171
"Menos de 1 año (033)",491,314,61,16,100
"De 1 a 14 años (034)",7720,3465,1172,334,2763
"De 15 a 29 años (035)",6481,944,550,277,4716
"De 30 a 44 años (036)",4633,471,694,259,3227
"De 45 a 64 años (037)",4132,324,976,289,2555
"De 65 y mas años (038)",1830,122,765,134,810
"Mujeres (040)",26374,6811,4587,1110,13898
"Menos de 1 año (041)",487,293,58,23,113
"De 1 a 14 años (042)",7363,3357,1094,287,2637
"De 15 a 29 años (043)",6797,1561,587,259,4393
"De 30 a 44 años (044)",5640,1008,1002,227,3413
"De 45 a 64 años (045)",4293,473,1153,216,2456
"De 65 y mas años (046)",1794,119,693,98,886
,,,,,
"RURAL (048)",44481,22339,1611,253,20292
"Menos de 1 año (049)",1125,931,14,3,177
"De 1 a 14 años (050)",16985,12437,331,39,4182
"De 15 a 29 años (051)",10850,4432,196,40,6187
"De 30 a 44 años (052)",7445,2579,231,28,4609
"De 45 a 64 años (053)",5779,1502,441,83,3756
"De 65 y mas años (054)",2297,458,398,60,1381
"Hombres (056)",22382,10606,833,158,10796
"Menos de 1 año (057)",571,475,9,2,85
"De 1 a 14 años (058)",8668,6324,173,20,2153
"De 15 a 29 años (059)",5476,1885,99,33,3464
"De 30 a 44 años (060)",3640,1014,113,17,2497
"De 45 a 64 años (061)",2858,694,212,43,1912
"De 65 y mas años (062)",1169,214,227,43,685
"Mujeres (064)",22099,11733,778,95,9496
"Menos de 1 año (065)",554,456,5,1,92
"De 1 a 14 años (066)",8317,6113,158,19,2029
"De 15 a 29 años (067)",5374,2547,97,7,2723
"De 30 a 44 años (068)",3805,1565,118,11,2112
"De 45 a 64 años (069)",2921,808,229,40,1844
"De 65 y mas años (070)",1128,244,171,17,696
