"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHUCUITO (000)",111348,9341,1150,43611,45665,3976,3242,1850,2513
"Hombres (001)",56850,2425,562,20609,25517,2490,2185,1271,1791
"Mujeres (002)",54498,6916,588,23002,20148,1486,1057,579,722
"PEA (003)",48074,3380,32,15650,22268,1686,2400,661,1997
"Hombres (004)",30248,1129,15,8943,15121,1260,1755,506,1519
"Mujeres (005)",17826,2251,17,6707,7147,426,645,155,478
"Ocupada (006)",43840,3156,28,14676,19884,1526,2148,609,1813
"Hombres (007)",27164,969,12,8264,13354,1133,1580,467,1385
"Mujeres (008)",16676,2187,16,6412,6530,393,568,142,428
"Desocupada (009)",4234,224,4,974,2384,160,252,52,184
"Hombres (010)",3084,160,3,679,1767,127,175,39,134
"Mujeres (011)",1150,64,1,295,617,33,77,13,50
"No PEA (012)",63274,5961,1118,27961,23397,2290,842,1189,516
"Hombres (013)",26602,1296,547,11666,10396,1230,430,765,272
"Mujeres (014)",36672,4665,571,16295,13001,1060,412,424,244
,,,,,,,,,
"URBANA (018)",31631,1603,322,9759,13787,1928,1723,1010,1499
"Hombres (019)",16526,533,152,4472,7478,1119,1076,673,1023
"Mujeres (020)",15105,1070,170,5287,6309,809,647,337,476
"PEA (021)",14202,558,4,2959,6881,916,1279,408,1197
"Hombres (022)",8812,240,3,1480,4416,648,861,297,867
"Mujeres (023)",5390,318,1,1479,2465,268,418,111,330
"Ocupada (024)",12309,395,1,2538,5900,827,1171,377,1100
"Hombres (025)",7519,122,,1209,3733,582,798,275,800
"Mujeres (026)",4790,273,1,1329,2167,245,373,102,300
"Desocupada (027)",1893,163,3,421,981,89,108,31,97
"Hombres (028)",1293,118,3,271,683,66,63,22,67
"Mujeres (029)",600,45,,150,298,23,45,9,30
"No PEA (030)",17429,1045,318,6800,6906,1012,444,602,302
"Hombres (031)",7714,293,149,2992,3062,471,215,376,156
"Mujeres (032)",9715,752,169,3808,3844,541,229,226,146
,,,,,,,,,
"RURAL (036)",79717,7738,828,33852,31878,2048,1519,840,1014
"Hombres (037)",40324,1892,410,16137,18039,1371,1109,598,768
"Mujeres (038)",39393,5846,418,17715,13839,677,410,242,246
"PEA (039)",33872,2822,28,12691,15387,770,1121,253,800
"Hombres (040)",21436,889,12,7463,10705,612,894,209,652
"Mujeres (041)",12436,1933,16,5228,4682,158,227,44,148
"Ocupada (042)",31531,2761,27,12138,13984,699,977,232,713
"Hombres (043)",19645,847,12,7055,9621,551,782,192,585
"Mujeres (044)",11886,1914,15,5083,4363,148,195,40,128
"Desocupada (045)",2341,61,1,553,1403,71,144,21,87
"Hombres (046)",1791,42,,408,1084,61,112,17,67
"Mujeres (047)",550,19,1,145,319,10,32,4,20
"No PEA (048)",45845,4916,800,21161,16491,1278,398,587,214
"Hombres (049)",18888,1003,398,8674,7334,759,215,389,116
"Mujeres (050)",26957,3913,402,12487,9157,519,183,198,98
