"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia TAHUAMANU (000)",2312,70,1105,635,192,52,19,8,1,,230
"Conviviente (001)",1292,42,653,330,112,25,7,5,1,,117
"Separado(a) (002)",125,3,70,33,6,4,,,,,9
"Casado(a) (003)",602,14,269,197,58,14,9,3,,,38
"Viudo(a) (004)",92,5,41,24,6,5,2,,,,9
"Divorciado(a) (005)",13,,8,4,1,,,,,,
"Soltero(a) (006)",188,6,64,47,9,4,1,,,,57
,,,,,,,,,,,
"URBANA (008)",1681,52,780,459,158,43,14,6,1,,168
"Conviviente (009)",974,30,474,254,98,21,6,4,1,,86
"Separado(a) (010)",93,3,54,23,5,3,,,,,5
"Casado(a) (011)",384,11,160,128,43,11,7,2,,,22
"Viudo(a) (012)",62,3,29,12,4,4,1,,,,9
"Divorciado(a) (013)",10,,7,3,,,,,,,
"Soltero(a) (014)",158,5,56,39,8,4,,,,,46
,,,,,,,,,,,
"RURAL (016)",631,18,325,176,34,9,5,2,,,62
"Conviviente (017)",318,12,179,76,14,4,1,1,,,31
"Separado(a) (018)",32,,16,10,1,1,,,,,4
"Casado(a) (019)",218,3,109,69,15,3,2,1,,,16
"Viudo(a) (020)",30,2,12,12,2,1,1,,,,
"Divorciado(a) (021)",3,,1,1,1,,,,,,
"Soltero(a) (022)",30,1,8,8,1,,1,,,,11
