"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia RIOJA (000)",37897,1461,14117,12844,7885,1590
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",43,,6,19,17,1
"Profes., científicos e intelectuales (002)",1942,,433,1146,345,18
"Técnicos de nivel medio y trab.asimilados (003)",725,4,257,278,163,23
"Jefes y empleados de oficina (004)",669,,284,259,123,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",4360,122,1505,1624,966,143
"Agricult.trabaj. calif. agrop. y pesqueros (006)",12896,150,3759,4520,3523,944
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1855,39,716,668,373,59
"Obreros construc., conf., papel, fab., instr. (008)",2408,9,895,967,505,32
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",10825,1043,5267,2727,1512,276
"Otra (010)",40,,7,25,8,
"Ocupación no especificada (011)",1154,34,470,372,218,60
"Desocupado (012)",980,60,518,239,132,31
"Hombres (013)",28421,1056,10565,9359,6126,1315
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",34,,4,15,14,1
"Profes., científicos e intelectuales (015)",1030,,192,605,221,12
"Técnicos de nivel medio y trab.asimilados (016)",464,4,159,175,109,17
"Jefes y empleados de oficina (017)",336,,106,141,86,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",1804,49,586,634,459,76
"Agricult.trabaj. calif. agrop. y pesqueros (019)",12229,136,3552,4316,3330,895
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",1563,32,633,541,310,47
"Obreros construc., conf., papel, fab., instr. (021)",2361,8,879,951,491,32
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",7295,764,3859,1610,890,172
"Otra (023)",40,,7,25,8,
"Ocupación no especificada (024)",557,23,231,168,102,33
"Desocupado (025)",708,40,357,178,106,27
"Mujeres (026)",9476,405,3552,3485,1759,275
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",9,,2,4,3,
"Profes., científicos e intelectuales (028)",912,,241,541,124,6
"Técnicos de nivel medio y trab.asimilados (029)",261,,98,103,54,6
"Jefes y empleados de oficina (030)",333,,178,118,37,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",2556,73,919,990,507,67
"Agricult.trabaj. calif. agrop. y pesqueros (032)",667,14,207,204,193,49
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",292,7,83,127,63,12
