"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",8270,3611,134,52,4059,144,6,15,3,246
"Hombres (001)",2886,1835,90,21,683,82,5,8,3,159
"Mujeres (002)",5384,1776,44,31,3376,62,1,7,,87
"De 06 a 14 años (003)",2931,2722,,,134,34,,2,,39
"Hombres (004)",1513,1405,,,61,22,,1,,24
"Mujeres (005)",1418,1317,,,73,12,,1,,15
"De 15 a 29 años (006)",2390,846,2,14,1447,,1,2,3,75
"Hombres (007)",677,416,,1,210,,1,,3,46
"Mujeres (008)",1713,430,2,13,1237,,,2,,29
"De 30 a 44 años (009)",1209,32,4,17,1109,,2,4,,41
"Hombres (010)",182,12,1,9,130,,1,3,,26
"Mujeres (011)",1027,20,3,8,979,,1,1,,15
"De 45 a 64 años (012)",996,9,50,13,885,,3,3,,33
"Hombres (013)",204,1,33,4,139,,3,3,,21
"Mujeres (014)",792,8,17,9,746,,,,,12
"De 65 y más años (015)",744,2,78,8,484,110,,4,,58
"Hombres (016)",310,1,56,7,143,60,,1,,42
"Mujeres (017)",434,1,22,1,341,50,,3,,16
,,,,,,,,,,
"AREA URBANA (018)",6368,2920,113,45,2982,110,4,8,3,183
"Hombres (019)",2253,1466,75,16,508,57,4,4,3,120
"Mujeres (020)",4115,1454,38,29,2474,53,,4,,63
"De 06 a 14 años (021)",2331,2176,,,96,28,,2,,29
"Hombres (022)",1194,1113,,,42,18,,1,,20
"Mujeres (023)",1137,1063,,,54,10,,1,,9
"De 15 a 29 años (024)",1909,707,1,13,1125,,1,1,3,58
"Hombres (025)",534,341,,,154,,1,,3,35
"Mujeres (026)",1375,366,1,13,971,,,1,,23
"De 30 a 44 años (027)",894,27,2,16,816,,1,2,,30
"Hombres (028)",141,10,1,9,97,,1,2,,21
"Mujeres (029)",753,17,1,7,719,,,,,9
"De 45 a 64 años (030)",729,8,46,11,633,,2,1,,28
"Hombres (031)",168,1,31,3,113,,2,1,,17
"Mujeres (032)",561,7,15,8,520,,,,,11
"De 65 y más años (033)",505,2,64,5,312,82,,2,,38
"Hombres (034)",216,1,43,4,102,39,,,,27
"Mujeres (035)",289,1,21,1,210,43,,2,,11
,,,,,,,,,,
"AREA RURAL (036)",1902,691,21,7,1077,34,2,7,,63
"Hombres (037)",633,369,15,5,175,25,1,4,,39
"Mujeres (038)",1269,322,6,2,902,9,1,3,,24
"De 06 a 14 años (039)",600,546,,,38,6,,,,10
"Hombres (040)",319,292,,,19,4,,,,4
"Mujeres (041)",281,254,,,19,2,,,,6
"De 15 a 29 años (042)",481,139,1,1,322,,,1,,17
"Hombres (043)",143,75,,1,56,,,,,11
"Mujeres (044)",338,64,1,,266,,,1,,6
"De 30 a 44 años (045)",315,5,2,1,293,,1,2,,11
"Hombres (046)",41,2,,,33,,,1,,5
"Mujeres (047)",274,3,2,1,260,,1,1,,6
"De 45 a 64 años (048)",267,1,4,2,252,,1,2,,5
"Hombres (049)",36,,2,1,26,,1,2,,4
"Mujeres (050)",231,1,2,1,226,,,,,1
"De 65 y más años (051)",239,,14,3,172,28,,2,,20
"Hombres (052)",94,,13,3,41,21,,1,,15
"Mujeres (053)",145,,1,,131,7,,1,,5
