"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CHINCHA (000)",78464,820,27812,28795,18030,3007
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",164,,12,58,76,18
"Profes., científicos e intelectuales (002)",6996,,1367,3521,1985,123
"Técnicos de nivel medio y trab.asimilados (003)",4200,2,1557,1769,791,81
"Jefes y empleados de oficina (004)",2930,,1294,1068,551,17
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",10046,103,2857,3820,2748,518
"Agricult.trabaj. calif. agrop. y pesqueros (006)",4437,17,791,1335,1632,662
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",13862,56,6856,4844,1815,291
"Obreros construc., conf., papel, fab., instr. (008)",10356,42,3272,3985,2714,343
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",19679,547,7241,6515,4623,753
"Otra (010)",526,,87,282,157,
"Ocupación no especificada (011)",2122,11,778,781,457,95
"Desocupado (012)",3146,42,1700,817,481,106
"Hombres (013)",50843,559,18198,17976,11961,2149
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",119,,7,39,58,15
"Profes., científicos e intelectuales (015)",3352,,582,1589,1087,94
"Técnicos de nivel medio y trab.asimilados (016)",2730,1,969,1158,532,70
"Jefes y empleados de oficina (017)",1615,,631,619,351,14
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",4643,56,1447,1742,1156,242
"Agricult.trabaj. calif. agrop. y pesqueros (019)",3634,15,629,1084,1362,544
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",8915,42,4397,2878,1340,258
"Obreros construc., conf., papel, fab., instr. (021)",9871,30,3112,3800,2612,317
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",12223,380,4864,3836,2687,456
"Otra (023)",510,,81,274,155,
"Ocupación no especificada (024)",1249,7,497,443,255,47
"Desocupado (025)",1982,28,982,514,366,92
"Mujeres (026)",27621,261,9614,10819,6069,858
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",45,,5,19,18,3
"Profes., científicos e intelectuales (028)",3644,,785,1932,898,29
"Técnicos de nivel medio y trab.asimilados (029)",1470,1,588,611,259,11
"Jefes y empleados de oficina (030)",1315,,663,449,200,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",5403,47,1410,2078,1592,276
"Agricult.trabaj. calif. agrop. y pesqueros (032)",803,2,162,251,270,118
