"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia VICTOR FAJARDO",,,,
"Viviendas particulares (001)",4395,3174,1102,119
"Ocupantes presentes (002)",14881,11017,3465,399
"Casa independiente",,,,
"Viviendas particulares (004)",4346,3147,1084,115
"Ocupantes presentes (005)",14726,10930,3406,390
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",17,11,6,
"Ocupantes presentes (011)",42,19,23,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",26,15,11,
"Ocupantes presentes (014)",96,64,32,
"Choza o cabaña",,,,
"Viviendas particulares (016)",4,,,4
"Ocupantes presentes (017)",9,,,9
"Vivienda improvisada",,,,
"Viviendas particulares (019)",1,,1,
"Ocupantes presentes (020)",4,,4,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",1,1,,
"Ocupantes presentes (023)",4,4,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",4000,2889,1007,104
"Ocupantes presentes (029)",13576,10071,3145,360
"Casa independiente",,,,
"Viviendas particulares (031)",3956,2864,990,102
"Ocupantes presentes (032)",13436,9991,3092,353
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",15,10,5,
"Ocupantes presentes (038)",34,17,17,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",25,14,11,
"Ocupantes presentes (041)",91,59,32,
"Choza o cabaña",,,,
"Viviendas particulares (043)",2,,,2
"Ocupantes presentes (044)",7,,,7
"Vivienda improvisada",,,,
"Viviendas particulares (046)",1,,1,
"Ocupantes presentes (047)",4,,4,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",1,1,,
"Ocupantes presentes (050)",4,4,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",395,285,95,15
"Ocupantes presentes (056)",1305,946,320,39
"Casa independiente",,,,
"Viviendas particulares (058)",390,283,94,13
"Ocupantes presentes (059)",1290,939,314,37
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",2,1,1,
"Ocupantes presentes (065)",8,2,6,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",1,1,,
"Ocupantes presentes (068)",5,5,,
"Choza o cabaña",,,,
"Viviendas particulares (070)",2,,,2
"Ocupantes presentes (071)",2,,,2
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",3574,2723,800,51
"Ocupantes presentes (110)",12192,9513,2509,170
"Casa independiente",,,,
"Viviendas particulares (112)",3529,2696,782,51
"Ocupantes presentes (113)",12046,9426,2450,170
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",17,11,6,
"Ocupantes presentes (119)",42,19,23,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",26,15,11,
"Ocupantes presentes (122)",96,64,32,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",1,,1,
"Ocupantes presentes (128)",4,,4,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",1,1,,
"Ocupantes presentes (131)",4,4,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",3276,2477,757,42
"Ocupantes presentes (137)",11209,8688,2379,142
"Casa independiente",,,,
"Viviendas particulares (139)",3234,2452,740,42
"Ocupantes presentes (140)",11076,8608,2326,142
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",15,10,5,
"Ocupantes presentes (146)",34,17,17,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",25,14,11,
"Ocupantes presentes (149)",91,59,32,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",1,,1,
"Ocupantes presentes (155)",4,,4,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",1,1,,
"Ocupantes presentes (158)",4,4,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",298,246,43,9
"Ocupantes presentes (164)",983,825,130,28
"Casa independiente",,,,
"Viviendas particulares (166)",295,244,42,9
"Ocupantes presentes (167)",970,818,124,28
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",2,1,1,
"Ocupantes presentes (173)",8,2,6,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",1,1,,
"Ocupantes presentes (176)",5,5,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",821,451,302,68
"Ocupantes presentes (218)",2689,1504,956,229
"Casa independiente",,,,
"Viviendas particulares (220)",817,451,302,64
"Ocupantes presentes (221)",2680,1504,956,220
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",4,,,4
"Ocupantes presentes (233)",9,,,9
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",724,412,250,62
"Ocupantes presentes (245)",2367,1383,766,218
"Casa independiente",,,,
"Viviendas particulares (247)",722,412,250,60
"Ocupantes presentes (248)",2360,1383,766,211
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",2,,,2
"Ocupantes presentes (260)",7,,,7
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",97,39,52,6
"Ocupantes presentes (272)",322,121,190,11
"Casa independiente",,,,
"Viviendas particulares (274)",95,39,52,4
"Ocupantes presentes (275)",320,121,190,9
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",2,,,2
"Ocupantes presentes (287)",2,,,2
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
