"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia HUAURA (000)",197384,3182,51096,54158,40618,32344,15986
"Hombres (001)",99472,1601,26076,27463,20045,16176,8111
"Mujeres (002)",97912,1581,25020,26695,20573,16168,7875
"Viviendas particulares (003)",194738,3166,50956,53136,39691,31948,15841
"Hombres (004)",97447,1588,25999,26681,19302,15857,8020
"Mujeres (005)",97291,1578,24957,26455,20389,16091,7821
"Viviendas colectivas (006)",1934,14,109,742,683,278,108
"Hombres (007)",1481,12,64,582,541,221,61
"Mujeres (008)",453,2,45,160,142,57,47
"Otro tipo (009)",712,2,31,280,244,118,37
"Hombres (010)",544,1,13,200,202,98,30
"Mujeres (011)",168,1,18,80,42,20,7
,,,,,,,
"URBANA (012)",170562,2702,43540,46756,35558,28129,13877
"Hombres (013)",85159,1376,22176,23504,17307,13854,6942
"Mujeres (014)",85403,1326,21364,23252,18251,14275,6935
"Viviendas particulares (015)",168150,2687,43439,45845,34698,27749,13732
"Hombres (016)",83335,1364,22123,22818,16629,13550,6851
"Mujeres (017)",84815,1323,21316,23027,18069,14199,6881
"Viviendas colectivas (018)",1700,13,70,631,616,262,108
"Hombres (019)",1280,11,40,486,476,206,61
"Mujeres (020)",420,2,30,145,140,56,47
"Otro tipo (021)",712,2,31,280,244,118,37
"Hombres (022)",544,1,13,200,202,98,30
"Mujeres (023)",168,1,18,80,42,20,7
,,,,,,,
"RURAL (024)",26822,480,7556,7402,5060,4215,2109
"Hombres (025)",14313,225,3900,3959,2738,2322,1169
"Mujeres (026)",12509,255,3656,3443,2322,1893,940
"Viviendas particulares (027)",26588,479,7517,7291,4993,4199,2109
"Hombres (028)",14112,224,3876,3863,2673,2307,1169
"Mujeres (029)",12476,255,3641,3428,2320,1892,940
"Viviendas colectivas (030)",234,1,39,111,67,16,
"Hombres (031)",201,1,24,96,65,15,
"Mujeres (032)",33,,15,15,2,1,
