"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CHINCHA (000)",56981,579,19243,17889,6820,2423,1094,280,42,,8611
"Conviviente (001)",11691,143,4806,3639,1143,362,158,35,3,,1402
"Separado(a) (002)",4120,79,1577,1385,514,199,80,19,1,,266
"Casado(a) (003)",29120,231,10224,10444,4162,1399,606,151,16,,1887
"Viudo(a) (004)",3867,74,1592,1221,386,176,107,39,13,,259
"Divorciado(a) (005)",376,5,129,122,52,22,10,5,,,31
"Soltero(a) (006)",7807,47,915,1078,563,265,133,31,9,,4766
,,,,,,,,,,,
"URBANA (008)",50825,485,16942,16024,6222,2198,980,252,39,,7683
"Conviviente (009)",10294,118,4187,3266,1021,316,135,34,3,,1214
"Separado(a) (010)",3780,71,1461,1269,471,178,73,17,1,,239
"Casado(a) (011)",25898,187,8928,9313,3816,1274,544,130,15,,1691
"Viudo(a) (012)",3438,63,1420,1070,345,164,101,35,11,,229
"Divorciado(a) (013)",358,5,122,115,51,20,9,5,,,31
"Soltero(a) (014)",7057,41,824,991,518,246,118,31,9,,4279
,,,,,,,,,,,
"RURAL (016)",6156,94,2301,1865,598,225,114,28,3,,928
"Conviviente (017)",1397,25,619,373,122,46,23,1,,,188
"Separado(a) (018)",340,8,116,116,43,21,7,2,,,27
"Casado(a) (019)",3222,44,1296,1131,346,125,62,21,1,,196
"Viudo(a) (020)",429,11,172,151,41,12,6,4,2,,30
"Divorciado(a) (021)",18,,7,7,1,2,1,,,,
"Soltero(a) (022)",750,6,91,87,45,19,15,,,,487
