"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia HUANCA SANCOS",,,,,,,,,
"Viviendas particulares (001)",507,9,36,21,30,3,8,3,397
"Ocupantes presentes (002)",1821,19,127,94,97,7,19,17,1441
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",478,9,30,19,29,3,8,2,378
"Ocupantes presentes (005)",1701,19,110,82,94,7,19,11,1359
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",4,,,,,,,,4
"Ocupantes presentes (008)",13,,,,,,,,13
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",11,,1,,1,,,1,8
"Ocupantes presentes (011)",44,,4,,3,,,6,31
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",7,,2,2,,,,,3
"Ocupantes presentes (014)",21,,2,12,,,,,7
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",5,,3,,,,,,2
"Ocupantes presentes (017)",22,,11,,,,,,11
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,,,,,,,,2
"Ocupantes presentes (023)",20,,,,,,,,20
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",444,7,31,21,27,3,8,3,344
"Ocupantes presentes (029)",1620,16,107,94,93,7,19,17,1267
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",420,7,28,19,26,3,8,2,327
"Ocupantes presentes (032)",1522,16,101,82,90,7,19,11,1196
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",4,,,,,,,,4
"Ocupantes presentes (035)",13,,,,,,,,13
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",11,,1,,1,,,1,8
"Ocupantes presentes (038)",44,,4,,3,,,6,31
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",7,,2,2,,,,,3
"Ocupantes presentes (041)",21,,2,12,,,,,7
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,,,,,,,,2
"Ocupantes presentes (050)",20,,,,,,,,20
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",63,2,5,,3,,,,53
"Ocupantes presentes (056)",201,3,20,,4,,,,174
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",58,2,2,,3,,,,51
"Ocupantes presentes (059)",179,3,9,,4,,,,163
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",5,,3,,,,,,2
"Ocupantes presentes (071)",22,,11,,,,,,11
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
