"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia BOLOGNESI (000)",10988,1934,3155,4309,117,1330,143
"Conviviente (001)",3787,508,1250,1553,40,393,43
"Separado(a) (002)",372,67,73,182,1,36,13
"Casado(a) (003)",3569,689,845,1570,47,395,23
"Viudo(a) (004)",407,29,62,267,1,42,6
"Divorciado(a) (005)",46,9,9,26,,2,
"Soltero(a) (006)",2807,632,916,711,28,462,58
"Hombres (008)",7954,1237,2865,3083,90,669,10
"Conviviente (009)",2862,361,1146,1181,32,140,2
"Separado(a) (010)",163,26,54,62,,21,
"Casado(a) (011)",2698,489,769,1240,38,160,2
"Viudo(a) (012)",169,6,38,107,,18,
"Divorciado(a) (013)",27,5,8,13,,1,
"Soltero(a) (014)",2035,350,850,480,20,329,6
"Mujeres (016)",3034,697,290,1226,27,661,133
"Conviviente (017)",925,147,104,372,8,253,41
"Separado(a) (018)",209,41,19,120,1,15,13
"Casado(a) (019)",871,200,76,330,9,235,21
"Viudo(a) (020)",238,23,24,160,1,24,6
"Divorciado(a) (021)",19,4,1,13,,1,
"Soltero(a) (022)",772,282,66,231,8,133,52
,,,,,,,
"URBANA (024)",6619,1440,1825,2633,79,520,122
"Conviviente (025)",2113,379,695,851,26,125,37
"Separado(a) (026)",268,57,48,135,1,16,11
"Casado(a) (027)",2216,516,472,1004,35,169,20
"Viudo(a) (028)",229,27,37,140,1,18,6
"Divorciado(a) (029)",26,5,4,17,,,
"Soltero(a) (030)",1767,456,569,486,16,192,48
"Hombres (032)",4553,847,1624,1792,59,224,7
"Conviviente (033)",1536,252,627,596,19,40,2
"Separado(a) (034)",111,22,33,49,,7,
"Casado(a) (035)",1589,335,418,759,28,48,1
"Viudo(a) (036)",74,5,19,45,,5,
"Divorciado(a) (037)",11,1,4,6,,,
"Soltero(a) (038)",1232,232,523,337,12,124,4
"Mujeres (040)",2066,593,201,841,20,296,115
"Conviviente (041)",577,127,68,255,7,85,35
"Separado(a) (042)",157,35,15,86,1,9,11
"Casado(a) (043)",627,181,54,245,7,121,19
"Viudo(a) (044)",155,22,18,95,1,13,6
"Divorciado(a) (045)",15,4,,11,,,
"Soltero(a) (046)",535,224,46,149,4,68,44
,,,,,,,
"RURAL (048)",4369,494,1330,1676,38,810,21
"Conviviente (049)",1674,129,555,702,14,268,6
"Separado(a) (050)",104,10,25,47,,20,2
"Casado(a) (051)",1353,173,373,566,12,226,3
"Viudo(a) (052)",178,2,25,127,,24,
"Divorciado(a) (053)",20,4,5,9,,2,
"Soltero(a) (054)",1040,176,347,225,12,270,10
"Hombres (056)",3401,390,1241,1291,31,445,3
"Conviviente (057)",1326,109,519,585,13,100,
"Separado(a) (058)",52,4,21,13,,14,
"Casado(a) (059)",1109,154,351,481,10,112,1
"Viudo(a) (060)",95,1,19,62,,13,
"Divorciado(a) (061)",16,4,4,7,,1,
"Soltero(a) (062)",803,118,327,143,8,205,2
"Mujeres (064)",968,104,89,385,7,365,18
"Conviviente (065)",348,20,36,117,1,168,6
"Separado(a) (066)",52,6,4,34,,6,2
"Casado(a) (067)",244,19,22,85,2,114,2
"Viudo(a) (068)",83,1,6,65,,11,
"Divorciado(a) (069)",4,,1,2,,1,
"Soltero(a) (070)",237,58,20,82,4,65,8
