"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia SATIPO (000)",131541,22343,32724,29934,21827,13106,11607
"Conviviente (001)",49072,834,11948,17986,11419,4711,2174
"Separado(a) (002)",4041,47,654,1031,1070,682,557
"Casado(a) (003)",25386,55,1093,4937,7243,6218,5840
"Viudo(a) (004)",4024,11,49,216,494,816,2438
"Divorciado(a) (005)",557,,32,96,117,128,184
"Soltero(a) (006)",48461,21396,18948,5668,1484,551,414
"Hombres (008)",72017,11776,17886,16304,11838,7367,6846
"Conviviente (009)",24852,196,4583,9400,6384,2847,1442
"Separado(a) (010)",1712,3,129,360,498,375,347
"Casado(a) (011)",13160,23,342,2222,3611,3372,3590
"Viudo(a) (012)",1550,5,7,67,180,277,1014
"Divorciado(a) (013)",352,,10,67,75,78,122
"Soltero(a) (014)",30391,11549,12815,4188,1090,418,331
"Mujeres (016)",59524,10567,14838,13630,9989,5739,4761
"Conviviente (017)",24220,638,7365,8586,5035,1864,732
"Separado(a) (018)",2329,44,525,671,572,307,210
"Casado(a) (019)",12226,32,751,2715,3632,2846,2250
"Viudo(a) (020)",2474,6,42,149,314,539,1424
"Divorciado(a) (021)",205,,22,29,42,50,62
"Soltero(a) (022)",18070,9847,6133,1480,394,133,83
,,,,,,,
"URBANA (024)",39393,6629,9187,8584,6930,4338,3725
"Conviviente (025)",12100,157,2464,4573,3177,1205,524
"Separado(a) (026)",1508,10,206,363,435,286,208
"Casado(a) (027)",8781,13,236,1533,2618,2361,2020
"Viudo(a) (028)",1161,3,11,46,128,219,754
"Divorciado(a) (029)",211,,8,44,47,53,59
"Soltero(a) (030)",15632,6446,6262,2025,525,214,160
"Hombres (032)",20318,3364,4740,4283,3527,2342,2062
"Conviviente (033)",5954,65,859,2224,1737,720,349
"Separado(a) (034)",508,1,34,95,148,124,106
"Casado(a) (035)",4452,6,79,640,1259,1268,1200
"Viudo(a) (036)",381,2,2,10,43,71,253
"Divorciado(a) (037)",120,,3,32,26,27,32
"Soltero(a) (038)",8903,3290,3763,1282,314,132,122
"Mujeres (040)",19075,3265,4447,4301,3403,1996,1663
"Conviviente (041)",6146,92,1605,2349,1440,485,175
"Separado(a) (042)",1000,9,172,268,287,162,102
"Casado(a) (043)",4329,7,157,893,1359,1093,820
"Viudo(a) (044)",780,1,9,36,85,148,501
"Divorciado(a) (045)",91,,5,12,21,26,27
"Soltero(a) (046)",6729,3156,2499,743,211,82,38
,,,,,,,
"RURAL (048)",92148,15714,23537,21350,14897,8768,7882
"Conviviente (049)",36972,677,9484,13413,8242,3506,1650
"Separado(a) (050)",2533,37,448,668,635,396,349
"Casado(a) (051)",16605,42,857,3404,4625,3857,3820
"Viudo(a) (052)",2863,8,38,170,366,597,1684
"Divorciado(a) (053)",346,,24,52,70,75,125
"Soltero(a) (054)",32829,14950,12686,3643,959,337,254
"Hombres (056)",51699,8412,13146,12021,8311,5025,4784
"Conviviente (057)",18898,131,3724,7176,4647,2127,1093
"Separado(a) (058)",1204,2,95,265,350,251,241
"Casado(a) (059)",8708,17,263,1582,2352,2104,2390
"Viudo(a) (060)",1169,3,5,57,137,206,761
"Divorciado(a) (061)",232,,7,35,49,51,90
"Soltero(a) (062)",21488,8259,9052,2906,776,286,209
"Mujeres (064)",40449,7302,10391,9329,6586,3743,3098
"Conviviente (065)",18074,546,5760,6237,3595,1379,557
"Separado(a) (066)",1329,35,353,403,285,145,108
"Casado(a) (067)",7897,25,594,1822,2273,1753,1430
"Viudo(a) (068)",1694,5,33,113,229,391,923
"Divorciado(a) (069)",114,,17,17,21,24,35
"Soltero(a) (070)",11341,6691,3634,737,183,51,45
