"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PICOTA (000)",14320,1365,2924,7106,387,1996,542
"Conviviente (001)",5223,428,1154,2880,142,430,189
"Separado(a) (002)",302,33,52,174,9,13,21
"Casado(a) (003)",4861,533,774,2796,172,415,171
"Viudo(a) (004)",220,11,31,135,4,15,24
"Divorciado(a) (005)",32,3,8,20,,1,
"Soltero(a) (006)",3682,357,905,1101,60,1122,137
"Hombres (008)",10908,838,2561,5982,345,1160,22
"Conviviente (009)",3970,286,1003,2447,130,99,5
"Separado(a) (010)",186,18,37,118,8,4,1
"Casado(a) (011)",3557,330,637,2353,150,86,1
"Viudo(a) (012)",111,3,15,87,3,2,1
"Divorciado(a) (013)",25,1,7,17,,,
"Soltero(a) (014)",3059,200,862,960,54,969,14
"Mujeres (016)",3412,527,363,1124,42,836,520
"Conviviente (017)",1253,142,151,433,12,331,184
"Separado(a) (018)",116,15,15,56,1,9,20
"Casado(a) (019)",1304,203,137,443,22,329,170
"Viudo(a) (020)",109,8,16,48,1,13,23
"Divorciado(a) (021)",7,2,1,3,,1,
"Soltero(a) (022)",623,157,43,141,6,153,123
,,,,,,,
"URBANA (024)",8998,1242,1894,4159,222,1001,480
"Conviviente (025)",3215,379,762,1597,75,238,164
"Separado(a) (026)",193,31,31,103,4,7,17
"Casado(a) (027)",3299,490,540,1728,109,274,158
"Viudo(a) (028)",144,11,16,85,2,7,23
"Divorciado(a) (029)",19,2,5,11,,1,
"Soltero(a) (030)",2128,329,540,635,32,474,118
"Hombres (032)",6422,759,1642,3280,189,536,16
"Conviviente (033)",2324,249,659,1273,67,72,4
"Separado(a) (034)",114,18,26,65,3,1,1
"Casado(a) (035)",2261,309,437,1361,90,64,
"Viudo(a) (036)",65,3,9,50,1,2,
"Divorciado(a) (037)",12,,4,8,,,
"Soltero(a) (038)",1646,180,507,523,28,397,11
"Mujeres (040)",2576,483,252,879,33,465,464
"Conviviente (041)",891,130,103,324,8,166,160
"Separado(a) (042)",79,13,5,38,1,6,16
"Casado(a) (043)",1038,181,103,367,19,210,158
"Viudo(a) (044)",79,8,7,35,1,5,23
"Divorciado(a) (045)",7,2,1,3,,1,
"Soltero(a) (046)",482,149,33,112,4,77,107
,,,,,,,
"RURAL (048)",5322,123,1030,2947,165,995,62
"Conviviente (049)",2008,49,392,1283,67,192,25
"Separado(a) (050)",109,2,21,71,5,6,4
"Casado(a) (051)",1562,43,234,1068,63,141,13
"Viudo(a) (052)",76,,15,50,2,8,1
"Divorciado(a) (053)",13,1,3,9,,,
"Soltero(a) (054)",1554,28,365,466,28,648,19
"Hombres (056)",4486,79,919,2702,156,624,6
"Conviviente (057)",1646,37,344,1174,63,27,1
"Separado(a) (058)",72,,11,53,5,3,
"Casado(a) (059)",1296,21,200,992,60,22,1
"Viudo(a) (060)",46,,6,37,2,,1
"Divorciado(a) (061)",13,1,3,9,,,
"Soltero(a) (062)",1413,20,355,437,26,572,3
"Mujeres (064)",836,44,111,245,9,371,56
"Conviviente (065)",362,12,48,109,4,165,24
"Separado(a) (066)",37,2,10,18,,3,4
"Casado(a) (067)",266,22,34,76,3,119,12
"Viudo(a) (068)",30,,9,13,,8,
"Soltero(a) (070)",141,8,10,29,2,76,16
