"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia PALPA",,,,,,,,,
"Hogares (001)",3552,160,88,43,35,19,14,6,3187
"Ocupantes presentes (002)",12783,536,280,127,125,81,38,26,11570
"Casa independiente",,,,,,,,,
"Hogares (004)",3396,158,86,41,35,19,13,5,3039
"Ocupantes presentes (005)",12289,530,277,121,125,81,33,19,11103
"Departamento en edificio",,,,,,,,,
"Hogares (007)",5,,1,,,,,,4
"Ocupantes presentes (008)",17,,2,,,,,,15
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",13,1,,,,,,1,11
"Ocupantes presentes (011)",51,4,,,,,,7,40
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",26,,,1,,,,,25
"Ocupantes presentes (014)",85,,,3,,,,,82
"Choza o cabaña",,,,,,,,,
"Hogares (016)",87,,1,,,,,,86
"Ocupantes presentes (017)",263,,1,,,,,,262
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",9,1,,1,,,,,7
"Ocupantes presentes (020)",32,2,,3,,,,,27
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",4,,,,,,,,4
"Ocupantes presentes (023)",9,,,,,,,,9
"Otro tipo",,,,,,,,,
"Hogares (025)",12,,,,,,1,,11
"Ocupantes presentes (026)",37,,,,,,5,,32
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",2270,125,73,35,30,16,13,6,1972
"Ocupantes presentes (029)",8397,423,236,108,112,65,37,26,7390
"Casa independiente",,,,,,,,,
"Hogares (031)",2203,123,72,33,30,16,12,5,1912
"Ocupantes presentes (032)",8170,417,234,102,112,65,32,19,7189
"Departamento en edificio",,,,,,,,,
"Hogares (034)",5,,1,,,,,,4
"Ocupantes presentes (035)",17,,2,,,,,,15
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",13,1,,,,,,1,11
"Ocupantes presentes (038)",51,4,,,,,,7,40
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",26,,,1,,,,,25
"Ocupantes presentes (041)",85,,,3,,,,,82
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",9,1,,1,,,,,7
"Ocupantes presentes (047)",32,2,,3,,,,,27
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",2,,,,,,,,2
"Ocupantes presentes (050)",5,,,,,,,,5
"Otro tipo",,,,,,,,,
"Hogares (052)",12,,,,,,1,,11
"Ocupantes presentes (053)",37,,,,,,5,,32
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",1282,35,15,8,5,3,1,,1215
"Ocupantes presentes (056)",4386,113,44,19,13,16,1,,4180
"Casa independiente",,,,,,,,,
"Hogares (058)",1193,35,14,8,5,3,1,,1127
"Ocupantes presentes (059)",4119,113,43,19,13,16,1,,3914
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",87,,1,,,,,,86
"Ocupantes presentes (071)",263,,1,,,,,,262
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",2,,,,,,,,2
"Ocupantes presentes (077)",4,,,,,,,,4
"Otro tipo",,,,,,,,,
