"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia VICTOR FAJARDO",,,
"Viviendas particulares (001)",7936,4398,3538
"Ocupantes presentes (002)",24942,15522,9420
"Casa independiente",,,
"Viviendas particulares (004)",7327,4355,2972
"Ocupantes presentes (005)",23744,15388,8356
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (010)",20,20,
"Ocupantes presentes (011)",55,55,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",35,19,16
"Ocupantes presentes (014)",115,65,50
"Choza o cabaña",,,
"Viviendas particulares (016)",540,2,538
"Ocupantes presentes (017)",1004,6,998
"Vivienda improvisada",,,
"Viviendas particulares (019)",13,2,11
"Ocupantes presentes (020)",20,8,12
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",1,,1
"Ocupantes presentes (023)",4,,4
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",5617,3674,1943
"Ocupantes presentes (029)",18434,13062,5372
"Casa independiente",,,
"Viviendas particulares (031)",5548,3633,1915
"Ocupantes presentes (032)",18240,12934,5306
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (037)",20,20,
"Ocupantes presentes (038)",55,55,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",35,19,16
"Ocupantes presentes (041)",115,65,50
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",13,2,11
"Ocupantes presentes (047)",20,8,12
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",1,,1
"Ocupantes presentes (050)",4,,4
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",2319,724,1595
"Ocupantes presentes (056)",6508,2460,4048
"Casa independiente",,,
"Viviendas particulares (058)",1779,722,1057
"Ocupantes presentes (059)",5504,2454,3050
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",540,2,538
"Ocupantes presentes (071)",1004,6,998
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
