"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia PUNO",,,,,,,,,
"Viviendas particulares (001)",31230,6939,10033,2881,2789,441,671,521,6955
"Ocupantes presentes (002)",112740,26033,36248,10331,9771,1621,2411,1887,24438
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",28602,6492,9111,2590,2532,391,602,463,6421
"Ocupantes presentes (005)",104699,24671,33437,9409,9028,1475,2173,1687,22819
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",1073,173,393,101,64,20,22,13,287
"Ocupantes presentes (008)",3301,529,1243,322,190,53,90,39,835
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",311,30,105,52,31,11,12,7,63
"Ocupantes presentes (011)",997,100,345,177,63,30,35,25,222
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",1170,221,415,136,150,19,35,38,156
"Ocupantes presentes (014)",3485,651,1201,417,438,63,113,136,466
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",48,17,1,1,7,,,,22
"Ocupantes presentes (017)",185,67,1,2,34,,,,81
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",9,1,3,,3,,,,2
"Ocupantes presentes (020)",34,4,11,,13,,,,6
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",17,5,5,1,2,,,,4
"Ocupantes presentes (023)",39,11,10,4,5,,,,9
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",28448,6730,9826,2830,2380,433,634,459,5156
"Ocupantes presentes (029)",103851,25419,35517,10127,8486,1594,2313,1692,18703
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",25868,6300,8905,2540,2130,383,565,401,4644
"Ocupantes presentes (032)",95995,24124,32707,9207,7777,1448,2075,1492,17165
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",1073,173,393,101,64,20,22,13,287
"Ocupantes presentes (035)",3301,529,1243,322,190,53,90,39,835
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",311,30,105,52,31,11,12,7,63
"Ocupantes presentes (038)",997,100,345,177,63,30,35,25,222
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",1170,221,415,136,150,19,35,38,156
"Ocupantes presentes (041)",3485,651,1201,417,438,63,113,136,466
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",9,1,3,,3,,,,2
"Ocupantes presentes (047)",34,4,11,,13,,,,6
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",17,5,5,1,2,,,,4
"Ocupantes presentes (050)",39,11,10,4,5,,,,9
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2782,209,207,51,409,8,37,62,1799
"Ocupantes presentes (056)",8889,614,731,204,1285,27,98,195,5735
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2734,192,206,50,402,8,37,62,1777
"Ocupantes presentes (059)",8704,547,730,202,1251,27,98,195,5654
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",48,17,1,1,7,,,,22
"Ocupantes presentes (071)",185,67,1,2,34,,,,81
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
