"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia ATALAYA (000)",12900,1800,3286,3917,248,2799,204,646
"Agric., ganadería, caza y silvicultura (001)",6917,35,2009,2201,115,2557,,
"Pesca (002)",139,,43,61,4,31,,
"Explotación de minas y canteras (003)",34,4,30,,,,,
"Industrias manufactureras (004)",496,26,235,218,16,1,,
"Suministro de electricidad, gas y agua (005)",17,2,14,1,,,,
"Construcción (006)",438,19,324,79,13,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1026,125,27,692,59,123,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",104,13,22,56,11,2,,
"Comercio al por mayor (009)",52,13,,30,3,6,,
"Comercio al por menor (010)",870,99,5,606,45,115,,
"Hoteles y restaurantes (011)",311,79,39,173,6,14,,
"Trans., almac. y comunicaciones (012)",654,101,268,256,16,13,,
"Intermediación financiera (013)",4,4,,,,,,
"Activid.inmobil., empres. y alquileres (014)",146,119,9,14,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",442,331,111,,,,,
"Enseñanza (016)",719,673,,43,,3,,
"Servicios sociales y de salud (017)",118,105,,11,2,,,
"Otras activ. serv.comun.soc y personales (018)",141,84,14,36,5,2,,
"Hogares privados con servicio doméstico (019)",204,,,,,,204,
"Organiz. y organos extraterritoriales (020)",1,1,,,,,,
"Actividad economica no especificada (021)",447,92,163,132,8,52,,
"Desocupado (022)",646,,,,,,,646
"Hombres (023)",8931,1131,2588,2908,202,1589,29,484
"Agric., ganadería, caza y silvicultura (024)",4978,29,1505,1838,106,1500,,
"Pesca (025)",131,,41,57,4,29,,
"Explotación de minas y canteras (026)",13,4,9,,,,,
"Industrias manufactureras (027)",429,25,219,170,14,1,,
"Suministro de electricidad, gas y agua (028)",17,2,14,1,,,,
"Construcción (029)",416,19,303,78,13,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",513,66,27,368,37,15,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",87,10,22,47,8,,,
"Comercio al por mayor (032)",37,7,,27,2,1,,
"Comercio al por menor (033)",389,49,5,294,27,14,,
"Hoteles y restaurantes (034)",75,32,11,26,1,5,,
"Trans., almac. y comunicaciones (035)",620,89,256,247,16,12,,
"Intermediación financiera (036)",4,4,,,,,,
"Activid.inmobil., empres. y alquileres (037)",112,89,5,14,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",333,266,67,,,,,
"Enseñanza (039)",384,364,,18,,2,,
"Servicios sociales y de salud (040)",68,58,,10,,,,
"Otras activ. serv.comun.soc y personales (041)",64,36,11,12,4,1,,
"Hogares privados con servicio doméstico (042)",29,,,,,,29,
"Actividad economica no especificada (044)",261,48,120,69,3,21,,
"Desocupado (045)",484,,,,,,,484
"Mujeres (046)",3969,669,698,1009,46,1210,175,162
"Agric., ganadería, caza y silvicultura (047)",1939,6,504,363,9,1057,,
"Pesca (048)",8,,2,4,,2,,
"Explotación de minas y canteras (049)",21,,21,,,,,
"Industrias manufactureras (050)",67,1,16,48,2,,,
"Construcción (052)",22,,21,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",513,59,,324,22,108,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",17,3,,9,3,2,,
"Comercio al por mayor (055)",15,6,,3,1,5,,
"Comercio al por menor (056)",481,50,,312,18,101,,
"Hoteles y restaurantes (057)",236,47,28,147,5,9,,
"Trans., almac. y comunicaciones (058)",34,12,12,9,,1,,
"Activid.inmobil., empres. y alquileres (060)",34,30,4,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",109,65,44,,,,,
"Enseñanza (062)",335,309,,25,,1,,
"Servicios sociales y de salud (063)",50,47,,1,2,,,
"Otras activ. serv.comun.soc y personales (064)",77,48,3,24,1,1,,
"Hogares privados con servicio doméstico (065)",175,,,,,,175,
"Organiz. y organos extraterritoriales (066)",1,1,,,,,,
"Actividad economica no especificada (067)",186,44,43,63,5,31,,
,,,,,,,,
"URBANA (068)",5556,1494,1309,1865,176,286,165,261
"Agric., ganadería, caza y silvicultura (069)",954,27,301,452,52,122,,
"Pesca (070)",55,,19,23,4,9,,
"Explotación de minas y canteras (071)",31,3,28,,,,,
"Industrias manufactureras (072)",357,24,158,160,15,,,
"Suministro de electricidad, gas y agua (073)",15,2,13,,,,,
"Construcción (074)",372,17,274,68,11,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",924,120,24,613,54,113,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",92,12,19,50,9,2,,
"Comercio al por mayor (077)",49,12,,28,3,6,,
"Comercio al por menor (078)",783,96,5,535,42,105,,
"Hoteles y restaurantes (079)",278,73,27,159,6,13,,
"Trans., almac. y comunicaciones (080)",631,96,257,251,16,11,,
"Intermediación financiera (081)",4,4,,,,,,
"Activid.inmobil., empres. y alquileres (082)",132,106,8,14,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",418,315,103,,,,,
"Enseñanza (084)",495,470,,24,,1,,
"Servicios sociales y de salud (085)",100,88,,10,2,,,
"Otras activ. serv.comun.soc y personales (086)",133,78,14,36,5,,,
"Hogares privados con servicio doméstico (087)",165,,,,,,165,
"Organiz. y organos extraterritoriales (088)",1,1,,,,,,
"Actividad economica no especificada (089)",230,70,83,55,7,15,,
"Desocupado (090)",261,,,,,,,261
"Hombres (091)",3732,921,1095,1250,140,113,13,200
"Agric., ganadería, caza y silvicultura (092)",758,21,239,382,50,66,,
"Pesca (093)",52,,18,21,4,9,,
"Explotación de minas y canteras (094)",10,3,7,,,,,
"Industrias manufactureras (095)",307,23,144,127,13,,,
"Suministro de electricidad, gas y agua (096)",15,2,13,,,,,
"Construcción (097)",352,17,255,67,11,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",451,64,24,316,34,13,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",75,9,19,41,6,,,
"Comercio al por mayor (100)",34,6,,25,2,1,,
"Comercio al por menor (101)",342,49,5,250,26,12,,
"Hoteles y restaurantes (102)",71,29,11,26,1,4,,
"Trans., almac. y comunicaciones (103)",597,84,245,242,16,10,,
"Intermediación financiera (104)",4,4,,,,,,
"Activid.inmobil., empres. y alquileres (105)",101,78,5,14,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",310,250,60,,,,,
"Enseñanza (107)",238,231,,6,,1,,
"Servicios sociales y de salud (108)",54,45,,9,,,,
"Otras activ. serv.comun.soc y personales (109)",60,33,11,12,4,,,
"Hogares privados con servicio doméstico (110)",13,,,,,,13,
"Actividad economica no especificada (112)",139,37,63,28,3,8,,
"Desocupado (113)",200,,,,,,,200
"Mujeres (114)",1824,573,214,615,36,173,152,61
"Agric., ganadería, caza y silvicultura (115)",196,6,62,70,2,56,,
"Pesca (116)",3,,1,2,,,,
