"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia JAUJA (000)",25837,24796,112,4744,4708,3963,5713,3480,1621,455,1041,92140
"De 12 a 14 años (001)",24,11,,8,3,,,,,,13,14
"De 15 a 19 años (002)",428,381,8,326,38,8,1,,,,47,430
"De 20 a 24 años (003)",2088,1724,15,1186,418,82,22,1,,,364,2365
"De 25 a 29 años (004)",2647,2387,7,1013,842,355,155,15,,,260,4510
"De 30 a 34 años (005)",2677,2552,2,575,855,583,453,77,7,,125,6512
"De 35 a 39 años (006)",2941,2871,7,395,706,659,789,261,50,4,70,9341
"De 40 a 44 años (007)",2701,2654,4,246,489,571,812,396,113,23,47,10213
"De 45 a 49 años (008)",2342,2317,4,220,330,431,690,406,194,42,25,9927
"De 50 y más años (009)",9989,9899,65,775,1027,1274,2791,2324,1257,386,90,48828
"PEA (010)",9479,8998,36,1950,1952,1537,1954,1033,413,123,481,30469
"De 12 a 14 años (011)",5,3,,2,1,,,,,,2,4
"De 15 a 19 años (012)",107,97,2,85,6,4,,,,,10,109
"De 20 a 24 años (013)",679,526,4,381,112,21,8,,,,153,702
"De 25 a 29 años (014)",1036,889,3,437,291,108,41,9,,,147,1573
"De 30 a 34 años (015)",1151,1077,2,305,375,217,154,23,1,,74,2521
"De 35 a 39 años (016)",1366,1327,3,230,359,301,312,103,18,1,39,4018
"De 40 a 44 años (017)",1266,1245,4,137,274,276,357,147,43,7,21,4429
"De 45 a 49 años (018)",1092,1082,2,129,180,212,308,167,71,13,10,4304
"De 50 y más años (019)",2777,2752,16,244,354,398,774,584,280,102,25,12809
"Ocupada (020)",9183,8761,36,1854,1899,1497,1921,1021,410,123,422,29895
