"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia AYABACA",,,,,,,
"Viviendas particulares (001)",29322,1286,2383,254,21966,3127,306
"Ocupantes presentes (002)",137605,4842,11154,1210,104160,14941,1298
"Casa independiente",,,,,,,
"Viviendas particulares (004)",28727,1244,2325,252,21556,3054,296
"Ocupantes presentes (005)",135027,4723,10852,1202,102320,14661,1269
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",2,2,,,,,
"Ocupantes presentes (008)",4,4,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",25,18,,,6,,1
"Ocupantes presentes (011)",76,48,,,22,,6
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",28,14,,,8,3,3
"Ocupantes presentes (014)",79,39,,,18,14,8
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",518,8,58,2,388,58,4
"Ocupantes presentes (017)",2342,28,302,8,1763,230,11
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",2,,,,,2,
"Ocupantes presentes (020)",10,,,,,10,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",17,,,,6,10,1
"Ocupantes presentes (023)",59,,,,30,26,3
"Otro tipo",,,,,,,
"Viviendas particulares (025)",3,,,,2,,1
"Ocupantes presentes (026)",8,,,,7,,1
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",3590,620,316,79,2445,52,78
"Ocupantes presentes (029)",15093,2225,1391,360,10621,203,293
"Casa independiente",,,,,,,
"Viviendas particulares (031)",3530,586,316,79,2429,47,73
"Ocupantes presentes (032)",14916,2134,1391,360,10574,179,278
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",2,2,,,,,
"Ocupantes presentes (035)",4,4,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",25,18,,,6,,1
"Ocupantes presentes (038)",76,48,,,22,,6
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",28,14,,,8,3,3
"Ocupantes presentes (041)",79,39,,,18,14,8
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",2,,,,,2,
"Ocupantes presentes (047)",10,,,,,10,
"Local no dest.para hab. humana",,,,,,,
"Otro tipo",,,,,,,
"Viviendas particulares (052)",3,,,,2,,1
"Ocupantes presentes (053)",8,,,,7,,1
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",25732,666,2067,175,19521,3075,228
"Ocupantes presentes (056)",122512,2617,9763,850,93539,14738,1005
"Casa independiente",,,,,,,
"Viviendas particulares (058)",25197,658,2009,173,19127,3007,223
"Ocupantes presentes (059)",120111,2589,9461,842,91746,14482,991
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",518,8,58,2,388,58,4
"Ocupantes presentes (071)",2342,28,302,8,1763,230,11
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",17,,,,6,10,1
"Ocupantes presentes (077)",59,,,,30,26,3
"Otro tipo",,,,,,,
