"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia RECUAY (000)",17732,2730,484,6672,5100,872,877,418,579
"Jefe o Jefa (001)",5047,746,1,2140,1302,178,329,111,240
"Esposa(o)/ compa¤era(o) (002)",2654,583,7,1150,645,70,126,34,39
"Hijo(a)/ hijastro(a) (003)",6972,790,338,2337,2294,455,305,228,225
"Yerno/ nuera (004)",314,9,1,69,144,22,44,13,12
"Nieto(a) (005)",1204,287,107,495,247,48,7,9,4
"Padres/ suegros (006)",237,129,,97,8,,,,3
"Otro(a) pariente (007)",1107,158,29,341,389,76,49,19,46
"Trabajador(a) del hogar (008)",12,1,,5,3,3,,,
"Pensionista (009)",1,,,,,1,,,
"Otro(a) no pariente (010)",184,27,1,38,68,19,17,4,10
"Hombres (012)",8587,825,257,3118,2861,472,440,265,349
"Jefe o Jefa (013)",3321,197,,1428,1049,133,230,93,191
"Esposa(o)/ compa¤era(o) (014)",188,17,,56,82,4,13,8,8
"Hijo(a)/ hijastro(a) (015)",3518,383,186,1101,1234,242,136,133,103
"Yerno/ nuera (016)",178,2,1,38,76,17,26,8,10
"Nieto(a) (017)",625,158,54,248,131,25,1,6,2
"Padres/ suegros (018)",63,11,,46,5,,,,1
"Otro(a) pariente (019)",576,43,16,176,237,37,24,14,29
"Trabajador(a) del hogar (020)",1,,,1,,,,,
"Pensionista (021)",1,,,,,1,,,
"Otro(a) no pariente (022)",116,14,,24,47,13,10,3,5
"Mujeres (024)",9145,1905,227,3554,2239,400,437,153,230
"Jefe o Jefa (025)",1726,549,1,712,253,45,99,18,49
"Esposa(o)/ compa¤era(o) (026)",2466,566,7,1094,563,66,113,26,31
"Hijo(a)/ hijastro(a) (027)",3454,407,152,1236,1060,213,169,95,122
"Yerno/ nuera (028)",136,7,,31,68,5,18,5,2
"Nieto(a) (029)",579,129,53,247,116,23,6,3,2
"Padres/ suegros (030)",174,118,,51,3,,,,2
"Otro(a) pariente (031)",531,115,13,165,152,39,25,5,17
"Trabajador(a) del hogar (032)",11,1,,4,3,3,,,
"Otro(a) no pariente (034)",68,13,1,14,21,6,7,1,5
,,,,,,,,,
"URBANA (036)",9994,1318,290,3512,2905,549,666,327,427
"Jefe o Jefa (037)",2846,347,1,1103,775,117,241,91,171
"Esposa(o)/ compa¤era(o) (038)",1470,245,4,613,385,62,105,21,35
"Hijo(a)/ hijastro(a) (039)",3862,369,194,1205,1244,269,236,179,166
"Yerno/ nuera (040)",201,3,1,36,91,18,33,12,7
"Nieto(a) (041)",720,179,67,294,144,26,3,5,2
"Padres/ suegros (042)",140,72,,59,6,,,,3
"Otro(a) pariente (043)",659,94,23,183,226,43,39,15,36
"Trabajador(a) del hogar (044)",8,,,4,2,2,,,
"Pensionista (045)",1,,,,,1,,,
"Otro(a) no pariente (046)",87,9,,15,32,11,9,4,7
"Hombres (048)",4739,393,159,1567,1587,278,309,206,240
"Jefe o Jefa (049)",1793,64,,682,588,87,165,75,132
