"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia TACNA (000)",114136,65496,3863,1324,38710,1139,93,227,473,2811
"Hombres (001)",46663,33120,2319,684,7800,523,59,134,455,1569
"Mujeres (002)",67473,32376,1544,640,30910,616,34,93,18,1242
"De 06 a 14 años (003)",42672,41140,,,870,301,,27,,334
"Hombres (004)",21742,21000,,,393,155,,16,,178
"Mujeres (005)",20930,20140,,,477,146,,11,,156
"De 15 a 29 años (006)",38106,23607,58,307,12563,,35,61,472,1003
"Hombres (007)",15842,11786,17,142,2803,,24,39,454,577
"Mujeres (008)",22264,11821,41,165,9760,,11,22,18,426
"De 30 a 44 años (009)",13525,614,78,271,11889,,34,44,1,594
"Hombres (010)",2575,281,30,136,1754,,21,27,1,325
"Mujeres (011)",10950,333,48,135,10135,,13,17,,269
"De 45 a 64 años (012)",11523,122,1393,388,9072,7,20,38,,483
"Hombres (013)",2952,51,765,208,1602,2,11,25,,288
"Mujeres (014)",8571,71,628,180,7470,5,9,13,,195
"De 65 y más años (015)",8310,13,2334,358,4316,831,4,57,,397
"Hombres (016)",3552,2,1507,198,1248,366,3,27,,201
"Mujeres (017)",4758,11,827,160,3068,465,1,30,,196
,,,,,,,,,,
"AREA URBANA (018)",107844,61980,3776,1196,36410,1069,89,205,424,2695
"Hombres (019)",44135,31244,2261,599,7467,483,55,120,407,1499
"Mujeres (020)",63709,30736,1515,597,28943,586,34,85,17,1196
"De 06 a 14 años (021)",40277,38797,,,846,287,,26,,321
"Hombres (022)",20497,19782,,,381,148,,15,,171
"Mujeres (023)",19780,19015,,,465,139,,11,,150
"De 15 a 29 años (024)",36171,22461,58,278,11880,,34,55,423,982
"Hombres (025)",15032,11146,17,126,2713,,23,35,406,566
"Mujeres (026)",21139,11315,41,152,9167,,11,20,17,416
"De 30 a 44 años (027)",12746,591,76,252,11178,,31,40,1,577
"Hombres (028)",2448,266,28,121,1671,,18,25,1,318
"Mujeres (029)",10298,325,48,131,9507,,13,15,,259
"De 45 a 64 años (030)",10861,120,1368,351,8510,7,20,33,,452
"Hombres (031)",2807,49,748,184,1527,2,11,21,,265
"Mujeres (032)",8054,71,620,167,6983,5,9,12,,187
"De 65 y más años (033)",7789,11,2274,315,3996,775,4,51,,363
"Hombres (034)",3351,1,1468,168,1175,333,3,24,,179
"Mujeres (035)",4438,10,806,147,2821,442,1,27,,184
,,,,,,,,,,
"AREA RURAL (036)",6292,3516,87,128,2300,70,4,22,49,116
"Hombres (037)",2528,1876,58,85,333,40,4,14,48,70
"Mujeres (038)",3764,1640,29,43,1967,30,,8,1,46
"De 06 a 14 años (039)",2395,2343,,,24,14,,1,,13
"Hombres (040)",1245,1218,,,12,7,,1,,7
"Mujeres (041)",1150,1125,,,12,7,,,,6
"De 15 a 29 años (042)",1935,1146,,29,683,,1,6,49,21
"Hombres (043)",810,640,,16,90,,1,4,48,11
"Mujeres (044)",1125,506,,13,593,,,2,1,10
"De 30 a 44 años (045)",779,23,2,19,711,,3,4,,17
"Hombres (046)",127,15,2,15,83,,3,2,,7
"Mujeres (047)",652,8,,4,628,,,2,,10
"De 45 a 64 años (048)",662,2,25,37,562,,,5,,31
"Hombres (049)",145,2,17,24,75,,,4,,23
"Mujeres (050)",517,,8,13,487,,,1,,8
"De 65 y más años (051)",521,2,60,43,320,56,,6,,34
"Hombres (052)",201,1,39,30,73,33,,3,,22
"Mujeres (053)",320,1,21,13,247,23,,3,,12
