"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CORONGO (000)",6252,1052,1006,1025,1009,779,1381
"Católica (001)",5619,959,911,922,910,682,1235
"Cristiana/Evangélica (002)",565,85,76,91,90,88,135
"Otra (003)",24,1,5,2,4,5,7
"Ninguna (004)",44,7,14,10,5,4,4
"Hombres (006)",3195,551,546,523,513,393,669
"Católica (007)",2879,501,495,478,461,354,590
"Cristiana/Evangélica (008)",271,44,37,36,47,36,71
"Otra (009)",12,1,2,2,2,,5
"Ninguna (010)",33,5,12,7,3,3,3
"Mujeres (012)",3057,501,460,502,496,386,712
"Católica (013)",2740,458,416,444,449,328,645
"Cristiana/Evangélica (014)",294,41,39,55,43,52,64
"Otra (015)",12,,3,,2,5,2
"Ninguna (016)",11,2,2,3,2,1,1
,,,,,,,
"URBANA (018)",3207,473,451,517,527,422,817
"Católica (019)",2889,428,407,481,477,379,717
"Cristiana/Evangélica (020)",259,37,28,26,42,35,91
"Otra (021)",20,1,3,2,4,4,6
"Ninguna (022)",39,7,13,8,4,4,3
"Hombres (024)",1637,252,242,271,276,208,388
"Católica (025)",1471,229,214,254,249,190,335
"Cristiana/Evangélica (026)",127,17,16,9,23,15,47
"Otra (027)",10,1,1,2,2,,4
"Ninguna (028)",29,5,11,6,2,3,2
"Mujeres (030)",1570,221,209,246,251,214,429
"Católica (031)",1418,199,193,227,228,189,382
"Cristiana/Evangélica (032)",132,20,12,17,19,20,44
"Otra (033)",10,,2,,2,4,2
"Ninguna (034)",10,2,2,2,2,1,1
,,,,,,,
"RURAL (036)",3045,579,555,508,482,357,564
"Católica (037)",2730,531,504,441,433,303,518
"Cristiana/Evangélica (038)",306,48,48,65,48,53,44
"Otra (039)",4,,2,,,1,1
"Ninguna (040)",5,,1,2,1,,1
"Hombres (042)",1558,299,304,252,237,185,281
"Católica (043)",1408,272,281,224,212,164,255
"Cristiana/Evangélica (044)",144,27,21,27,24,21,24
"Otra (045)",2,,1,,,,1
"Ninguna (046)",4,,1,1,1,,1
"Mujeres (048)",1487,280,251,256,245,172,283
"Católica (049)",1322,259,223,217,221,139,263
"Cristiana/Evangélica (050)",162,21,27,38,24,32,20
"Otra (051)",2,,1,,,1,
"Ninguna (052)",1,,,1,,,
