"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia LA UNION",,,,,,,
"Viviendas particulares (001)",4671,723,26,53,3490,239,140
"Ocupantes presentes (002)",15442,2240,96,184,11794,729,399
"Casa independiente",,,,,,,
"Viviendas particulares (004)",4385,605,25,51,3379,201,124
"Ocupantes presentes (005)",14547,1910,91,181,11392,613,360
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",43,32,,,4,6,1
"Ocupantes presentes (011)",99,72,,,9,17,1
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",69,57,,,11,1,
"Ocupantes presentes (014)",177,131,,,42,4,
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",159,29,1,2,89,23,15
"Ocupantes presentes (017)",577,127,5,3,334,70,38
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",2,,,,1,1,
"Ocupantes presentes (020)",5,,,,2,3,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",11,,,,4,7,
"Ocupantes presentes (023)",35,,,,13,22,
"Otro tipo",,,,,,,
"Viviendas particulares (025)",2,,,,2,,
"Ocupantes presentes (026)",2,,,,2,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",2278,467,23,36,1595,79,78
"Ocupantes presentes (029)",7362,1344,85,134,5334,244,221
"Casa independiente",,,,,,,
"Viviendas particulares (031)",2160,378,23,36,1578,68,77
"Ocupantes presentes (032)",7064,1141,85,134,5280,204,220
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",43,32,,,4,6,1
"Ocupantes presentes (038)",99,72,,,9,17,1
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",69,57,,,11,1,
"Ocupantes presentes (041)",177,131,,,42,4,
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",2,,,,1,1,
"Ocupantes presentes (047)",5,,,,2,3,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",3,,,,,3,
"Ocupantes presentes (050)",16,,,,,16,
"Otro tipo",,,,,,,
"Viviendas particulares (052)",1,,,,1,,
"Ocupantes presentes (053)",1,,,,1,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",2393,256,3,17,1895,160,62
"Ocupantes presentes (056)",8080,896,11,50,6460,485,178
"Casa independiente",,,,,,,
"Viviendas particulares (058)",2225,227,2,15,1801,133,47
"Ocupantes presentes (059)",7483,769,6,47,6112,409,140
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",159,29,1,2,89,23,15
"Ocupantes presentes (071)",577,127,5,3,334,70,38
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",8,,,,4,4,
"Ocupantes presentes (077)",19,,,,13,6,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,1,,
"Ocupantes presentes (080)",1,,,,1,,
