"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PURUS (000)",1053,18,384,438,187,26
"Empleado (001)",322,1,102,171,48,
"Obrero (002)",140,1,66,50,20,3
"Trabajador independiente (003)",453,4,147,181,101,20
"Empleador o patrono (004)",9,1,3,3,1,1
"Trabajador familiar no remunerado (005)",121,11,61,30,17,2
"Trabajador del hogar (006)",8,,5,3,,
"Hombres (008)",824,15,300,329,157,23
"Empleado (009)",226,1,66,119,40,
"Obrero (010)",119,1,59,40,17,2
"Trabajador independiente (011)",404,3,133,156,92,20
"Empleador o patrono (012)",4,,2,2,,
"Trabajador familiar no remunerado (013)",66,10,37,10,8,1
"Trabajador del hogar (014)",5,,3,2,,
"Mujeres (016)",229,3,84,109,30,3
"Empleado (017)",96,,36,52,8,
"Obrero (018)",21,,7,10,3,1
"Trabajador independiente (019)",49,1,14,25,9,
"Empleador o patrono (020)",5,1,1,1,1,1
"Trabajador familiar no remunerado (021)",55,1,24,20,9,1
"Trabajador del hogar (022)",3,,2,1,,
,,,,,,
"URBANA (024)",470,13,159,207,84,7
"Empleado (025)",214,1,66,112,35,
"Obrero (026)",93,,41,34,16,2
"Trabajador independiente (027)",129,4,38,52,30,5
"Empleador o patrono (028)",1,1,,,,
"Trabajador familiar no remunerado (029)",27,7,11,6,3,
"Trabajador del hogar (030)",6,,3,3,,
"Hombres (032)",332,11,114,134,67,6
"Empleado (033)",144,1,45,69,29,
"Obrero (034)",76,,35,27,13,1
"Trabajador independiente (035)",94,3,29,33,24,5
"Trabajador familiar no remunerado (037)",15,7,4,3,1,
"Trabajador del hogar (038)",3,,1,2,,
"Mujeres (040)",138,2,45,73,17,1
"Empleado (041)",70,,21,43,6,
"Obrero (042)",17,,6,7,3,1
"Trabajador independiente (043)",35,1,9,19,6,
"Empleador o patrono (044)",1,1,,,,
"Trabajador familiar no remunerado (045)",12,,7,3,2,
"Trabajador del hogar (046)",3,,2,1,,
,,,,,,
"RURAL (048)",583,5,225,231,103,19
"Empleado (049)",108,,36,59,13,
"Obrero (050)",47,1,25,16,4,1
"Trabajador independiente (051)",324,,109,129,71,15
"Empleador o patrono (052)",8,,3,3,1,1
"Trabajador familiar no remunerado (053)",94,4,50,24,14,2
"Trabajador del hogar (054)",2,,2,,,
"Hombres (056)",492,4,186,195,90,17
"Empleado (057)",82,,21,50,11,
"Obrero (058)",43,1,24,13,4,1
"Trabajador independiente (059)",310,,104,123,68,15
"Empleador o patrono (060)",4,,2,2,,
"Trabajador familiar no remunerado (061)",51,3,33,7,7,1
"Trabajador del hogar (062)",2,,2,,,
"Mujeres (064)",91,1,39,36,13,2
"Empleado (065)",26,,15,9,2,
"Obrero (066)",4,,1,3,,
"Trabajador independiente (067)",14,,5,6,3,
"Empleador o patrono (068)",4,,1,1,1,1
"Trabajador familiar no remunerado (069)",43,1,17,17,7,1
