"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia MANU (000)",10166,7090,1648,1144,284
"Empleado (001)",1838,980,326,314,218
"Obrero (002)",3423,1618,969,773,63
"Trabajador independiente (003)",3724,3502,222,,
"Empleador o patrono (004)",329,197,95,36,1
"Trabajador familiar no remunerado (005)",572,513,36,21,2
"Trabajador del hogar (006)",280,280,,,
"De 06 a 14 años (008)",145,128,8,9,
"Empleado (009)",17,15,1,1,
"Obrero (010)",23,14,5,4,
"Trabajador independiente (011)",21,21,,,
"Trabajador familiar no remunerado (013)",79,73,2,4,
"Trabajador del hogar (014)",5,5,,,
"De 15 a 29 años (016)",4763,3141,917,595,110
"Empleado (017)",1016,614,183,141,78
"Obrero (018)",1927,864,597,436,30
"Trabajador independiente (019)",1256,1164,92,,
"Empleador o patrono (020)",108,70,28,9,1
"Trabajador familiar no remunerado (021)",253,226,17,9,1
"Trabajador del hogar (022)",203,203,,,
"De 30 a 44 años (024)",3593,2526,549,391,127
"Empleado (025)",598,264,107,126,101
"Obrero (026)",1067,507,289,246,25
"Trabajador independiente (027)",1574,1479,95,,
"Empleador o patrono (028)",144,84,46,14,
"Trabajador familiar no remunerado (029)",160,142,12,5,1
"Trabajador del hogar (030)",50,50,,,
"De 45 a 64 años (032)",1481,1127,166,141,47
"Empleado (033)",190,75,34,42,39
"Obrero (034)",376,208,76,84,8
"Trabajador independiente (035)",753,721,32,,
"Empleador o patrono (036)",71,39,19,13,
"Trabajador familiar no remunerado (037)",70,63,5,2,
"Trabajador del hogar (038)",21,21,,,
"De 65 y más años (040)",184,168,8,8,
"Empleado (041)",17,12,1,4,
"Obrero (042)",30,25,2,3,
"Trabajador independiente (043)",120,117,3,,
"Empleador o patrono (044)",6,4,2,,
"Trabajador familiar no remunerado (045)",10,9,,1,
"Trabajador del hogar (046)",1,1,,,
,,,,,
"URBANA (048)",3217,2562,262,242,151
"Empleado (049)",870,507,122,117,124
"Obrero (050)",568,362,66,113,27
"Trabajador independiente (051)",1400,1344,56,,
"Empleador o patrono (052)",73,57,10,6,
"Trabajador familiar no remunerado (053)",197,183,8,6,
"Trabajador del hogar (054)",109,109,,,
"De 06 a 14 años (056)",78,69,3,6,
"Empleado (057)",9,8,,1,
