"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUALLAGA (000)",21095,5045,6250,4954,3414,1432
"Hombres (001)",11214,2616,3275,2680,1909,734
"Mujeres (002)",9881,2429,2975,2274,1505,698
"PEA (003)",9555,354,3191,3254,2180,576
"Hombres (004)",7459,273,2522,2490,1707,467
"Mujeres (005)",2096,81,669,764,473,109
"Ocupada (006)",9304,336,3097,3166,2139,566
"Hombres (007)",7257,262,2448,2417,1670,460
"Mujeres (008)",2047,74,649,749,469,106
"Desocupada (009)",251,18,94,88,41,10
"Hombres (010)",202,11,74,73,37,7
"Mujeres (011)",49,7,20,15,4,3
"No PEA (012)",11540,4691,3059,1700,1234,856
"Hombres (013)",3755,2343,753,190,202,267
"Mujeres (014)",7785,2348,2306,1510,1032,589
,,,,,,
"URBANA (018)",11853,2527,3069,2983,2210,1064
"Hombres (019)",6066,1280,1555,1518,1195,518
"Mujeres (020)",5787,1247,1514,1465,1015,546
"PEA (021)",5149,106,1321,1934,1394,394
"Hombres (022)",3778,82,993,1373,1027,303
"Mujeres (023)",1371,24,328,561,367,91
"Ocupada (024)",4969,100,1261,1864,1360,384
"Hombres (025)",3633,78,946,1316,997,296
"Mujeres (026)",1336,22,315,548,363,88
"Desocupada (027)",180,6,60,70,34,10
"Hombres (028)",145,4,47,57,30,7
"Mujeres (029)",35,2,13,13,4,3
"No PEA (030)",6704,2421,1748,1049,816,670
"Hombres (031)",2288,1198,562,145,168,215
"Mujeres (032)",4416,1223,1186,904,648,455
,,,,,,
"RURAL (036)",9242,2518,3181,1971,1204,368
"Hombres (037)",5148,1336,1720,1162,714,216
"Mujeres (038)",4094,1182,1461,809,490,152
"PEA (039)",4406,248,1870,1320,786,182
"Hombres (040)",3681,191,1529,1117,680,164
"Mujeres (041)",725,57,341,203,106,18
"Ocupada (042)",4335,236,1836,1302,779,182
"Hombres (043)",3624,184,1502,1101,673,164
"Mujeres (044)",711,52,334,201,106,18
"Desocupada (045)",71,12,34,18,7,
"Hombres (046)",57,7,27,16,7,
"Mujeres (047)",14,5,7,2,,
"No PEA (048)",4836,2270,1311,651,418,186
"Hombres (049)",1467,1145,191,45,34,52
"Mujeres (050)",3369,1125,1120,606,384,134
