"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia YAULI (000)",24372,12469,734,325,10076,229,14,40,1,484
"Hombres (001)",8929,6322,544,212,1424,105,8,24,1,289
"Mujeres (002)",15443,6147,190,113,8652,124,6,16,,195
"De 06 a 14 años (003)",9404,9028,,,197,83,,6,,90
"Hombres (004)",4746,4560,,,100,37,,4,,45
"Mujeres (005)",4658,4468,,,97,46,,2,,45
"De 15 a 29 años (006)",6763,3342,7,58,3181,,3,15,1,156
"Hombres (007)",2354,1729,4,29,501,,,10,1,80
"Mujeres (008)",4409,1613,3,29,2680,,3,5,,76
"De 30 a 44 años (009)",3959,82,30,100,3630,,6,8,,103
"Hombres (010)",577,30,19,74,368,,5,6,,75
"Mujeres (011)",3382,52,11,26,3262,,1,2,,28
"De 45 a 64 años (012)",2706,13,213,100,2280,1,5,6,,88
"Hombres (013)",590,3,156,65,295,1,3,3,,64
"Mujeres (014)",2116,10,57,35,1985,,2,3,,24
"De 65 y más años (015)",1540,4,484,67,788,145,,5,,47
"Hombres (016)",662,,365,44,160,67,,1,,25
"Mujeres (017)",878,4,119,23,628,78,,4,,22
,,,,,,,,,,
"AREA URBANA (018)",21669,11343,645,187,8842,195,14,37,1,405
"Hombres (019)",7904,5726,479,105,1239,85,8,21,1,240
"Mujeres (020)",13765,5617,166,82,7603,110,6,16,,165
"De 06 a 14 años (021)",8498,8205,,,171,62,,6,,54
"Hombres (022)",4277,4131,,,89,25,,4,,28
"Mujeres (023)",4221,4074,,,82,37,,2,,26
"De 15 a 29 años (024)",6002,3045,5,43,2752,,3,14,1,139
"Hombres (025)",2085,1564,3,18,421,,,9,1,69
"Mujeres (026)",3917,1481,2,25,2331,,3,5,,70
"De 30 a 44 años (027)",3538,76,28,58,3274,,6,7,,89
"Hombres (028)",483,28,19,37,324,,5,5,,65
"Mujeres (029)",3055,48,9,21,2950,,1,2,,24
"De 45 a 64 años (030)",2335,13,184,50,1996,,5,6,,81
"Hombres (031)",491,3,134,27,263,,3,3,,58
"Mujeres (032)",1844,10,50,23,1733,,2,3,,23
"De 65 y más años (033)",1296,4,428,36,649,133,,4,,42
"Hombres (034)",568,,323,23,142,60,,,,20
"Mujeres (035)",728,4,105,13,507,73,,4,,22
,,,,,,,,,,
"AREA RURAL (036)",2703,1126,89,138,1234,34,,3,,79
"Hombres (037)",1025,596,65,107,185,20,,3,,49
"Mujeres (038)",1678,530,24,31,1049,14,,,,30
"De 06 a 14 años (039)",906,823,,,26,21,,,,36
"Hombres (040)",469,429,,,11,12,,,,17
"Mujeres (041)",437,394,,,15,9,,,,19
"De 15 a 29 años (042)",761,297,2,15,429,,,1,,17
"Hombres (043)",269,165,1,11,80,,,1,,11
"Mujeres (044)",492,132,1,4,349,,,,,6
"De 30 a 44 años (045)",421,6,2,42,356,,,1,,14
"Hombres (046)",94,2,,37,44,,,1,,10
"Mujeres (047)",327,4,2,5,312,,,,,4
"De 45 a 64 años (048)",371,,29,50,284,1,,,,7
"Hombres (049)",99,,22,38,32,1,,,,6
"Mujeres (050)",272,,7,12,252,,,,,1
"De 65 y más años (051)",244,,56,31,139,12,,1,,5
"Hombres (052)",94,,42,21,18,7,,1,,5
"Mujeres (053)",150,,14,10,121,5,,,,
