"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia TAHUAMANU (000)",8444,1006,1562,2208,1720,1063,885
"Católica (001)",6530,765,1168,1727,1382,817,671
"Cristiana/Evangélica (002)",963,110,194,225,175,138,121
"Otra (003)",700,106,130,179,116,88,81
"Ninguna (004)",251,25,70,77,47,20,12
"Hombres (006)",5293,512,870,1426,1145,749,591
"Católica (007)",4134,390,647,1117,930,589,461
"Cristiana/Evangélica (008)",577,52,114,136,109,93,73
"Otra (009)",387,54,62,110,67,48,46
"Ninguna (010)",195,16,47,63,39,19,11
"Mujeres (012)",3151,494,692,782,575,314,294
"Católica (013)",2396,375,521,610,452,228,210
"Cristiana/Evangélica (014)",386,58,80,89,66,45,48
"Otra (015)",313,52,68,69,49,40,35
"Ninguna (016)",56,9,23,14,8,1,1
,,,,,,,
"URBANA (018)",5968,713,1170,1641,1215,684,545
"Católica (019)",4913,587,921,1357,1024,572,452
"Cristiana/Evangélica (020)",618,76,143,153,108,73,65
"Otra (021)",218,27,45,64,41,22,19
"Ninguna (022)",219,23,61,67,42,17,9
"Hombres (024)",3632,348,625,1041,791,472,355
"Católica (025)",2995,291,487,855,667,399,296
"Cristiana/Evangélica (026)",356,32,79,94,68,44,39
"Otra (027)",114,10,19,38,22,13,12
"Ninguna (028)",167,15,40,54,34,16,8
"Mujeres (030)",2336,365,545,600,424,212,190
"Católica (031)",1918,296,434,502,357,173,156
"Cristiana/Evangélica (032)",262,44,64,59,40,29,26
"Otra (033)",104,17,26,26,19,9,7
"Ninguna (034)",52,8,21,13,8,1,1
,,,,,,,
"RURAL (036)",2476,293,392,567,505,379,340
"Católica (037)",1617,178,247,370,358,245,219
"Cristiana/Evangélica (038)",345,34,51,72,67,65,56
"Otra (039)",482,79,85,115,75,66,62
"Ninguna (040)",32,2,9,10,5,3,3
"Hombres (042)",1661,164,245,385,354,277,236
"Católica (043)",1139,99,160,262,263,190,165
"Cristiana/Evangélica (044)",221,20,35,42,41,49,34
"Otra (045)",273,44,43,72,45,35,34
"Ninguna (046)",28,1,7,9,5,3,3
"Mujeres (048)",815,129,147,182,151,102,104
"Católica (049)",478,79,87,108,95,55,54
"Cristiana/Evangélica (050)",124,14,16,30,26,16,22
"Otra (051)",209,35,42,43,30,31,28
"Ninguna (052)",4,1,2,1,,,
