"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CAÑETE (000)",54829,723,20179,17539,6590,2342,1044,329,35,,6048
"Conviviente (001)",17799,239,7668,5849,1794,497,203,57,5,,1487
"Separado(a) (002)",4259,74,1695,1441,515,199,77,16,2,,240
"Casado(a) (003)",22205,250,7980,7680,3236,1130,540,173,19,,1197
"Viudo(a) (004)",3847,102,1614,1182,370,189,99,43,6,,242
"Divorciado(a) (005)",234,1,85,67,28,18,8,3,,,24
"Soltero(a) (006)",6485,57,1137,1320,647,309,117,37,3,,2858
,,,,,,,,,,,
"URBANA (008)",46482,594,16719,14788,5716,2061,945,288,31,,5340
"Conviviente (009)",14980,198,6394,4872,1543,439,186,51,4,,1293
"Separado(a) (010)",3695,68,1464,1241,457,170,69,13,2,,211
"Casado(a) (011)",18645,197,6435,6506,2793,996,488,152,17,,1061
"Viudo(a) (012)",3226,79,1338,973,325,167,86,37,6,,215
"Divorciado(a) (013)",206,,79,58,25,14,8,3,,,19
"Soltero(a) (014)",5730,52,1009,1138,573,275,108,32,2,,2541
,,,,,,,,,,,
"RURAL (016)",8347,129,3460,2751,874,281,99,41,4,,708
"Conviviente (017)",2819,41,1274,977,251,58,17,6,1,,194
"Separado(a) (018)",564,6,231,200,58,29,8,3,,,29
"Casado(a) (019)",3560,53,1545,1174,443,134,52,21,2,,136
"Viudo(a) (020)",621,23,276,209,45,22,13,6,,,27
"Divorciado(a) (021)",28,1,6,9,3,4,,,,,5
"Soltero(a) (022)",755,5,128,182,74,34,9,5,1,,317
