"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia TACNA (000)",105507,100535,34300,18577,19591,11854,10147,3848,2218,4972
"Católica (001)",85177,81185,27298,15289,16447,9687,7952,2868,1644,3992
"Cristiana/Evangélica (002)",9530,9116,3076,1496,1567,1063,1098,502,314,414
"Otra (003)",7680,7302,2674,1209,1132,818,866,386,217,378
"Ninguna (004)",3120,2932,1252,583,445,286,231,92,43,188
,,,,,,,,,,
"URBANA (006)",99557,94724,32603,17679,18599,11175,9299,3441,1928,4833
"Católica (007)",80320,76435,25891,14543,15607,9139,7286,2540,1429,3885
"Cristiana/Evangélica (008)",9125,8726,2980,1449,1501,1018,1028,470,280,399
"Otra (009)",7161,6796,2537,1129,1070,760,775,345,180,365
"Ninguna (010)",2951,2767,1195,558,421,258,210,86,39,184
,,,,,,,,,,
"RURAL (012)",5950,5811,1697,898,992,679,848,407,290,139
"Católica (013)",4857,4750,1407,746,840,548,666,328,215,107
"Cristiana/Evangélica (014)",405,390,96,47,66,45,70,32,34,15
"Otra (015)",519,506,137,80,62,58,91,41,37,13
"Ninguna (016)",169,165,57,25,24,28,21,6,4,4
