"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia ANGARAES",,,,,,,
"Viviendas particulares (001)",13518,1022,716,198,9612,350,1620
"Ocupantes presentes (002)",55528,3529,3382,891,39068,1175,7483
"Casa independiente",,,,,,,
"Viviendas particulares (004)",12279,898,674,183,8764,294,1466
"Ocupantes presentes (005)",51169,3159,3216,840,35976,1020,6958
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",9,6,,,3,,
"Ocupantes presentes (008)",31,15,,,16,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",124,91,,,27,4,2
"Ocupantes presentes (011)",420,281,,,130,5,4
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",47,11,,,12,21,3
"Ocupantes presentes (014)",136,34,,,45,36,21
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1039,12,42,15,795,28,147
"Ocupantes presentes (017)",3716,34,166,51,2866,103,496
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",1,1,,,,,
"Ocupantes presentes (020)",2,2,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",17,2,,,11,3,1
"Ocupantes presentes (023)",50,3,,,35,11,1
"Otro tipo",,,,,,,
"Viviendas particulares (025)",2,1,,,,,1
"Ocupantes presentes (026)",4,1,,,,,3
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",4232,723,48,93,2842,245,281
"Ocupantes presentes (029)",15911,2467,219,418,10724,799,1284
"Casa independiente",,,,,,,
"Viviendas particulares (031)",4037,612,48,93,2791,218,275
"Ocupantes presentes (032)",15277,2132,219,418,10501,749,1258
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",9,6,,,3,,
"Ocupantes presentes (035)",31,15,,,16,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",124,91,,,27,4,2
"Ocupantes presentes (038)",420,281,,,130,5,4
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",47,11,,,12,21,3
"Ocupantes presentes (041)",136,34,,,45,36,21
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",1,1,,,,,
"Ocupantes presentes (047)",2,2,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",14,2,,,9,2,1
"Ocupantes presentes (050)",45,3,,,32,9,1
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",9286,299,668,105,6770,105,1339
"Ocupantes presentes (056)",39617,1062,3163,473,28344,376,6199
"Casa independiente",,,,,,,
"Viviendas particulares (058)",8242,286,626,90,5973,76,1191
"Ocupantes presentes (059)",35892,1027,2997,422,25475,271,5700
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1039,12,42,15,795,28,147
"Ocupantes presentes (071)",3716,34,166,51,2866,103,496
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",3,,,,2,1,
"Ocupantes presentes (077)",5,,,,3,2,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",2,1,,,,,1
"Ocupantes presentes (080)",4,1,,,,,3
