"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SAN MARCOS (000)",47838,16926,2742,655,27557
"Sin Nivel (001)",10105,3716,312,73,6006
"Educación Inicial (002)",1002,741,73,20,172
"Primaria (003)",25980,9884,831,228,15055
"Secundaria (004)",7700,2370,584,158,4593
"Sup. no Univ. Incompleta (005)",646,56,65,24,501
"Sup. no Univ. Completa (006)",1197,54,462,59,626
"Sup. Univ. Incompleta (007)",400,33,75,26,266
"Sup. Univ. Completa (008)",808,72,340,67,338
"Hombres (010)",23995,8269,1392,383,13980
"Sin Nivel (011)",3556,1583,135,29,1810
"Educación Inicial (012)",486,352,31,14,90
"Primaria (013)",13651,4903,436,123,8201
"Secundaria (014)",4557,1305,291,95,2871
"Sup. no Univ. Incompleta (015)",387,41,32,14,300
"Sup. no Univ. Completa (016)",659,27,235,45,354
"Sup. Univ. Incompleta (017)",226,15,45,16,150
"Sup. Univ. Completa (018)",473,43,187,47,204
"Mujeres (020)",23843,8657,1350,272,13577
"Sin Nivel (021)",6549,2133,177,44,4196
"Educación Inicial (022)",516,389,42,6,82
"Primaria (023)",12329,4981,395,105,6854
"Secundaria (024)",3143,1065,293,63,1722
"Sup. no Univ. Incompleta (025)",259,15,33,10,201
"Sup. no Univ. Completa (026)",538,27,227,14,272
"Sup. Univ. Incompleta (027)",174,18,30,10,116
"Sup. Univ. Completa (028)",335,29,153,20,134
,,,,,
"URBANA (030)",11017,2208,1996,385,6449
"Sin Nivel (031)",1296,344,163,24,765
"Educación Inicial (032)",240,102,58,6,75
"Primaria (033)",4069,969,461,86,2556
"Secundaria (034)",2946,626,480,107,1737
"Sup. no Univ. Incompleta (035)",488,40,60,21,367
"Sup. no Univ. Completa (036)",949,37,405,53,458
"Sup. Univ. Incompleta (037)",318,27,66,26,199
"Sup. Univ. Completa (038)",711,63,303,62,292
"Hombres (040)",5568,1119,1004,227,3233
"Sin Nivel (041)",469,158,74,6,231
"Educación Inicial (042)",117,51,25,3,38
"Primaria (043)",2008,509,236,43,1221
"Secundaria (044)",1592,301,235,63,997
"Sup. no Univ. Incompleta (045)",281,30,30,11,210
"Sup. no Univ. Completa (046)",511,17,199,41,256
"Sup. Univ. Incompleta (047)",172,14,38,16,104
"Sup. Univ. Completa (048)",418,39,167,44,176
"Mujeres (050)",5449,1089,992,158,3216
"Sin Nivel (051)",827,186,89,18,534
"Educación Inicial (052)",123,51,33,3,37
"Primaria (053)",2061,460,225,43,1335
"Secundaria (054)",1354,325,245,44,740
"Sup. no Univ. Incompleta (055)",207,10,30,10,157
"Sup. no Univ. Completa (056)",438,20,206,12,202
"Sup. Univ. Incompleta (057)",146,13,28,10,95
"Sup. Univ. Completa (058)",293,24,136,18,116
,,,,,
"RURAL (060)",36821,14718,746,270,21108
"Sin Nivel (061)",8809,3372,149,49,5241
"Educación Inicial (062)",762,639,15,14,97
"Primaria (063)",21911,8915,370,142,12499
"Secundaria (064)",4754,1744,104,51,2856
"Sup. no Univ. Incompleta (065)",158,16,5,3,134
"Sup. no Univ. Completa (066)",248,17,57,6,168
"Sup. Univ. Incompleta (067)",82,6,9,,67
"Sup. Univ. Completa (068)",97,9,37,5,46
"Hombres (070)",18427,7150,388,156,10747
"Sin Nivel (071)",3087,1425,61,23,1579
"Educación Inicial (072)",369,301,6,11,52
"Primaria (073)",11643,4394,200,80,6980
"Secundaria (074)",2965,1004,56,32,1874
"Sup. no Univ. Incompleta (075)",106,11,2,3,90
"Sup. no Univ. Completa (076)",148,10,36,4,98
"Sup. Univ. Incompleta (077)",54,1,7,,46
"Sup. Univ. Completa (078)",55,4,20,3,28
"Mujeres (080)",18394,7568,358,114,10361
"Sin Nivel (081)",5722,1947,88,26,3662
"Educación Inicial (082)",393,338,9,3,45
"Primaria (083)",10268,4521,170,62,5519
"Secundaria (084)",1789,740,48,19,982
"Sup. no Univ. Incompleta (085)",52,5,3,,44
"Sup. no Univ. Completa (086)",100,7,21,2,70
"Sup. Univ. Incompleta (087)",28,5,2,,21
"Sup. Univ. Completa (088)",42,5,17,2,18
