"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia MOYOBAMBA (000)",41266,7036,6206,20642,1390,4679,1313
"Conviviente (001)",14809,1947,2259,8767,561,946,329
"Separado(a) (002)",1216,229,177,635,46,36,93
"Casado(a) (003)",12057,2465,1356,6780,475,708,273
"Viudo(a) (004)",781,66,102,503,37,35,38
"Divorciado(a) (005)",204,59,22,109,6,4,4
"Soltero(a) (006)",12199,2270,2290,3848,265,2950,576
"Hombres (008)",30411,3864,5377,16938,1196,2978,58
"Conviviente (009)",11308,1184,1915,7449,507,243,10
"Separado(a) (010)",544,63,110,330,28,12,1
"Casado(a) (011)",8753,1474,1148,5558,410,150,13
"Viudo(a) (012)",360,14,60,254,21,9,2
"Divorciado(a) (013)",118,25,18,70,3,2,
"Soltero(a) (014)",9328,1104,2126,3277,227,2562,32
"Mujeres (016)",10855,3172,829,3704,194,1701,1255
"Conviviente (017)",3501,763,344,1318,54,703,319
"Separado(a) (018)",672,166,67,305,18,24,92
"Casado(a) (019)",3304,991,208,1222,65,558,260
"Viudo(a) (020)",421,52,42,249,16,26,36
"Divorciado(a) (021)",86,34,4,39,3,2,4
"Soltero(a) (022)",2871,1166,164,571,38,388,544
,,,,,,,
"URBANA (024)",26108,6824,3554,11608,871,2073,1178
"Conviviente (025)",8586,1856,1298,4391,302,448,291
"Separado(a) (026)",920,223,111,443,34,25,84
"Casado(a) (027)",8385,2422,875,4054,338,450,246
"Viudo(a) (028)",495,64,64,289,25,18,35
"Divorciado(a) (029)",155,58,9,78,5,2,3
"Soltero(a) (030)",7567,2201,1197,2353,167,1130,519
"Hombres (032)",17344,3732,3053,8697,700,1123,39
"Conviviente (033)",6021,1126,1116,3433,254,85,7
"Separado(a) (034)",354,60,66,201,19,8,
"Casado(a) (035)",5587,1447,733,3032,278,85,12
"Viudo(a) (036)",180,14,38,110,12,5,1
"Divorciado(a) (037)",82,24,9,45,3,1,
"Soltero(a) (038)",5120,1061,1091,1876,134,939,19
"Mujeres (040)",8764,3092,501,2911,171,950,1139
"Conviviente (041)",2565,730,182,958,48,363,284
"Separado(a) (042)",566,163,45,242,15,17,84
"Casado(a) (043)",2798,975,142,1022,60,365,234
"Viudo(a) (044)",315,50,26,179,13,13,34
"Divorciado(a) (045)",73,34,,33,2,1,3
"Soltero(a) (046)",2447,1140,106,477,33,191,500
,,,,,,,
"RURAL (048)",15158,212,2652,9034,519,2606,135
"Conviviente (049)",6223,91,961,4376,259,498,38
"Separado(a) (050)",296,6,66,192,12,11,9
"Casado(a) (051)",3672,43,481,2726,137,258,27
"Viudo(a) (052)",286,2,38,214,12,17,3
"Divorciado(a) (053)",49,1,13,31,1,2,1
"Soltero(a) (054)",4632,69,1093,1495,98,1820,57
"Hombres (056)",13067,132,2324,8241,496,1855,19
"Conviviente (057)",5287,58,799,4016,253,158,3
"Separado(a) (058)",190,3,44,129,9,4,1
"Casado(a) (059)",3166,27,415,2526,132,65,1
"Viudo(a) (060)",180,,22,144,9,4,1
"Divorciado(a) (061)",36,1,9,25,,1,
"Soltero(a) (062)",4208,43,1035,1401,93,1623,13
"Mujeres (064)",2091,80,328,793,23,751,116
"Conviviente (065)",936,33,162,360,6,340,35
"Separado(a) (066)",106,3,22,63,3,7,8
"Casado(a) (067)",506,16,66,200,5,193,26
"Viudo(a) (068)",106,2,16,70,3,13,2
"Divorciado(a) (069)",13,,4,6,1,1,1
"Soltero(a) (070)",424,26,58,94,5,197,44
