"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia YAUYOS (000)",7147,107,329,698,858,1245,2216,1694
"De 12 a 14 años (001)",4,,,,,,2,2
"De 15 a 19 años (002)",136,,,,,,92,44
"De 20 a 24 años (003)",503,,,,,,321,182
"De 25 a 29 años (004)",674,,,,,29,443,202
"De 30 a 34 años (005)",740,,,,,96,484,160
"De 35 a 39 años (006)",742,,,,7,190,405,140
"De 40 a 44 años (007)",680,,,,29,228,293,130
"De 45 a 49 años (008)",582,,,1,65,280,140,96
"De 50 y más años (009)",3086,107,329,697,757,422,36,738
"PEA (010)",3634,15,95,327,445,715,1198,839
"De 15 a 19 años (012)",53,,,,,,39,14
"De 20 a 24 años (013)",249,,,,,,158,91
"De 25 a 29 años (014)",389,,,,,17,246,126
"De 30 a 34 años (015)",421,,,,,60,261,100
"De 35 a 39 años (016)",409,,,,4,106,226,73
"De 40 a 44 años (017)",395,,,,16,136,164,79
"De 45 a 49 años (018)",336,,,1,34,158,82,61
"De 50 y más años (019)",1382,15,95,326,391,238,22,295
"Ocupada (020)",3591,15,95,326,444,709,1178,824
"De 15 a 19 años (022)",52,,,,,,38,14
"De 20 a 24 años (023)",237,,,,,,150,87
"De 25 a 29 años (024)",383,,,,,17,243,123
"De 30 a 34 años (025)",411,,,,,59,257,95
"De 35 a 39 años (026)",406,,,,4,106,223,73
"De 40 a 44 años (027)",389,,,,15,133,164,77
"De 45 a 49 años (028)",334,,,1,34,157,81,61
"De 50 y más años (029)",1379,15,95,325,391,237,22,294
"Desocupada (030)",43,,,1,1,6,20,15
"De 15 a 19 años (032)",1,,,,,,1,
"De 20 a 24 años (033)",12,,,,,,8,4
"De 25 a 29 años (034)",6,,,,,,3,3
"De 30 a 34 años (035)",10,,,,,1,4,5
"De 35 a 39 años (036)",3,,,,,,3,
"De 40 a 44 años (037)",6,,,,1,3,,2
"De 45 a 49 años (038)",2,,,,,1,1,
"De 50 y más años (039)",3,,,1,,1,,1
"No PEA (040)",3513,92,234,371,413,530,1018,855
"De 12 a 14 años (041)",4,,,,,,2,2
"De 15 a 19 años (042)",83,,,,,,53,30
"De 20 a 24 años (043)",254,,,,,,163,91
"De 25 a 29 años (044)",285,,,,,12,197,76
"De 30 a 34 años (045)",319,,,,,36,223,60
"De 35 a 39 años (046)",333,,,,3,84,179,67
"De 40 a 44 años (047)",285,,,,13,92,129,51
"De 45 a 49 años (048)",246,,,,31,122,58,35
"De 50 y más años (049)",1704,92,234,371,366,184,14,443
,,,,,,,,
"URBANA (060)",4490,84,212,454,528,832,1320,1060
