"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CARABAYA (000)",16746,115,5845,6620,1643,471,206,64,17,,1765
"Conviviente (001)",7719,60,3047,3025,644,160,63,11,4,,705
"Separado(a) (002)",1027,9,383,392,113,39,12,4,1,,74
"Casado(a) (003)",5243,20,1715,2312,587,172,85,30,7,,315
"Viudo(a) (004)",1535,16,452,624,195,70,34,17,3,,124
"Divorciado(a) (005)",87,,27,32,17,4,1,1,,,5
"Soltero(a) (006)",1135,10,221,235,87,26,11,1,2,,542
,,,,,,,,,,,
"URBANA (008)",7011,50,2382,2629,736,211,94,37,10,,862
"Conviviente (009)",3370,23,1264,1319,321,83,30,8,3,,319
"Separado(a) (010)",524,4,196,187,64,20,8,3,,,42
"Casado(a) (011)",1883,6,626,780,228,67,36,13,5,,122
"Viudo(a) (012)",647,12,198,241,82,28,14,12,1,,59
"Divorciado(a) (013)",35,,10,12,8,3,,1,,,1
"Soltero(a) (014)",552,5,88,90,33,10,6,,1,,319
,,,,,,,,,,,
"RURAL (016)",9735,65,3463,3991,907,260,112,27,7,,903
"Conviviente (017)",4349,37,1783,1706,323,77,33,3,1,,386
"Separado(a) (018)",503,5,187,205,49,19,4,1,1,,32
"Casado(a) (019)",3360,14,1089,1532,359,105,49,17,2,,193
"Viudo(a) (020)",888,4,254,383,113,42,20,5,2,,65
"Divorciado(a) (021)",52,,17,20,9,1,1,,,,4
"Soltero(a) (022)",583,5,133,145,54,16,5,1,1,,223
