"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUAMANGA (000)",3821,54,1923,1253,484,107
"Conviviente (001)",896,1,441,374,74,6
"Separado(a) (002)",142,,43,66,28,5
"Casado(a) (003)",1005,,146,471,311,77
"Viudo(a) (004)",64,,4,12,33,15
"Divorciado(a) (005)",19,,5,8,6,
"Soltero(a) (006)",1695,53,1284,322,32,4
"Hombres (008)",2514,38,1174,828,378,96
"Conviviente (009)",569,1,247,259,58,4
"Separado(a) (010)",48,,6,23,15,4
"Casado(a) (011)",791,,113,342,262,74
"Viudo(a) (012)",35,,1,5,18,11
"Divorciado(a) (013)",11,,,5,6,
"Soltero(a) (014)",1060,37,807,194,19,3
"Mujeres (016)",1307,16,749,425,106,11
"Conviviente (017)",327,,194,115,16,2
"Separado(a) (018)",94,,37,43,13,1
"Casado(a) (019)",214,,33,129,49,3
"Viudo(a) (020)",29,,3,7,15,4
"Divorciado(a) (021)",8,,5,3,,
"Soltero(a) (022)",635,16,477,128,13,1
,,,,,,
"AREA URBANA (024)",3054,35,1545,1032,376,66
"Conviviente (025)",766,,353,342,66,5
"Separado(a) (026)",130,,37,63,26,4
"Casado(a) (027)",653,,72,307,227,47
"Viudo(a) (028)",45,,3,10,25,7
"Divorciado(a) (029)",17,,4,8,5,
"Soltero(a) (030)",1443,35,1076,302,27,3
"Hombres (032)",1851,22,875,622,276,56
"Conviviente (033)",450,,167,229,50,4
"Separado(a) (034)",43,,4,22,14,3
"Casado(a) (035)",450,,41,185,180,44
"Viudo(a) (036)",19,,1,3,12,3
"Divorciado(a) (037)",10,,,5,5,
"Soltero(a) (038)",879,22,662,178,15,2
"Mujeres (040)",1203,13,670,410,100,10
"Conviviente (041)",316,,186,113,16,1
"Separado(a) (042)",87,,33,41,12,1
"Casado(a) (043)",203,,31,122,47,3
"Viudo(a) (044)",26,,2,7,13,4
"Divorciado(a) (045)",7,,4,3,,
"Soltero(a) (046)",564,13,414,124,12,1
,,,,,,
"AREA RURAL (048)",767,19,378,221,108,41
"Conviviente (049)",130,1,88,32,8,1
"Separado(a) (050)",12,,6,3,2,1
"Casado(a) (051)",352,,74,164,84,30
"Viudo(a) (052)",19,,1,2,8,8
"Divorciado(a) (053)",2,,1,,1,
"Soltero(a) (054)",252,18,208,20,5,1
"Hombres (056)",663,16,299,206,102,40
"Conviviente (057)",119,1,80,30,8,
"Separado(a) (058)",5,,2,1,1,1
"Casado(a) (059)",341,,72,157,82,30
"Viudo(a) (060)",16,,,2,6,8
"Divorciado(a) (061)",1,,,,1,
"Soltero(a) (062)",181,15,145,16,4,1
"Mujeres (064)",104,3,79,15,6,1
"Conviviente (065)",11,,8,2,,1
"Separado(a) (066)",7,,4,2,1,
"Casado(a) (067)",11,,2,7,2,
"Viudo(a) (068)",3,,1,,2,
"Divorciado(a) (069)",1,,1,,,
"Soltero(a) (070)",71,3,63,4,1,
