"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia SIHUAS",,,,,,,,,
"Hogares (001)",7070,199,134,99,77,72,39,43,6407
"Ocupantes presentes (002)",30554,745,412,376,311,358,212,294,27846
"Casa independiente",,,,,,,,,
"Hogares (004)",6975,195,131,98,75,71,38,43,6324
"Ocupantes presentes (005)",30199,740,403,373,303,353,206,294,27527
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",19,2,,,1,,,,16
"Ocupantes presentes (014)",70,3,,,4,,,,63
"Choza o cabaña",,,,,,,,,
"Hogares (016)",72,2,3,1,1,1,1,,63
"Ocupantes presentes (017)",275,2,9,3,4,5,6,,246
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",3,,,,,,,,3
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",3,,,,,,,,3
"Ocupantes presentes (023)",7,,,,,,,,7
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",1938,89,57,35,33,31,8,8,1677
"Ocupantes presentes (029)",7833,276,148,144,125,165,42,42,6891
"Casa independiente",,,,,,,,,
"Hogares (031)",1917,87,57,35,32,31,8,8,1659
"Ocupantes presentes (032)",7755,273,148,144,121,165,42,42,6820
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",19,2,,,1,,,,16
"Ocupantes presentes (041)",70,3,,,4,,,,63
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",3,,,,,,,,3
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",1,,,,,,,,1
"Ocupantes presentes (050)",5,,,,,,,,5
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",5132,110,77,64,44,41,31,35,4730
"Ocupantes presentes (056)",22721,469,264,232,186,193,170,252,20955
"Casa independiente",,,,,,,,,
"Hogares (058)",5058,108,74,63,43,40,30,35,4665
"Ocupantes presentes (059)",22444,467,255,229,182,188,164,252,20707
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",72,2,3,1,1,1,1,,63
"Ocupantes presentes (071)",275,2,9,3,4,5,6,,246
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",2,,,,,,,,2
"Ocupantes presentes (077)",2,,,,,,,,2
"Otro tipo",,,,,,,,,
