"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia DANIEL ALCIDES CARRION (000)",47634,671,14260,13564,8713,6965,3461
"Jefe o Jefa (001)",11321,,27,1539,3600,3904,2251
"Esposa(o) / compañera(o) (002)",6887,,15,1453,2578,2174,667
"Hijo(a) / hijastro(a) (003)",22275,491,11484,8429,1579,286,6
"Yerno / nuera (004)",451,,5,255,163,27,1
"Nieto(a) (005)",2095,128,1522,425,19,1,
"Padres / suegros (006)",403,,,1,8,96,298
"Otro(a) pariente (007)",3451,49,1118,1143,573,378,190
"Trabajador(a) del hogar (008)",69,,4,43,12,5,5
"Pensionistas (009)",55,,,24,21,9,1
"Otro(a) no pariente (010)",627,3,85,252,160,85,42
"Hombres (011)",23901,345,7424,6680,4336,3417,1699
"Jefe o Jefa (012)",8303,,21,1129,2874,2860,1419
"Esposa(o) / compañera(o) (013)",300,,11,95,86,78,30
"Hijo(a) / hijastro(a) (014)",11629,252,5950,4415,859,149,4
"Yerno / nuera (015)",176,,3,86,75,11,1
"Nieto(a) (016)",1099,67,805,217,9,1,
"Padres / suegros (017)",166,,,1,4,42,119
"Otro(a) pariente (018)",1818,24,586,580,315,217,96
"Trabajador(a) del hogar (019)",16,,2,8,2,1,3
"Pensionistas (020)",37,,,16,15,5,1
"Otro(a) no pariente (021)",357,2,46,133,97,53,26
"Mujeres (022)",23733,326,6836,6884,4377,3548,1762
"Jefe o Jefa (023)",3018,,6,410,726,1044,832
"Esposa(o) / compañera(o) (024)",6587,,4,1358,2492,2096,637
"Hijo(a) / hijastro(a) (025)",10646,239,5534,4014,720,137,2
"Yerno / nuera (026)",275,,2,169,88,16,
"Nieto(a) (027)",996,61,717,208,10,,
"Padres / suegros (028)",237,,,,4,54,179
"Otro(a) pariente (029)",1633,25,532,563,258,161,94
"Trabajador(a) del hogar (030)",53,,2,35,10,4,2
"Pensionistas (031)",18,,,8,6,4,
"Otro(a) no pariente (032)",270,1,39,119,63,32,16
,,,,,,,
"URBANA (033)",27802,355,7676,8038,5205,4296,2232
"Jefe o Jefa (034)",6878,,18,837,2100,2426,1497
"Esposa(o) / compañera(o) (035)",3998,,9,745,1463,1355,426
"Hijo(a) / hijastro(a) (036)",12763,249,6095,5113,1092,211,3
"Yerno / nuera (037)",320,,5,164,130,21,
"Nieto(a) (038)",1318,77,933,294,13,1,
"Padres / suegros (039)",240,,,1,4,52,183
"Otro(a) pariente (040)",1816,27,572,654,301,172,90
"Trabajador(a) del hogar (041)",57,,2,36,11,5,3
"Pensionistas (042)",51,,,24,19,8,
"Otro(a) no pariente (043)",361,2,42,170,72,45,30
"Hombres (044)",13754,170,3926,3961,2557,2050,1090
"Jefe o Jefa (045)",4884,,14,587,1618,1734,931
"Esposa(o) / compañera(o) (046)",195,,6,53,58,56,22
"Hijo(a) / hijastro(a) (047)",6597,115,3105,2671,594,111,1
"Yerno / nuera (048)",135,,3,65,58,9,
"Nieto(a) (049)",681,40,483,152,5,1,
"Padres / suegros (050)",88,,,1,1,17,69
"Otro(a) pariente (051)",947,13,296,327,170,93,48
"Trabajador(a) del hogar (052)",10,,,7,1,1,1
"Pensionistas (053)",34,,,16,14,4,
"Otro(a) no pariente (054)",183,2,19,82,38,24,18
"Mujeres (055)",14048,185,3750,4077,2648,2246,1142
"Jefe o Jefa (056)",1994,,4,250,482,692,566
"Esposa(o) / compañera(o) (057)",3803,,3,692,1405,1299,404
"Hijo(a) / hijastro(a) (058)",6166,134,2990,2442,498,100,2
"Yerno / nuera (059)",185,,2,99,72,12,
"Nieto(a) (060)",637,37,450,142,8,,
"Padres / suegros (061)",152,,,,3,35,114
"Otro(a) pariente (062)",869,14,276,327,131,79,42
"Trabajador(a) del hogar (063)",47,,2,29,10,4,2
"Pensionistas (064)",17,,,8,5,4,
"Otro(a) no pariente (065)",178,,23,88,34,21,12
,,,,,,,
"RURAL (066)",19832,316,6584,5526,3508,2669,1229
"Jefe o Jefa (067)",4443,,9,702,1500,1478,754
"Esposa(o) / compañera(o) (068)",2889,,6,708,1115,819,241
"Hijo(a) / hijastro(a) (069)",9512,242,5389,3316,487,75,3
"Yerno / nuera (070)",131,,,91,33,6,1
"Nieto(a) (071)",777,51,589,131,6,,
"Padres / suegros (072)",163,,,,4,44,115
"Otro(a) pariente (073)",1635,22,546,489,272,206,100
"Trabajador(a) del hogar (074)",12,,2,7,1,,2
"Pensionistas (075)",4,,,,2,1,1
"Otro(a) no pariente (076)",266,1,43,82,88,40,12
"Hombres (077)",10147,175,3498,2719,1779,1367,609
"Jefe o Jefa (078)",3419,,7,542,1256,1126,488
"Esposa(o) / compañera(o) (079)",105,,5,42,28,22,8
"Hijo(a) / hijastro(a) (080)",5032,137,2845,1744,265,38,3
"Yerno / nuera (081)",41,,,21,17,2,1
"Nieto(a) (082)",418,27,322,65,4,,
"Padres / suegros (083)",78,,,,3,25,50
"Otro(a) pariente (084)",871,11,290,253,145,124,48
"Trabajador(a) del hogar (085)",6,,2,1,1,,2
"Pensionistas (086)",3,,,,1,1,1
"Otro(a) no pariente (087)",174,,27,51,59,29,8
"Mujeres (088)",9685,141,3086,2807,1729,1302,620
"Jefe o Jefa (089)",1024,,2,160,244,352,266
"Esposa(o) / compañera(o) (090)",2784,,1,666,1087,797,233
"Hijo(a) / hijastro(a) (091)",4480,105,2544,1572,222,37,
"Yerno / nuera (092)",90,,,70,16,4,
"Nieto(a) (093)",359,24,267,66,2,,
"Padres / suegros (094)",85,,,,1,19,65
"Otro(a) pariente (095)",764,11,256,236,127,82,52
"Trabajador(a) del hogar (096)",6,,,6,,,
"Pensionistas (097)",1,,,,1,,
