"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia BELLAVISTA (000)",15880,15553,3841,2231,2382,1902,2361,1356,796,684,327,46354
"De 12 a 14 años (001)",1715,1693,1672,18,3,,,,,,22,24
"De 15 a 19 años (002)",2262,2182,1474,574,120,10,4,,,,80,860
"De 20 a 24 años (003)",2029,1939,366,778,557,193,43,2,,,90,2668
"De 25 a 29 años (004)",1890,1836,124,425,602,406,256,20,3,,54,4084
"De 30 a 34 años (005)",1678,1657,68,175,477,386,442,90,15,4,21,4949
"De 35 a 39 años (006)",1503,1494,48,92,259,361,490,190,41,13,9,5553
"De 40 a 44 años (007)",1241,1223,28,48,150,230,407,222,97,41,18,5530
"De 45 a 49 años (008)",947,939,15,43,88,138,251,205,132,67,8,4913
"De 50 y más años (009)",2615,2590,46,78,126,178,468,627,508,559,25,17773
"PEA (010)",4468,4349,775,680,775,631,736,386,206,160,119,13416
"De 12 a 14 años (011)",127,124,123,1,,,,,,,3,1
"De 15 a 19 años (012)",485,473,335,107,28,2,1,,,,12,173
"De 20 a 24 años (013)",580,542,158,220,121,39,4,,,,38,597
"De 25 a 29 años (014)",582,542,69,157,149,95,68,4,,,40,1053
"De 30 a 34 años (015)",601,589,38,76,187,124,136,22,5,1,12,1604
"De 35 a 39 años (016)",599,595,29,50,132,162,156,51,10,5,4,1947
"De 40 a 44 años (017)",481,476,10,31,77,99,146,78,27,8,5,1952
"De 45 a 49 años (018)",347,347,7,21,41,57,92,68,36,25,,1697
"De 50 y más años (019)",666,661,6,17,40,53,133,163,128,121,5,4392
"Ocupada (020)",4395,4282,743,668,767,625,732,384,205,158,113,13308
"De 12 a 14 años (021)",126,123,122,1,,,,,,,3,1
"De 15 a 19 años (022)",463,451,314,106,28,2,1,,,,12,172
