"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TRUJILLO (000)",228477,209154,1009,54366,54104,38279,37958,15583,5983,1872,19323,612977
"De 12 a 14 años (001)",253,126,21,88,17,,,,,,127,122
"De 15 a 19 años (002)",4455,3812,84,3348,316,48,16,,,,643,4188
"De 20 a 24 años (003)",21813,15832,119,11481,3496,584,118,34,,,5981,20942
"De 25 a 29 años (004)",28330,23003,138,11917,7779,2414,701,42,12,,5327,37977
"De 30 a 34 años (005)",28486,25924,101,8872,9845,4780,2101,202,16,7,2562,53237
"De 35 a 39 años (006)",26652,25259,75,5407,9069,6150,3864,612,74,8,1393,63100
"De 40 a 44 años (007)",24598,23667,75,3716,7413,6003,5013,1179,223,45,931,68054
"De 45 a 49 años (008)",21372,20712,89,2796,5348,5158,5103,1714,428,76,660,66436
"De 50 y más años (009)",72518,70819,307,6741,10821,13142,21042,11800,5230,1736,1699,298921
"Sin nivel (010)",19343,18695,85,1738,2511,2652,5122,3987,1973,627,648,86579
"De 12 a 14 años (011)",3,2,1,1,,,,,,,1,1
"De 15 a 19 años (012)",82,75,,61,12,2,,,,,7,91
"De 20 a 24 años (013)",395,317,4,171,99,25,14,4,,,78,532
"De 25 a 29 años (014)",542,467,,140,174,97,48,5,3,,75,1038
"De 30 a 34 años (015)",1325,1232,4,236,456,297,198,38,3,,93,3156
"De 35 a 39 años (016)",1295,1219,3,164,303,314,321,96,17,1,76,3877
"De 40 a 44 años (017)",1380,1323,4,121,229,282,436,201,42,8,57,5075
"De 45 a 49 años (018)",1422,1383,10,107,183,244,461,257,100,21,39,5941
"De 50 y más años (019)",12899,12677,59,737,1055,1391,3644,3386,1808,597,222,66868
