"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia COTABAMBAS (000)",8397,34,952,159,170,438,2056,389,470,2378,30,335,986
"Agric., ganadería, caza y silvicultura (001)",3664,,2,10,,,2056,,1,1595,,,
"Explotación de minas y canteras (003)",406,,60,23,19,3,,163,46,92,,,
"Industrias manufactureras (004)",203,,1,6,,1,,182,13,,,,
"Suministro de electricidad, gas y agua (005)",16,,2,2,,,,6,3,3,,,
"Construcción (006)",591,,8,7,1,,,17,286,272,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",393,1,,7,,290,,21,1,73,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",22,,,2,,3,,16,1,,,,
"Comercio al por mayor (009)",10,,,1,,9,,,,,,,
"Comercio al por menor (010)",361,1,,4,,278,,5,,73,,,
"Hoteles y restaurantes (011)",186,,1,6,3,102,,,,74,,,
"Trans., almac. y comunicaciones (012)",103,,1,4,4,,,,78,16,,,
"Intermediación financiera (013)",3,,,1,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",99,,20,11,10,34,,,9,15,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",256,20,12,9,100,2,,,11,72,30,,
"Enseñanza (016)",783,13,757,2,6,,,,,5,,,
"Servicios sociales y de salud (017)",141,,76,51,5,2,,,2,5,,,
"Otras activ. serv.comun.soc y personales (018)",75,,11,16,9,4,,,20,15,,,
"Hogares privados con servicio doméstico (019)",141,,,,,,,,,141,,,
"Actividad economica no especificada (021)",351,,1,4,11,,,,,,,335,
"Desocupado (022)",986,,,,,,,,,,,,986
"Hombres (023)",6322,25,573,101,111,158,1839,322,453,1663,30,199,848
"Agric., ganadería, caza y silvicultura (024)",2994,,1,10,,,1839,,1,1143,,,
"Explotación de minas y canteras (026)",366,,47,21,12,3,,159,42,82,,,
"Industrias manufactureras (027)",138,,1,4,,,,122,11,,,,
"Suministro de electricidad, gas y agua (028)",14,,2,1,,,,6,2,3,,,
"Construcción (029)",572,,8,7,1,,,14,281,261,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",156,1,,4,,98,,21,1,31,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",19,,,1,,1,,16,1,,,,
"Comercio al por mayor (032)",4,,,1,,3,,,,,,,
"Comercio al por menor (033)",133,1,,2,,94,,5,,31,,,
"Hoteles y restaurantes (034)",52,,1,5,3,24,,,,19,,,
"Trans., almac. y comunicaciones (035)",96,,1,4,4,,,,75,12,,,
"Intermediación financiera (036)",2,,,1,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",78,,16,8,3,28,,,9,14,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",212,16,8,8,75,2,,,10,63,30,,
"Enseñanza (039)",463,8,447,1,3,,,,,4,,,
"Servicios sociales y de salud (040)",51,,31,15,1,1,,,2,1,,,
"Otras activ. serv.comun.soc y personales (041)",56,,9,10,4,2,,,19,12,,,
"Hogares privados con servicio doméstico (042)",18,,,,,,,,,18,,,
"Actividad economica no especificada (044)",206,,1,2,4,,,,,,,199,
"Desocupado (045)",848,,,,,,,,,,,,848
"Mujeres (046)",2075,9,379,58,59,280,217,67,17,715,,136,138
"Agric., ganadería, caza y silvicultura (047)",670,,1,,,,217,,,452,,,
"Explotación de minas y canteras (049)",40,,13,2,7,,,4,4,10,,,
"Industrias manufactureras (050)",65,,,2,,1,,60,2,,,,
"Suministro de electricidad, gas y agua (051)",2,,,1,,,,,1,,,,
"Construcción (052)",19,,,,,,,3,5,11,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",237,,,3,,192,,,,42,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",3,,,1,,2,,,,,,,
"Comercio al por mayor (055)",6,,,,,6,,,,,,,
"Comercio al por menor (056)",228,,,2,,184,,,,42,,,
"Hoteles y restaurantes (057)",134,,,1,,78,,,,55,,,
"Trans., almac. y comunicaciones (058)",7,,,,,,,,3,4,,,
"Intermediación financiera (059)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",21,,4,3,7,6,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",44,4,4,1,25,,,,1,9,,,
"Enseñanza (062)",320,5,310,1,3,,,,,1,,,
"Servicios sociales y de salud (063)",90,,45,36,4,1,,,,4,,,
"Otras activ. serv.comun.soc y personales (064)",19,,2,6,5,2,,,1,3,,,
"Hogares privados con servicio doméstico (065)",123,,,,,,,,,123,,,
"Actividad economica no especificada (067)",145,,,2,7,,,,,,,136,
"Desocupado (068)",138,,,,,,,,,,,,138
,,,,,,,,,,,,,
"URBANA (069)",3626,29,787,139,141,382,382,250,311,750,29,211,215
"Agric., ganadería, caza y silvicultura (070)",787,,1,10,,,382,,1,393,,,
"Explotación de minas y canteras (072)",292,,60,22,13,2,,128,39,28,,,
"Industrias manufactureras (073)",102,,1,6,,1,,91,3,,,,
"Suministro de electricidad, gas y agua (074)",7,,2,2,,,,,2,1,,,
"Construcción (075)",257,,8,7,,,,11,155,76,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",348,1,,7,,263,,20,1,56,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",21,,,2,,3,,15,1,,,,
"Comercio al por mayor (078)",10,,,1,,9,,,,,,,
"Comercio al por menor (079)",317,1,,4,,251,,5,,56,,,
"Hoteles y restaurantes (080)",146,,1,5,3,77,,,,60,,,
"Trans., almac. y comunicaciones (081)",83,,1,4,2,,,,70,6,,,
"Intermediación financiera (082)",3,,,1,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (083)",90,,19,11,8,32,,,9,11,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",208,16,12,8,86,2,,,9,46,29,,
"Enseñanza (085)",625,12,605,,5,,,,,3,,,
"Servicios sociales y de salud (086)",115,,65,38,4,2,,,2,4,,,
"Otras activ. serv.comun.soc y personales (087)",64,,11,15,7,3,,,20,8,,,
"Hogares privados con servicio doméstico (088)",58,,,,,,,,,58,,,
"Actividad economica no especificada (090)",226,,1,3,11,,,,,,,211,
"Desocupado (091)",215,,,,,,,,,,,,215
"Hombres (092)",2487,21,462,93,89,134,336,231,305,509,29,118,160
"Agric., ganadería, caza y silvicultura (093)",646,,1,10,,,336,,1,298,,,
"Explotación de minas y canteras (095)",272,,47,20,9,2,,128,39,27,,,
"Industrias manufactureras (096)",81,,1,4,,,,73,3,,,,
"Suministro de electricidad, gas y agua (097)",6,,2,1,,,,,2,1,,,
"Construcción (098)",254,,8,7,,,,10,154,75,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",132,1,,4,,85,,20,1,21,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",18,,,1,,1,,15,1,,,,
"Comercio al por mayor (101)",4,,,1,,3,,,,,,,
"Comercio al por menor (102)",110,1,,2,,81,,5,,21,,,
"Hoteles y restaurantes (103)",38,,1,4,3,16,,,,14,,,
"Trans., almac. y comunicaciones (104)",79,,1,4,2,,,,67,5,,,
"Intermediación financiera (105)",2,,,1,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",69,,15,8,1,26,,,9,10,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",169,13,8,7,63,2,,,8,39,29,,
"Enseñanza (108)",352,7,340,,3,,,,,2,,,
"Servicios sociales y de salud (109)",44,,28,12,1,1,,,2,,,,
"Otras activ. serv.comun.soc y personales (110)",46,,9,9,2,2,,,19,5,,,
"Hogares privados con servicio doméstico (111)",12,,,,,,,,,12,,,
"Actividad economica no especificada (113)",125,,1,2,4,,,,,,,118,
"Desocupado (114)",160,,,,,,,,,,,,160
"Mujeres (115)",1139,8,325,46,52,248,46,19,6,241,,93,55
"Agric., ganadería, caza y silvicultura (116)",141,,,,,,46,,,95,,,
"Explotación de minas y canteras (118)",20,,13,2,4,,,,,1,,,
"Industrias manufactureras (119)",21,,,2,,1,,18,,,,,
"Suministro de electricidad, gas y agua (120)",1,,,1,,,,,,,,,
"Construcción (121)",3,,,,,,,1,1,1,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",216,,,3,,178,,,,35,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",3,,,1,,2,,,,,,,
"Comercio al por mayor (124)",6,,,,,6,,,,,,,
"Comercio al por menor (125)",207,,,2,,170,,,,35,,,
"Hoteles y restaurantes (126)",108,,,1,,61,,,,46,,,
"Trans., almac. y comunicaciones (127)",4,,,,,,,,3,1,,,
"Intermediación financiera (128)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",21,,4,3,7,6,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",39,3,4,1,23,,,,1,7,,,
"Enseñanza (131)",273,5,265,,2,,,,,1,,,
"Servicios sociales y de salud (132)",71,,37,26,3,1,,,,4,,,
"Otras activ. serv.comun.soc y personales (133)",18,,2,6,5,1,,,1,3,,,
"Hogares privados con servicio doméstico (134)",46,,,,,,,,,46,,,
"Actividad economica no especificada (136)",101,,,1,7,,,,,,,93,
"Desocupado (137)",55,,,,,,,,,,,,55
,,,,,,,,,,,,,
"RURAL (138)",4771,5,165,20,29,56,1674,139,159,1628,1,124,771
"Agric., ganadería, caza y silvicultura (139)",2877,,1,,,,1674,,,1202,,,
"Explotación de minas y canteras (141)",114,,,1,6,1,,35,7,64,,,
"Industrias manufactureras (142)",101,,,,,,,91,10,,,,
"Suministro de electricidad, gas y agua (143)",9,,,,,,,6,1,2,,,
"Construcción (144)",334,,,,1,,,6,131,196,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",45,,,,,27,,1,,17,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",1,,,,,,,1,,,,,
"Comercio al por menor (148)",44,,,,,27,,,,17,,,
"Hoteles y restaurantes (149)",40,,,1,,25,,,,14,,,
"Trans., almac. y comunicaciones (150)",20,,,,2,,,,8,10,,,
"Activid.inmobil., empres. y alquileres (152)",9,,1,,2,2,,,,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",48,4,,1,14,,,,2,26,1,,
"Enseñanza (154)",158,1,152,2,1,,,,,2,,,
"Servicios sociales y de salud (155)",26,,11,13,1,,,,,1,,,
